business_name,category,address,city,province,postal_code,phone,country,source,date_scraped,naics_code,employee_count,status
Ontario Group Automotive 615,Automotive,394 Yonge St,Toronto,Ontario,M9V 6M5,416-802-2937,Canada,Ontario Business Registry,2026-05-07T20:55:15.632237,33399,51-200,Active
Maple Inc Manufacturing 937,Manufacturing,4300 King St,Toronto,Ontario,M9V 7V8,416-708-8698,Canada,Ontario Business Registry,2026-05-07T20:55:15.632246,27940,200+,Active
Metro Solutions Financial Services 865,Financial Services,1359 Bloor St,Toronto,Ontario,M1V 7O7,416-845-3316,Canada,Ontario Business Registry,2026-05-07T20:55:15.632255,64731,51-200,Active
King Group Healthcare 208,Healthcare,3214 Bloor St,Toronto,Ontario,M5V 5D4,416-944-3939,Canada,Ontario Business Registry,2026-05-07T20:55:15.632263,41197,51-200,Active
Maple Solutions Technology 296,Technology,3166 University St,Toronto,Ontario,M1V 7I4,416-561-3070,Canada,Ontario Business Registry,2026-05-07T20:55:15.632271,71125,200+,Active
Urban Solutions Professional Services 383,Professional Services,3573 Queen St,Toronto,Ontario,M4V 6N9,416-579-2171,Canada,Ontario Business Registry,2026-05-07T20:55:15.632279,54825,200+,Active
King Services Automotive 745,Automotive,3344 Spadina St,Toronto,Ontario,M6V 7K3,416-338-9126,Canada,Ontario Business Registry,2026-05-07T20:55:15.632292,48984,11-50,Active
Lakeview Inc Food Services 291,Food Services,4979 Yonge St,Toronto,Ontario,M5V 3D6,416-331-9608,Canada,Ontario Business Registry,2026-05-07T20:55:15.632301,95826,200+,Active
Toronto Corp Retail 573,Retail,3438 College St,Toronto,Ontario,M4V 3W4,416-205-8689,Canada,Ontario Business Registry,2026-05-07T20:55:15.632310,29821,1-10,Active
Metro Group Healthcare 294,Healthcare,2095 Spadina St,Toronto,Ontario,M9V 2Y3,416-678-6413,Canada,Ontario Business Registry,2026-05-07T20:55:15.632318,67645,1-10,Active
Urban Ltd Education 750,Education,2534 Queen St,Toronto,Ontario,M8V 3U7,416-902-5870,Canada,Ontario Business Registry,2026-05-07T20:55:15.632327,19442,1-10,Active
Metro Ltd Transportation 599,Transportation,924 University St,Toronto,Ontario,M6V 1L2,416-746-8764,Canada,Ontario Business Registry,2026-05-07T20:55:15.632335,80756,51-200,Active
GTA Solutions Healthcare 726,Healthcare,3047 College St,Toronto,Ontario,M3V 5R5,416-645-9947,Canada,Ontario Business Registry,2026-05-07T20:55:15.632343,47909,11-50,Active
Lakeview Solutions Manufacturing 159,Manufacturing,1095 King St,Toronto,Ontario,M1V 7T2,416-544-3889,Canada,Ontario Business Registry,2026-05-07T20:55:15.632351,68106,51-200,Active
Urban Enterprises Education 217,Education,1839 Queen St,Toronto,Ontario,M1V 4D2,416-554-6748,Canada,Ontario Business Registry,2026-05-07T20:55:15.632359,12688,1-10,Active
King Inc Retail 943,Retail,233 Bloor St,Toronto,Ontario,M5V 9R3,416-780-2227,Canada,Ontario Business Registry,2026-05-07T20:55:15.632373,73079,200+,Active
Toronto Group Manufacturing 826,Manufacturing,4687 Yonge St,Toronto,Ontario,M3V 9V8,416-979-8284,Canada,Ontario Business Registry,2026-05-07T20:55:15.632386,79097,200+,Active
Urban Services Automotive 776,Automotive,1917 College St,Toronto,Ontario,M8V 3V4,416-864-5214,Canada,Ontario Business Registry,2026-05-07T20:55:15.632394,67077,1-10,Active
Queen Solutions Transportation 996,Transportation,4124 Queen St,Toronto,Ontario,M9V 6L3,416-984-8312,Canada,Ontario Business Registry,2026-05-07T20:55:15.632435,15535,11-50,Active
Toronto Solutions Construction 649,Construction,559 Bloor St,Toronto,Ontario,M7V 6P7,416-812-7796,Canada,Ontario Business Registry,2026-05-07T20:55:15.632449,31118,200+,Active
Queen Consulting Manufacturing 743,Manufacturing,438 Dundas St,Toronto,Ontario,M2V 2X8,416-935-1673,Canada,Ontario Business Registry,2026-05-07T20:55:15.632458,71060,11-50,Active
Maple Inc Financial Services 532,Financial Services,339 Bay St,Toronto,Ontario,M7V 3V6,416-585-9424,Canada,Ontario Business Registry,2026-05-07T20:55:15.632466,94248,11-50,Active
Ontario Inc Retail 737,Retail,2391 Spadina St,Toronto,Ontario,M1V 8S6,416-534-6129,Canada,Ontario Business Registry,2026-05-07T20:55:15.632474,33511,1-10,Active
Queen Solutions Healthcare 691,Healthcare,1068 Yonge St,Toronto,Ontario,M9V 5M6,416-413-5145,Canada,Ontario Business Registry,2026-05-07T20:55:15.632482,65525,11-50,Active
Queen Consulting Education 244,Education,3735 Bay St,Toronto,Ontario,M4V 8S1,416-629-7720,Canada,Ontario Business Registry,2026-05-07T20:55:15.632491,66207,1-10,Active
Toronto Corp Education 449,Education,1232 Queen St,Toronto,Ontario,M2V 1V6,416-616-3657,Canada,Ontario Business Registry,2026-05-07T20:55:15.632500,55311,51-200,Active
Maple Solutions Financial Services 934,Financial Services,310 Dundas St,Toronto,Ontario,M1V 1V9,416-818-9918,Canada,Ontario Business Registry,2026-05-07T20:55:15.632513,39976,1-10,Active
Lakeview Services Technology 520,Technology,3816 University St,Toronto,Ontario,M5V 7R3,416-420-7025,Canada,Ontario Business Registry,2026-05-07T20:55:15.632521,57853,51-200,Active
Maple Services Technology 879,Technology,4506 Bloor St,Toronto,Ontario,M6V 1S3,416-751-1471,Canada,Ontario Business Registry,2026-05-07T20:55:15.632529,70713,200+,Active
GTA Group Food Services 763,Food Services,1001 Dundas St,Toronto,Ontario,M2V 7S3,416-966-5500,Canada,Ontario Business Registry,2026-05-07T20:55:15.632537,34450,51-200,Active
Metro Services Education 920,Education,912 Bloor St,Toronto,Ontario,M1V 7W2,416-866-3671,Canada,Ontario Business Registry,2026-05-07T20:55:15.632544,11765,1-10,Active
King Ltd Food Services 251,Food Services,2639 Queen St,Toronto,Ontario,M4V 4L6,416-883-5796,Canada,Ontario Business Registry,2026-05-07T20:55:15.632552,71870,1-10,Active
Lakeview Enterprises Manufacturing 105,Manufacturing,306 Spadina St,Toronto,Ontario,M3V 7R5,416-349-4294,Canada,Ontario Business Registry,2026-05-07T20:55:15.632561,39061,51-200,Active
Metro Enterprises Manufacturing 960,Manufacturing,3052 Spadina St,Toronto,Ontario,M6V 4A6,416-744-6433,Canada,Ontario Business Registry,2026-05-07T20:55:15.632570,51653,1-10,Active
Maple Services Construction 155,Construction,1242 Queen St,Toronto,Ontario,M9V 7Z7,416-487-7309,Canada,Ontario Business Registry,2026-05-07T20:55:15.632579,97212,11-50,Active
GTA Consulting Food Services 803,Food Services,3479 University St,Toronto,Ontario,M1V 6I9,416-396-2387,Canada,Ontario Business Registry,2026-05-07T20:55:15.632587,84397,51-200,Active
Queen Solutions Education 964,Education,1990 Bay St,Toronto,Ontario,M5V 4C1,416-967-6433,Canada,Ontario Business Registry,2026-05-07T20:55:15.632604,59226,1-10,Active
Lakeview Ltd Automotive 744,Automotive,2493 Spadina St,Toronto,Ontario,M1V 8D7,416-259-9738,Canada,Ontario Business Registry,2026-05-07T20:55:15.632612,74993,200+,Active
Lakeview Group Automotive 218,Automotive,4780 Bay St,Toronto,Ontario,M3V 6J9,416-930-6093,Canada,Ontario Business Registry,2026-05-07T20:55:15.632620,70888,200+,Active
Toronto Services Technology 775,Technology,2985 Bloor St,Toronto,Ontario,M9V 5X3,416-954-4030,Canada,Ontario Business Registry,2026-05-07T20:55:15.632629,40138,51-200,Active
Ontario Enterprises Healthcare 829,Healthcare,54 Bloor St,Toronto,Ontario,M2V 8I4,416-633-3286,Canada,Ontario Business Registry,2026-05-07T20:55:15.632638,58349,11-50,Active
Ontario Corp Automotive 621,Automotive,2973 University St,Toronto,Ontario,M5V 1U3,416-994-5179,Canada,Ontario Business Registry,2026-05-07T20:55:15.632647,48819,1-10,Active
Toronto Solutions Manufacturing 650,Manufacturing,1064 University St,Toronto,Ontario,M2V 4L5,416-479-4023,Canada,Ontario Business Registry,2026-05-07T20:55:15.632655,90344,1-10,Active
Lakeview Solutions Retail 996,Retail,794 Dundas St,Toronto,Ontario,M2V 7Q8,416-628-3602,Canada,Ontario Business Registry,2026-05-07T20:55:15.632663,39559,11-50,Active
Maple Group Technology 982,Technology,4287 Spadina St,Toronto,Ontario,M5V 5G1,416-368-3368,Canada,Ontario Business Registry,2026-05-07T20:55:15.632670,18989,11-50,Active
King Solutions Manufacturing 394,Manufacturing,2066 Queen St,Toronto,Ontario,M4V 6O5,416-606-9125,Canada,Ontario Business Registry,2026-05-07T20:55:15.632682,48260,1-10,Active
Maple Enterprises Food Services 840,Food Services,3936 University St,Toronto,Ontario,M1V 9G9,416-391-8735,Canada,Ontario Business Registry,2026-05-07T20:55:15.632693,43366,51-200,Active
Ontario Inc Real Estate 956,Real Estate,1625 Spadina St,Toronto,Ontario,M9V 8J2,416-278-5253,Canada,Ontario Business Registry,2026-05-07T20:55:15.632702,91362,11-50,Active
Maple Ltd Manufacturing 150,Manufacturing,1266 Dundas St,Toronto,Ontario,M7V 9J4,416-641-2706,Canada,Ontario Business Registry,2026-05-07T20:55:15.632711,16690,1-10,Active
Metro Solutions Education 970,Education,1920 Bay St,Toronto,Ontario,M6V 6R8,416-635-1691,Canada,Ontario Business Registry,2026-05-07T20:55:15.632720,64589,200+,Active
Toronto Solutions Manufacturing 912,Manufacturing,4078 University St,Toronto,Ontario,M9V 5C2,416-933-3932,Canada,Ontario Business Registry,2026-05-07T20:55:15.632728,46865,200+,Active
Toronto Services Retail 825,Retail,1429 Queen St,Toronto,Ontario,M5V 1O8,416-761-9267,Canada,Ontario Business Registry,2026-05-07T20:55:15.632736,76752,200+,Active
Metro Corp Financial Services 870,Financial Services,3218 Bloor St,Toronto,Ontario,M8V 4B6,416-772-4798,Canada,Ontario Business Registry,2026-05-07T20:55:15.632744,61069,51-200,Active
Toronto Ltd Food Services 144,Food Services,178 King St,Toronto,Ontario,M1V 6H1,416-443-6899,Canada,Ontario Business Registry,2026-05-07T20:55:15.632752,80154,51-200,Active
Toronto Ltd Education 787,Education,883 King St,Toronto,Ontario,M2V 4L8,416-576-2408,Canada,Ontario Business Registry,2026-05-07T20:55:15.632761,34436,51-200,Active
Lakeview Ltd Real Estate 633,Real Estate,3754 University St,Toronto,Ontario,M1V 2G5,416-671-1714,Canada,Ontario Business Registry,2026-05-07T20:55:15.632770,14169,200+,Active
King Enterprises Technology 805,Technology,4451 College St,Toronto,Ontario,M2V 5X8,416-987-2550,Canada,Ontario Business Registry,2026-05-07T20:55:15.632782,74775,200+,Active
Ontario Ltd Food Services 799,Food Services,4679 College St,Toronto,Ontario,M2V 5S5,416-570-3890,Canada,Ontario Business Registry,2026-05-07T20:55:15.632790,84967,200+,Active
Urban Inc Healthcare 167,Healthcare,1754 Bloor St,Toronto,Ontario,M9V 8F6,416-254-1152,Canada,Ontario Business Registry,2026-05-07T20:55:15.632800,82549,51-200,Active
Lakeview Enterprises Healthcare 374,Healthcare,2490 King St,Toronto,Ontario,M4V 2F3,416-590-8888,Canada,Ontario Business Registry,2026-05-07T20:55:15.632809,96877,11-50,Active
Ontario Inc Education 507,Education,2023 Bay St,Toronto,Ontario,M5V 6J1,416-201-6638,Canada,Ontario Business Registry,2026-05-07T20:55:15.632816,77954,200+,Active
Lakeview Consulting Construction 206,Construction,3150 College St,Toronto,Ontario,M8V 2I2,416-392-1639,Canada,Ontario Business Registry,2026-05-07T20:55:15.632826,95872,200+,Active
Metro Inc Manufacturing 789,Manufacturing,1598 Dundas St,Toronto,Ontario,M2V 8U4,416-773-5341,Canada,Ontario Business Registry,2026-05-07T20:55:15.632835,34945,1-10,Active
Metro Consulting Education 578,Education,1116 Bloor St,Toronto,Ontario,M6V 8V4,416-281-8123,Canada,Ontario Business Registry,2026-05-07T20:55:15.632843,41017,200+,Active
Ontario Inc Professional Services 569,Professional Services,1290 University St,Toronto,Ontario,M1V 2E1,416-788-8030,Canada,Ontario Business Registry,2026-05-07T20:55:15.632852,58035,51-200,Active
Toronto Ltd Real Estate 314,Real Estate,2600 College St,Toronto,Ontario,M9V 2W2,416-275-4612,Canada,Ontario Business Registry,2026-05-07T20:55:15.632860,99755,1-10,Active
GTA Corp Healthcare 496,Healthcare,2758 College St,Toronto,Ontario,M2V 3J7,416-777-4047,Canada,Ontario Business Registry,2026-05-07T20:55:15.632872,92661,1-10,Active
Urban Solutions Transportation 390,Transportation,1935 Bay St,Toronto,Ontario,M4V 8G4,416-407-2160,Canada,Ontario Business Registry,2026-05-07T20:55:15.632880,33367,200+,Active
Toronto Inc Manufacturing 321,Manufacturing,963 College St,Toronto,Ontario,M6V 5E7,416-225-7410,Canada,Ontario Business Registry,2026-05-07T20:55:15.632888,37275,11-50,Active
Lakeview Group Manufacturing 307,Manufacturing,3202 King St,Toronto,Ontario,M3V 5U7,416-848-1696,Canada,Ontario Business Registry,2026-05-07T20:55:15.632895,88824,51-200,Active
GTA Enterprises Construction 169,Construction,2713 King St,Toronto,Ontario,M4V 8L4,416-585-9381,Canada,Ontario Business Registry,2026-05-07T20:55:15.632903,40086,51-200,Active
GTA Enterprises Manufacturing 670,Manufacturing,1001 Bloor St,Toronto,Ontario,M2V 3B7,416-399-4297,Canada,Ontario Business Registry,2026-05-07T20:55:15.632916,20137,51-200,Active
Ontario Corp Healthcare 809,Healthcare,4606 Dundas St,Toronto,Ontario,M6V 6K3,416-533-1865,Canada,Ontario Business Registry,2026-05-07T20:55:15.632925,32368,51-200,Active
Toronto Solutions Automotive 738,Automotive,2422 King St,Toronto,Ontario,M8V 9Z1,416-925-1811,Canada,Ontario Business Registry,2026-05-07T20:55:15.632933,43065,51-200,Active
Queen Inc Food Services 560,Food Services,273 Queen St,Toronto,Ontario,M5V 7G4,416-416-6014,Canada,Ontario Business Registry,2026-05-07T20:55:15.632944,33096,11-50,Active
Toronto Corp Transportation 568,Transportation,1862 Bloor St,Toronto,Ontario,M1V 4H2,416-759-5146,Canada,Ontario Business Registry,2026-05-07T20:55:15.632953,26110,1-10,Active
Toronto Inc Automotive 665,Automotive,1173 Queen St,Toronto,Ontario,M4V 3S2,416-358-5430,Canada,Ontario Business Registry,2026-05-07T20:55:15.632964,68614,51-200,Active
Maple Corp Education 805,Education,3099 College St,Toronto,Ontario,M5V 4Z8,416-629-6420,Canada,Ontario Business Registry,2026-05-07T20:55:15.632972,65661,200+,Active
Metro Inc Retail 380,Retail,1644 Dundas St,Toronto,Ontario,M5V 8K4,416-883-2732,Canada,Ontario Business Registry,2026-05-07T20:55:15.632985,57342,200+,Active
GTA Enterprises Retail 368,Retail,594 Bloor St,Toronto,Ontario,M8V 7X5,416-566-8605,Canada,Ontario Business Registry,2026-05-07T20:55:15.632993,72404,1-10,Active
King Solutions Manufacturing 981,Manufacturing,1958 King St,Toronto,Ontario,M3V 4Z6,416-316-8859,Canada,Ontario Business Registry,2026-05-07T20:55:15.633010,76988,200+,Active
Lakeview Solutions Financial Services 367,Financial Services,4520 Spadina St,Toronto,Ontario,M4V 1V4,416-365-9673,Canada,Ontario Business Registry,2026-05-07T20:55:15.633017,11611,11-50,Active
Ontario Corp Healthcare 214,Healthcare,1098 King St,Toronto,Ontario,M3V 6H1,416-504-8420,Canada,Ontario Business Registry,2026-05-07T20:55:15.633025,67418,200+,Active
GTA Consulting Food Services 962,Food Services,3342 University St,Toronto,Ontario,M9V 5A9,416-878-1760,Canada,Ontario Business Registry,2026-05-07T20:55:15.633033,58334,200+,Active
Lakeview Group Financial Services 284,Financial Services,1330 King St,Toronto,Ontario,M5V 1F6,416-279-7660,Canada,Ontario Business Registry,2026-05-07T20:55:15.633041,43681,11-50,Active
Toronto Services Food Services 547,Food Services,4244 Queen St,Toronto,Ontario,M9V 7J4,416-691-5431,Canada,Ontario Business Registry,2026-05-07T20:55:15.633050,54561,200+,Active
Lakeview Ltd Manufacturing 156,Manufacturing,4856 Bloor St,Toronto,Ontario,M7V 6W9,416-825-5943,Canada,Ontario Business Registry,2026-05-07T20:55:15.633063,90144,11-50,Active
Toronto Solutions Food Services 852,Food Services,818 Yonge St,Toronto,Ontario,M5V 9K2,416-918-4471,Canada,Ontario Business Registry,2026-05-07T20:55:15.633071,88276,51-200,Active
Urban Consulting Professional Services 997,Professional Services,3008 Queen St,Toronto,Ontario,M8V 2L8,416-542-4796,Canada,Ontario Business Registry,2026-05-07T20:55:15.633079,96241,1-10,Active
GTA Ltd Retail 806,Retail,2911 Bloor St,Toronto,Ontario,M9V 3O7,416-895-2664,Canada,Ontario Business Registry,2026-05-07T20:55:15.633088,82087,11-50,Active
Maple Solutions Transportation 658,Transportation,1391 King St,Toronto,Ontario,M1V 1J2,416-948-9494,Canada,Ontario Business Registry,2026-05-07T20:55:15.633095,31876,51-200,Active
