business_name,category,address,neighborhood,city,state,postal_code,phone,country,source,date_scraped,rfc,employee_count,status
Misión Maquiladora Industrial,Maquiladora,9347 Misión,Playas,Tijuana,Baja California,22033,664-289-5644,México,Registro Público de Baja California,2026-05-07T20:56:56.289882,GOF165428EH,200+,Activo
Caliente Maquiladora Maquiladora,Maquiladora,2990 Paseo Centenario,Zona Centro,Tijuana,Baja California,22404,664-119-7484,México,Registro Público de Baja California,2026-05-07T20:56:56.289888,RJR732334HI,1-10,Activo
Agua Caliente Logística S.A. de C.V.,Logística,9974 Constitución,Cacho,Tijuana,Baja California,22392,664-746-2099,México,Registro Público de Baja California,2026-05-07T20:56:56.289898,YIB685998UC,11-50,Activo
Tijuanense Maquiladora Maquiladora,Maquiladora,4149 Lázaro Cárdenas,Río,Tijuana,Baja California,22316,664-162-6969,México,Registro Público de Baja California,2026-05-07T20:56:56.289908,FWR510722MF,1-10,Activo
Caliente Manufactura Maquiladora,Manufactura,1577 Ermita,La Mesa,Tijuana,Baja California,22478,664-527-4300,México,Registro Público de Baja California,2026-05-07T20:56:56.289914,RTP712911PK,1-10,Activo
Tijuanense Comercio S. de R.L.,Comercio,8345 Revolución,Zona Centro,Tijuana,Baja California,22164,664-477-3108,México,Registro Público de Baja California,2026-05-07T20:56:56.289920,DGY818064VF,11-50,Activo
Río Pesquero Maquiladora,Pesquero,4681 Ermita,Otay,Tijuana,Baja California,22465,664-410-4296,México,Registro Público de Baja California,2026-05-07T20:56:56.289926,DIW503857RS,200+,Activo
Caliente Maquiladora Industrial,Maquiladora,3346 Paseo Centenario,Cacho,Tijuana,Baja California,22078,664-130-2110,México,Registro Público de Baja California,2026-05-07T20:56:56.289932,KNQ740348NT,1-10,Activo
Agua Caliente Maquiladora Maquiladora,Maquiladora,7425 Revolución,La Mesa,Tijuana,Baja California,22404,664-338-3286,México,Registro Público de Baja California,2026-05-07T20:56:56.289938,VSW240268KE,51-200,Activo
Caliente Pesquero S. de R.L.,Pesquero,7155 Blvd 2000,Cacho,Tijuana,Baja California,22310,664-711-2756,México,Registro Público de Baja California,2026-05-07T20:56:56.289944,KXT926897EN,11-50,Activo
Río Turismo S. de R.L.,Turismo,3134 Revolución,Libertad,Tijuana,Baja California,22269,664-625-3363,México,Registro Público de Baja California,2026-05-07T20:56:56.289950,GTW668949CQ,11-50,Activo
Caliente Servicios S. de R.L.,Servicios,1205 Blvd 2000,Lomas,Tijuana,Baja California,22270,664-104-2393,México,Registro Público de Baja California,2026-05-07T20:56:56.289956,FFY946594MM,11-50,Activo
Misión Agroindustria Maquiladora,Agroindustria,9211 Agua Caliente,Cacho,Tijuana,Baja California,22447,664-401-1568,México,Registro Público de Baja California,2026-05-07T20:56:56.289963,GPI447624HX,11-50,Activo
Baja California Turismo Corporativo,Turismo,9365 Blvd 2000,Río,Tijuana,Baja California,22424,664-932-5071,México,Registro Público de Baja California,2026-05-07T20:56:56.289972,JRL105779WH,11-50,Activo
Zona Norte Agroindustria Corporativo,Agroindustria,4324 Paseo Centenario,La Mesa,Tijuana,Baja California,22338,664-461-7346,México,Registro Público de Baja California,2026-05-07T20:56:56.289980,GVB349783FT,200+,Activo
Río Tecnología Industrial,Tecnología,8529 Misión,Soler,Tijuana,Baja California,22232,664-341-1193,México,Registro Público de Baja California,2026-05-07T20:56:56.289986,LFC140273PG,51-200,Activo
Tijuanense Turismo S. de R.L.,Turismo,8515 Blvd 2000,Cacho,Tijuana,Baja California,22022,664-534-1069,México,Registro Público de Baja California,2026-05-07T20:56:56.289992,WLO270286LP,1-10,Activo
Tijuanense Logística Industrial,Logística,133 Lázaro Cárdenas,Río,Tijuana,Baja California,22462,664-605-3920,México,Registro Público de Baja California,2026-05-07T20:56:56.289998,SWJ916037RH,51-200,Activo
Agua Caliente Agroindustria S.A. de C.V.,Agroindustria,3122 Constitución,Otay,Tijuana,Baja California,22048,664-367-6239,México,Registro Público de Baja California,2026-05-07T20:56:56.290014,DSW415840UW,1-10,Activo
Playas Inmobiliaria Corporativo,Inmobiliaria,3247 Agua Caliente,Río,Tijuana,Baja California,22383,664-927-4037,México,Registro Público de Baja California,2026-05-07T20:56:56.290021,GMZ151071KS,1-10,Activo
Baja California Turismo Industrial,Turismo,8553 Revolución,Libertad,Tijuana,Baja California,22252,664-243-4688,México,Registro Público de Baja California,2026-05-07T20:56:56.290027,ANZ904555IX,200+,Activo
Playas Servicios Maquiladora,Servicios,7156 Ortiz Rubio,Zona Centro,Tijuana,Baja California,22193,664-130-4154,México,Registro Público de Baja California,2026-05-07T20:56:56.290033,DPX647169VX,1-10,Activo
Playas Comercio S. de R.L.,Comercio,91 Paseo Centenario,Libertad,Tijuana,Baja California,22197,664-649-7913,México,Registro Público de Baja California,2026-05-07T20:56:56.290042,RGX893520UL,1-10,Activo
Misión Inmobiliaria Industrial,Inmobiliaria,9378 Ermita,Lomas,Tijuana,Baja California,22453,664-982-4958,México,Registro Público de Baja California,2026-05-07T20:56:56.290063,JRR464460BV,200+,Activo
Misión Agroindustria S.A. de C.V.,Agroindustria,4106 Agua Caliente,Lomas,Tijuana,Baja California,22037,664-603-6549,México,Registro Público de Baja California,2026-05-07T20:56:56.290076,TUR241352VE,1-10,Activo
Agua Caliente Maquiladora Industrial,Maquiladora,8047 Paseo Centenario,Otay,Tijuana,Baja California,22468,664-440-9000,México,Registro Público de Baja California,2026-05-07T20:56:56.290086,DSI133464WE,51-200,Activo
Zona Norte Servicios Maquiladora,Servicios,3387 Ortiz Rubio,Lomas,Tijuana,Baja California,22013,664-936-3318,México,Registro Público de Baja California,2026-05-07T20:56:56.290096,IVX516900DL,51-200,Activo
Caliente Maquiladora S. de R.L.,Maquiladora,1890 Ortiz Rubio,Zona Centro,Tijuana,Baja California,22482,664-987-1910,México,Registro Público de Baja California,2026-05-07T20:56:56.290110,AJP273398YK,1-10,Activo
Tijuana Inmobiliaria Corporativo,Inmobiliaria,7669 Paseo Centenario,Playas,Tijuana,Baja California,22093,664-451-8762,México,Registro Público de Baja California,2026-05-07T20:56:56.290119,SCO176113ON,11-50,Activo
Agua Caliente Inmobiliaria Industrial,Inmobiliaria,6698 Constitución,Lomas,Tijuana,Baja California,22039,664-892-1878,México,Registro Público de Baja California,2026-05-07T20:56:56.290128,CYN925486WL,11-50,Activo
Misión Manufactura S.A. de C.V.,Manufactura,5556 Revolución,Libertad,Tijuana,Baja California,22010,664-531-2252,México,Registro Público de Baja California,2026-05-07T20:56:56.290136,OCQ252133ZL,51-200,Activo
Zona Norte Tecnología Maquiladora,Tecnología,1791 Paseo Centenario,Otay,Tijuana,Baja California,22195,664-178-8347,México,Registro Público de Baja California,2026-05-07T20:56:56.290145,URR561541QK,1-10,Activo
Caliente Servicios Industrial,Servicios,6683 Paseo Centenario,Otay,Tijuana,Baja California,22020,664-481-4303,México,Registro Público de Baja California,2026-05-07T20:56:56.290163,BDH866073JH,1-10,Activo
Baja California Turismo Industrial,Turismo,972 Revolución,Agua Caliente,Tijuana,Baja California,22091,664-766-2597,México,Registro Público de Baja California,2026-05-07T20:56:56.290175,NOA769458MT,200+,Activo
Baja California Pesquero Maquiladora,Pesquero,4302 Constitución,Río,Tijuana,Baja California,22154,664-237-7797,México,Registro Público de Baja California,2026-05-07T20:56:56.290182,VAZ118288JO,200+,Activo
Tijuana Servicios S. de R.L.,Servicios,792 Ermita,Otay,Tijuana,Baja California,22401,664-380-3129,México,Registro Público de Baja California,2026-05-07T20:56:56.290188,PGR637964XF,200+,Activo
Playas Logística Industrial,Logística,4587 Paseo Centenario,Cacho,Tijuana,Baja California,22262,664-560-2313,México,Registro Público de Baja California,2026-05-07T20:56:56.290196,MMS691875SX,200+,Activo
Playas Logística Corporativo,Logística,195 Agua Caliente,Río,Tijuana,Baja California,22419,664-654-5219,México,Registro Público de Baja California,2026-05-07T20:56:56.290202,YZC929945VM,51-200,Activo
Tijuana Turismo Corporativo,Turismo,1409 Lázaro Cárdenas,Agua Caliente,Tijuana,Baja California,22058,664-643-6741,México,Registro Público de Baja California,2026-05-07T20:56:56.290208,ZVS355066JH,51-200,Activo
Río Inmobiliaria S.A. de C.V.,Inmobiliaria,559 Blvd 2000,Cacho,Tijuana,Baja California,22294,664-517-6439,México,Registro Público de Baja California,2026-05-07T20:56:56.290214,VMV114642PQ,51-200,Activo
Baja California Inmobiliaria S. de R.L.,Inmobiliaria,281 Constitución,Soler,Tijuana,Baja California,22286,664-401-6460,México,Registro Público de Baja California,2026-05-07T20:56:56.290220,DZP261816HV,11-50,Activo
Baja California Turismo Corporativo,Turismo,4589 Misión,Playas,Tijuana,Baja California,22125,664-975-7980,México,Registro Público de Baja California,2026-05-07T20:56:56.290227,PEU903215ZJ,11-50,Activo
Agua Caliente Logística S. de R.L.,Logística,8166 Ortiz Rubio,Zona Centro,Tijuana,Baja California,22043,664-872-5320,México,Registro Público de Baja California,2026-05-07T20:56:56.290233,YRY281421YF,1-10,Activo
Zona Norte Tecnología Industrial,Tecnología,9164 Revolución,Cacho,Tijuana,Baja California,22102,664-666-5533,México,Registro Público de Baja California,2026-05-07T20:56:56.290242,HJN576075KA,200+,Activo
Río Inmobiliaria Corporativo,Inmobiliaria,4499 Blvd 2000,Soler,Tijuana,Baja California,22066,664-799-3016,México,Registro Público de Baja California,2026-05-07T20:56:56.290248,IWM873497KN,1-10,Activo
Agua Caliente Inmobiliaria S.A. de C.V.,Inmobiliaria,3897 Paseo Centenario,Agua Caliente,Tijuana,Baja California,22450,664-241-5579,México,Registro Público de Baja California,2026-05-07T20:56:56.290254,VFR557412PK,51-200,Activo
Zona Norte Maquiladora S. de R.L.,Maquiladora,1887 Paseo Centenario,Soler,Tijuana,Baja California,22139,664-955-2729,México,Registro Público de Baja California,2026-05-07T20:56:56.290260,WMG394370OH,200+,Activo
Baja California Maquiladora S. de R.L.,Maquiladora,7602 Constitución,Libertad,Tijuana,Baja California,22254,664-115-6957,México,Registro Público de Baja California,2026-05-07T20:56:56.290266,XTN145248YC,51-200,Activo
Playas Manufactura S.A. de C.V.,Manufactura,9642 Ermita,Zona Centro,Tijuana,Baja California,22489,664-177-5802,México,Registro Público de Baja California,2026-05-07T20:56:56.290273,OFU497873NV,11-50,Activo
Tijuanense Logística Industrial,Logística,3380 Constitución,Zona Centro,Tijuana,Baja California,22263,664-573-3905,México,Registro Público de Baja California,2026-05-07T20:56:56.290279,DTF119501DP,1-10,Activo
Playas Logística S.A. de C.V.,Logística,500 Blvd 2000,La Mesa,Tijuana,Baja California,22485,664-918-8547,México,Registro Público de Baja California,2026-05-07T20:56:56.290288,VJD369836XU,51-200,Activo
Nueva Logística Agrícola,Logística,1857 Melchor Ocampo,Centro,Mexicali,Baja California,21001,686-971-8789,México,Registro Público de Baja California,2026-05-07T20:56:56.290298,WSP736306ML,1-10,Activo
Mexicali Maquiladora Servicios,Maquiladora,432 Melchor Ocampo,Centro,Mexicali,Baja California,21116,686-736-7317,México,Registro Público de Baja California,2026-05-07T20:56:56.290309,DPA909463XO,51-200,Activo
Capital Inmobiliaria Industrial,Inmobiliaria,1975 Melchor Ocampo,Centro,Mexicali,Baja California,21116,686-105-6487,México,Registro Público de Baja California,2026-05-07T20:56:56.290320,PXC718840RA,200+,Activo
Nueva Manufactura S. de R.L.,Manufactura,447 Calzada,Centro,Mexicali,Baja California,21328,686-724-2619,México,Registro Público de Baja California,2026-05-07T20:56:56.290329,RDH432036VV,51-200,Activo
Mexicali Inmobiliaria S. de R.L.,Inmobiliaria,1171 Melchor Ocampo,Centro,Mexicali,Baja California,21019,686-737-1001,México,Registro Público de Baja California,2026-05-07T20:56:56.290336,RJQ787018SE,51-200,Activo
Cachanilla Logística S.A. de C.V.,Logística,349 Melchor Ocampo,Centro,Mexicali,Baja California,21147,686-693-7913,México,Registro Público de Baja California,2026-05-07T20:56:56.290342,DEF492176KY,1-10,Activo
Nueva Comercio S. de R.L.,Comercio,454 Melchor Ocampo,Centro,Mexicali,Baja California,21127,686-598-3795,México,Registro Público de Baja California,2026-05-07T20:56:56.290348,QYY210031WQ,51-200,Activo
Cachanilla Pesquero Servicios,Pesquero,1434 Justo Sierra,Centro,Mexicali,Baja California,21345,686-189-9181,México,Registro Público de Baja California,2026-05-07T20:56:56.290354,PJK599689SA,11-50,Activo
Cachanilla Servicios S. de R.L.,Servicios,1366 Justo Sierra,Centro,Mexicali,Baja California,21053,686-309-4418,México,Registro Público de Baja California,2026-05-07T20:56:56.290360,BCL879217XB,1-10,Activo
Capital Agroindustria Servicios,Agroindustria,1640 Reforma,Centro,Mexicali,Baja California,21348,686-131-2242,México,Registro Público de Baja California,2026-05-07T20:56:56.290366,BAL396660XM,200+,Activo
Mexicali Servicios S. de R.L.,Servicios,1858 Justo Sierra,Centro,Mexicali,Baja California,21312,686-462-2013,México,Registro Público de Baja California,2026-05-07T20:56:56.290371,KBX185353GY,1-10,Activo
Valle Comercio Servicios,Comercio,1975 Reforma,Centro,Mexicali,Baja California,21354,686-863-4029,México,Registro Público de Baja California,2026-05-07T20:56:56.290378,OSE424183JC,51-200,Activo
Cachanilla Tecnología S.A. de C.V.,Tecnología,201 Adolfo López Mateos,Centro,Mexicali,Baja California,21000,686-170-3956,México,Registro Público de Baja California,2026-05-07T20:56:56.290393,JJB114607JQ,200+,Activo
Mexicali Agroindustria Industrial,Agroindustria,227 Adolfo López Mateos,Centro,Mexicali,Baja California,21200,686-992-2523,México,Registro Público de Baja California,2026-05-07T20:56:56.290415,XPS614684MQ,200+,Activo
Valle Turismo Agrícola,Turismo,212 Melchor Ocampo,Centro,Mexicali,Baja California,21220,686-625-1139,México,Registro Público de Baja California,2026-05-07T20:56:56.290421,TDW499856QS,200+,Activo
Nueva Comercio S. de R.L.,Comercio,1326 Justo Sierra,Centro,Mexicali,Baja California,21010,686-433-8370,México,Registro Público de Baja California,2026-05-07T20:56:56.290430,MEN728122HA,11-50,Activo
Mexicali Inmobiliaria Industrial,Inmobiliaria,981 Adolfo López Mateos,Centro,Mexicali,Baja California,21009,686-743-6277,México,Registro Público de Baja California,2026-05-07T20:56:56.290435,TBG451461WB,1-10,Activo
Mexicali Logística Industrial,Logística,1535 Justo Sierra,Centro,Mexicali,Baja California,21083,686-992-7735,México,Registro Público de Baja California,2026-05-07T20:56:56.290441,ORU383098KR,51-200,Activo
Nueva Turismo Agrícola,Turismo,1306 Reforma,Centro,Mexicali,Baja California,21240,686-619-7513,México,Registro Público de Baja California,2026-05-07T20:56:56.290447,EOT560287EF,11-50,Activo
Capital Logística S. de R.L.,Logística,528 Reforma,Centro,Mexicali,Baja California,21040,686-511-2809,México,Registro Público de Baja California,2026-05-07T20:56:56.290453,QGV518641VG,1-10,Activo
Cachanilla Maquiladora Servicios,Maquiladora,1120 Reforma,Centro,Mexicali,Baja California,21352,686-703-1627,México,Registro Público de Baja California,2026-05-07T20:56:56.290459,OFQ408701EI,200+,Activo
Cachanilla Tecnología S. de R.L.,Tecnología,1802 Melchor Ocampo,Centro,Mexicali,Baja California,21001,686-101-8823,México,Registro Público de Baja California,2026-05-07T20:56:56.290465,PWK866429CL,1-10,Activo
Capital Comercio Servicios,Comercio,1355 Melchor Ocampo,Centro,Mexicali,Baja California,21335,686-564-1805,México,Registro Público de Baja California,2026-05-07T20:56:56.290474,VHE765289ZE,200+,Activo
Valle Servicios S.A. de C.V.,Servicios,422 Reforma,Centro,Mexicali,Baja California,21234,686-303-7161,México,Registro Público de Baja California,2026-05-07T20:56:56.290480,ETV236122DO,51-200,Activo
Capital Pesquero Agrícola,Pesquero,239 Melchor Ocampo,Centro,Mexicali,Baja California,21248,686-781-2659,México,Registro Público de Baja California,2026-05-07T20:56:56.290489,TAY920919BJ,51-200,Activo
Capital Maquiladora S. de R.L.,Maquiladora,766 Calzada,Centro,Mexicali,Baja California,21231,686-387-5381,México,Registro Público de Baja California,2026-05-07T20:56:56.290504,OFH948892DT,1-10,Activo
Capital Agroindustria Industrial,Agroindustria,108 Calzada,Centro,Mexicali,Baja California,21237,686-545-8106,México,Registro Público de Baja California,2026-05-07T20:56:56.290516,WLB596249CY,11-50,Activo
Mexicali Manufactura S. de R.L.,Manufactura,284 Justo Sierra,Centro,Mexicali,Baja California,21302,686-573-5025,México,Registro Público de Baja California,2026-05-07T20:56:56.290526,HAT395307WK,1-10,Activo
Valle Pesquero Servicios,Pesquero,1402 Melchor Ocampo,Centro,Mexicali,Baja California,21339,686-348-2992,México,Registro Público de Baja California,2026-05-07T20:56:56.290535,WMY810720UI,51-200,Activo
Valle Servicios S. de R.L.,Servicios,1990 Reforma,Centro,Mexicali,Baja California,21356,686-545-5647,México,Registro Público de Baja California,2026-05-07T20:56:56.290544,HYU633284DK,200+,Activo
Nueva Logística Servicios,Logística,575 Melchor Ocampo,Centro,Mexicali,Baja California,21255,686-688-8035,México,Registro Público de Baja California,2026-05-07T20:56:56.290558,ZTQ992706VP,1-10,Activo
Nueva Comercio Agrícola,Comercio,1288 Justo Sierra,Centro,Mexicali,Baja California,21078,686-794-1191,México,Registro Público de Baja California,2026-05-07T20:56:56.290580,FPR224944BS,11-50,Activo
Cachanilla Tecnología Agrícola,Tecnología,1735 Melchor Ocampo,Centro,Mexicali,Baja California,21094,686-119-5839,México,Registro Público de Baja California,2026-05-07T20:56:56.290595,HKW726483NE,200+,Activo
Capital Manufactura S.A. de C.V.,Manufactura,642 Adolfo López Mateos,Centro,Mexicali,Baja California,21280,686-821-9157,México,Registro Público de Baja California,2026-05-07T20:56:56.290605,HAN769367AR,200+,Activo
Mexicali Maquiladora Industrial,Maquiladora,443 Reforma,Centro,Mexicali,Baja California,21198,686-537-4987,México,Registro Público de Baja California,2026-05-07T20:56:56.290614,CES883290LG,11-50,Activo
Nueva Logística S.A. de C.V.,Logística,286 Adolfo López Mateos,Centro,Mexicali,Baja California,21273,686-417-5152,México,Registro Público de Baja California,2026-05-07T20:56:56.290620,RRZ246415FF,1-10,Activo
Valle Turismo S. de R.L.,Turismo,1614 Melchor Ocampo,Centro,Mexicali,Baja California,21292,686-926-8363,México,Registro Público de Baja California,2026-05-07T20:56:56.290626,XKX442719HL,51-200,Activo
Cachanilla Servicios Industrial,Servicios,425 Adolfo López Mateos,Centro,Mexicali,Baja California,21329,686-541-7762,México,Registro Público de Baja California,2026-05-07T20:56:56.290633,ZND113249DC,1-10,Activo
Valle Tecnología S.A. de C.V.,Tecnología,1258 Reforma,Centro,Mexicali,Baja California,21083,686-524-4740,México,Registro Público de Baja California,2026-05-07T20:56:56.290639,UWQ224919FR,200+,Activo
Valle Logística Industrial,Logística,1603 Melchor Ocampo,Centro,Mexicali,Baja California,21140,686-621-6937,México,Registro Público de Baja California,2026-05-07T20:56:56.290645,SGG755545KY,1-10,Activo
