business_name,category,address,city,province,postal_code,phone,country,source,date_scraped,naics_code,employee_count,status
Bow River Real Estate Resources,Real Estate,6913 Centre St SW,Calgary,Alberta,T3X 7Q7,403-522-6033,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184390,20147,51-200,Active
Bow River Construction Resources,Construction,2414 Centre St SW,Calgary,Alberta,T3X 2P2,403-439-9664,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184416,69653,51-200,Active
Prairie Financial Services Corp,Financial Services,6810 Crowchild St SW,Calgary,Alberta,T2X 1R3,403-778-8578,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184424,67628,1-10,Active
Bow River Construction Energy,Construction,1028 Centre St SW,Calgary,Alberta,T3X 6P6,403-767-6675,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184433,51027,200+,Active
Calgary Retail Inc,Retail,2888 17 Ave St SW,Calgary,Alberta,T2X 1E1,403-764-7894,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184441,98783,200+,Active
Bow River Technology Energy,Technology,3003 Crowchild St SW,Calgary,Alberta,T2X 6X8,403-390-5231,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184449,90070,200+,Active
Alberta Transportation Inc,Transportation,1911 Crowchild St SW,Calgary,Alberta,T3X 7J6,403-275-5413,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184456,55081,51-200,Active
Stampede Construction Corp,Construction,5770 Barlow St SW,Calgary,Alberta,T2X 2Z3,403-298-7700,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184464,91885,200+,Active
Calgary Retail Inc,Retail,6140 Crowchild St SW,Calgary,Alberta,T3X 1N9,403-797-4411,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184474,67808,51-200,Active
Prairie Oil & Gas Corp,Oil & Gas,8461 4 Ave St SW,Calgary,Alberta,T2X 8H7,403-422-5869,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184479,83100,11-50,Active
Prairie Financial Services Inc,Financial Services,4714 4 Ave St SW,Calgary,Alberta,T3X 7A6,403-685-3000,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184485,65467,200+,Active
Calgary Professional Services Inc,Professional Services,2570 Macleod St SW,Calgary,Alberta,T2X 2J4,403-480-2375,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184490,24461,11-50,Active
Calgary Healthcare Inc,Healthcare,591 Stephen St SW,Calgary,Alberta,T2X 4D3,403-909-6892,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184495,24194,200+,Active
Prairie Healthcare Resources,Healthcare,3440 17 Ave St SW,Calgary,Alberta,T3X 5Z9,403-318-5953,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184500,48923,11-50,Active
Prairie Transportation Resources,Transportation,561 4 Ave St SW,Calgary,Alberta,T2X 4Q9,403-568-4397,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184509,20856,200+,Active
Bow River Healthcare Corp,Healthcare,2627 Barlow St SW,Calgary,Alberta,T2X 8N6,403-421-9526,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184515,87520,200+,Active
Calgary Transportation Corp,Transportation,5744 Barlow St SW,Calgary,Alberta,T3X 6L1,403-670-9328,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184523,97436,200+,Active
Alberta Manufacturing Energy,Manufacturing,8374 Crowchild St SW,Calgary,Alberta,T3X 5J9,403-747-4266,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184529,96766,51-200,Active
Stampede Professional Services Inc,Professional Services,3736 Stephen St SW,Calgary,Alberta,T2X 2S1,403-953-6374,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184540,16309,11-50,Active
Prairie Energy Ltd,Energy,6665 Stephen St SW,Calgary,Alberta,T2X 1K4,403-956-9296,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184545,54885,11-50,Active
Prairie Oil & Gas Resources,Oil & Gas,7069 Macleod St SW,Calgary,Alberta,T3X 1A1,403-447-5825,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184550,91429,11-50,Active
Prairie Healthcare Ltd,Healthcare,6599 Macleod St SW,Calgary,Alberta,T3X 7I3,403-984-7204,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184555,55537,51-200,Active
Stampede Construction Energy,Construction,244 Stephen St SW,Calgary,Alberta,T2X 1B7,403-960-8851,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184560,12926,1-10,Active
Alberta Technology Services,Technology,2636 Barlow St SW,Calgary,Alberta,T2X 1I6,403-495-9584,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184565,92328,11-50,Active
Prairie Professional Services Ltd,Professional Services,3794 Crowchild St SW,Calgary,Alberta,T2X 9G1,403-989-3660,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184571,22273,51-200,Active
Stampede Retail Services,Retail,2159 Stephen St SW,Calgary,Alberta,T3X 8P4,403-393-9732,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184576,34618,1-10,Active
Bow River Construction Inc,Construction,6588 Macleod St SW,Calgary,Alberta,T3X 8U3,403-349-1992,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184581,55417,51-200,Active
Stampede Financial Services Resources,Financial Services,5879 17 Ave St SW,Calgary,Alberta,T3X 8E6,403-400-9994,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184586,16394,51-200,Active
Calgary Energy Resources,Energy,8732 17 Ave St SW,Calgary,Alberta,T2X 9S3,403-297-4889,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184595,36175,1-10,Active
Calgary Construction Inc,Construction,4389 Stephen St SW,Calgary,Alberta,T3X 9L5,403-551-8896,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184600,93129,51-200,Active
Bow River Manufacturing Inc,Manufacturing,8065 4 Ave St SW,Calgary,Alberta,T2X 3G1,403-251-7192,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184605,55843,200+,Active
Stampede Construction Ltd,Construction,936 Centre St SW,Calgary,Alberta,T2X 9K2,403-483-1852,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184611,91261,11-50,Active
Calgary Technology Corp,Technology,1133 Macleod St SW,Calgary,Alberta,T2X 6E9,403-338-1149,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184616,20630,1-10,Active
Stampede Manufacturing Services,Manufacturing,4951 Crowchild St SW,Calgary,Alberta,T3X 3X4,403-842-3351,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184621,27298,51-200,Active
Bow River Healthcare Corp,Healthcare,6112 4 Ave St SW,Calgary,Alberta,T3X 2S2,403-528-3188,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184626,55332,1-10,Active
Prairie Retail Ltd,Retail,798 4 Ave St SW,Calgary,Alberta,T2X 7V7,403-705-7027,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184631,39320,51-200,Active
Northlands Healthcare Services,Healthcare,8802 107 Ave Ave NW,Edmonton,Alberta,T6J 8V5,780-819-1477,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184641,44331,11-50,Active
Gateway Construction Group,Construction,1484 107 Ave Ave NW,Edmonton,Alberta,T6J 6U5,780-880-6415,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184649,87495,1-10,Active
River Valley Agriculture Inc,Agriculture,5075 Kingsway Ave NW,Edmonton,Alberta,T5J 8R5,780-417-7790,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184661,88567,11-50,Active
Northlands Transportation Services,Transportation,2073 Whyte Ave NW,Edmonton,Alberta,T5J 4X7,780-395-4340,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184666,29654,11-50,Active
Northlands Energy Ltd,Energy,9186 Jasper Ave NW,Edmonton,Alberta,T5J 1S8,780-434-5782,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184671,55136,200+,Active
Gateway Professional Services Ltd,Professional Services,2962 Whyte Ave NW,Edmonton,Alberta,T5J 3A2,780-830-8534,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184677,33466,1-10,Active
Edmonton Professional Services Corp,Professional Services,10791 Kingsway Ave NW,Edmonton,Alberta,T6J 2W9,780-427-2684,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184685,67782,200+,Active
Edmonton Real Estate Ltd,Real Estate,3982 Kingsway Ave NW,Edmonton,Alberta,T5J 6A4,780-299-5261,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184690,73415,1-10,Active
Capital Technology Services,Technology,12 Jasper Ave NW,Edmonton,Alberta,T5J 8H7,780-219-8111,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184695,92924,11-50,Active
Edmonton Financial Services Solutions,Financial Services,8346 107 Ave Ave NW,Edmonton,Alberta,T5J 2W9,780-550-4703,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184700,30327,11-50,Active
Capital Healthcare Services,Healthcare,4697 107 Ave Ave NW,Edmonton,Alberta,T5J 6B6,780-949-4029,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184705,19076,11-50,Active
Northlands Real Estate Ltd,Real Estate,2247 Calgary Trail Ave NW,Edmonton,Alberta,T6J 9B7,780-504-7379,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184710,90463,51-200,Active
River Valley Construction Group,Construction,8187 Whyte Ave NW,Edmonton,Alberta,T5J 3X4,780-674-9101,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184718,34219,200+,Active
Gateway Healthcare Corp,Healthcare,9347 107 Ave Ave NW,Edmonton,Alberta,T5J 4X3,780-395-4511,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184724,29808,11-50,Active
Edmonton Technology Services,Technology,12668 Calgary Trail Ave NW,Edmonton,Alberta,T6J 3B3,780-585-4128,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184729,98272,200+,Active
Northlands Energy Group,Energy,12160 107 Ave Ave NW,Edmonton,Alberta,T6J 3V4,780-781-2039,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184734,74579,1-10,Active
Edmonton Oil & Gas Group,Oil & Gas,12595 Calgary Trail Ave NW,Edmonton,Alberta,T5J 7N4,780-669-6761,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184739,68916,1-10,Active
Gateway Technology Corp,Technology,8941 Whyte Ave NW,Edmonton,Alberta,T5J 8T8,780-534-6171,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184744,91709,11-50,Active
Northlands Real Estate Services,Real Estate,5418 104 Ave Ave NW,Edmonton,Alberta,T5J 9T1,780-998-3978,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184749,76485,200+,Active
River Valley Oil & Gas Group,Oil & Gas,998 107 Ave Ave NW,Edmonton,Alberta,T6J 5O9,780-366-1385,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184754,88664,11-50,Active
Northlands Transportation Solutions,Transportation,4053 104 Ave Ave NW,Edmonton,Alberta,T5J 2Y5,780-851-7639,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184759,64143,1-10,Active
Northlands Healthcare Inc,Healthcare,11660 104 Ave Ave NW,Edmonton,Alberta,T5J 8B9,780-256-2337,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184764,38247,200+,Active
Gateway Healthcare Group,Healthcare,1556 104 Ave Ave NW,Edmonton,Alberta,T5J 3B4,780-571-9935,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184777,33604,200+,Active
Northlands Oil & Gas Group,Oil & Gas,909 104 Ave Ave NW,Edmonton,Alberta,T6J 7M3,780-540-5660,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184782,81182,1-10,Active
Edmonton Real Estate Services,Real Estate,12940 Jasper Ave NW,Edmonton,Alberta,T6J 4R8,780-439-3494,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184787,20053,1-10,Active
Gateway Oil & Gas Services,Oil & Gas,9284 Whyte Ave NW,Edmonton,Alberta,T5J 3D6,780-416-3440,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184795,55165,1-10,Active
Edmonton Real Estate Solutions,Real Estate,4652 Kingsway Ave NW,Edmonton,Alberta,T5J 9Y2,780-298-2873,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184800,34778,200+,Active
Capital Financial Services Services,Financial Services,432 Whyte Ave NW,Edmonton,Alberta,T5J 5A7,780-209-9351,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184805,12432,11-50,Active
Northlands Technology Inc,Technology,12456 Kingsway Ave NW,Edmonton,Alberta,T5J 8X1,780-739-6728,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184810,64514,51-200,Active
Northlands Construction Ltd,Construction,10762 107 Ave Ave NW,Edmonton,Alberta,T5J 4D7,780-483-8191,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184815,23279,200+,Active
Gateway Construction Group,Construction,12579 Whyte Ave NW,Edmonton,Alberta,T6J 1O9,780-306-9561,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184820,48245,51-200,Active
Capital Healthcare Ltd,Healthcare,6834 Whyte Ave NW,Edmonton,Alberta,T5J 4V7,780-367-8958,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184824,22843,1-10,Active
River Valley Real Estate Solutions,Real Estate,3102 Calgary Trail Ave NW,Edmonton,Alberta,T5J 6J4,780-949-1096,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184835,16549,51-200,Active
Northlands Financial Services Group,Financial Services,14253 Whyte Ave NW,Edmonton,Alberta,T6J 9X9,780-367-5355,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184840,37647,200+,Active
River Valley Professional Services Ltd,Professional Services,9712 Calgary Trail Ave NW,Edmonton,Alberta,T6J 2Y2,780-947-1891,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184845,44786,11-50,Active
Edmonton Oil & Gas Corp,Oil & Gas,4780 107 Ave Ave NW,Edmonton,Alberta,T6J 7B2,780-460-4596,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184850,27976,200+,Active
River Valley Oil & Gas Services,Oil & Gas,13647 Calgary Trail Ave NW,Edmonton,Alberta,T6J 9Q5,780-958-8281,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184855,70126,11-50,Active
Gateway Construction Services,Construction,1497 Kingsway Ave NW,Edmonton,Alberta,T5J 9H6,780-694-9974,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184860,89376,51-200,Active
Edmonton Professional Services Corp,Professional Services,12033 Jasper Ave NW,Edmonton,Alberta,T6J 3C4,780-476-6082,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184865,35938,1-10,Active
River Valley Retail Group,Retail,2814 Calgary Trail Ave NW,Edmonton,Alberta,T5J 7Y7,780-772-7840,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184870,47120,1-10,Active
Edmonton Healthcare Group,Healthcare,13058 Calgary Trail Ave NW,Edmonton,Alberta,T5J 5C9,780-889-4763,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184875,64441,1-10,Active
Gateway Professional Services Group,Professional Services,12971 Jasper Ave NW,Edmonton,Alberta,T5J 6X7,780-932-9329,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184880,80530,200+,Active
Gateway Agriculture Services,Agriculture,2391 Jasper Ave NW,Edmonton,Alberta,T6J 8D5,780-636-4495,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184888,51153,51-200,Active
River Valley Agriculture Solutions,Agriculture,7868 Jasper Ave NW,Edmonton,Alberta,T6J 2I4,780-970-9479,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184893,66311,200+,Active
River Valley Construction Inc,Construction,3253 Calgary Trail Ave NW,Edmonton,Alberta,T5J 3V8,780-298-8802,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184898,77707,1-10,Active
Edmonton Financial Services Services,Financial Services,10103 104 Ave Ave NW,Edmonton,Alberta,T5J 4R5,780-225-6344,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184905,81707,51-200,Active
Gateway Manufacturing Services,Manufacturing,12580 Kingsway Ave NW,Edmonton,Alberta,T6J 2X7,780-712-8275,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184910,85882,11-50,Active
Capital Real Estate Solutions,Real Estate,2045 104 Ave Ave NW,Edmonton,Alberta,T6J 9S1,780-972-3360,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184915,35775,1-10,Active
Capital Energy Solutions,Energy,3972 Kingsway Ave NW,Edmonton,Alberta,T6J 4X6,780-439-3613,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184919,16738,1-10,Active
Edmonton Professional Services Group,Professional Services,308 104 Ave Ave NW,Edmonton,Alberta,T5J 7Z2,780-738-4487,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184924,33480,51-200,Active
Edmonton Agriculture Ltd,Agriculture,13445 104 Ave Ave NW,Edmonton,Alberta,T6J 3E4,780-287-7843,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184929,63912,200+,Active
Gateway Retail Group,Retail,7158 Whyte Ave NW,Edmonton,Alberta,T5J 3H6,780-345-9365,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184934,20496,1-10,Active
Gateway Oil & Gas Corp,Oil & Gas,3488 Whyte Ave NW,Edmonton,Alberta,T6J 8S1,780-983-9439,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184941,52342,51-200,Active
Gateway Energy Group,Energy,1063 104 Ave Ave NW,Edmonton,Alberta,T5J 4Q9,780-571-9714,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184946,58424,200+,Active
Capital Real Estate Group,Real Estate,9710 107 Ave Ave NW,Edmonton,Alberta,T6J 3Y9,780-722-4678,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184952,29903,51-200,Active
Gateway Professional Services Group,Professional Services,7642 107 Ave Ave NW,Edmonton,Alberta,T5J 5Z3,780-923-8549,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184957,74944,1-10,Active
River Valley Professional Services Inc,Professional Services,14916 Whyte Ave NW,Edmonton,Alberta,T5J 6O3,780-365-4779,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184964,64169,11-50,Active
Edmonton Professional Services Solutions,Professional Services,8033 Kingsway Ave NW,Edmonton,Alberta,T5J 3Z5,780-930-1576,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184969,45431,200+,Active
River Valley Healthcare Solutions,Healthcare,545 Jasper Ave NW,Edmonton,Alberta,T6J 2M2,780-475-4496,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184974,64277,1-10,Active
Edmonton Manufacturing Inc,Manufacturing,7827 Calgary Trail Ave NW,Edmonton,Alberta,T6J 7H2,780-977-3860,Canada,Alberta Corporate Registry,2026-05-07T20:56:56.184978,36396,11-50,Active
