business_name,category,address,neighborhood,city,state,postal_code,phone,country,source,date_scraped,rfc,employee_count,status
Serdán Química Textil,Química,1882 16 de Septiembre,Centro,Puebla,Puebla,72622,222-635-2125,México,Registro Público de Puebla,2026-05-07T20:56:56.242036,HLG302283DQ,11-50,Activo
Puebla Tecnología S. de R.L.,Tecnología,259 Heroes,Xonaca,Puebla,Puebla,72074,222-939-1505,México,Registro Público de Puebla,2026-05-07T20:56:56.242046,MJZ593847HY,200+,Activo
Angelópolis Cerámica Industrial,Cerámica,1369 Orizaba,Xonaca,Puebla,Puebla,72533,222-524-9846,México,Registro Público de Puebla,2026-05-07T20:56:56.242061,XDJ128995NS,11-50,Activo
Volcano Química Automotriz,Química,341 Independencia,Amalucan,Puebla,Puebla,72450,222-293-7556,México,Registro Público de Puebla,2026-05-07T20:56:56.242070,SMT327233MH,11-50,Activo
Cholulteca Plásticos Automotriz,Plásticos,35 Allende,La Paz,Puebla,Puebla,72185,222-859-3544,México,Registro Público de Puebla,2026-05-07T20:56:56.242079,BHR304116NZ,51-200,Activo
Tlaxcalteca Alimentos Industrial,Alimentos,82 Reforma,San Andrés,Puebla,Puebla,72463,222-214-8007,México,Registro Público de Puebla,2026-05-07T20:56:56.242092,ZAM878957HZ,1-10,Activo
Puebla Plásticos Textil,Plásticos,63 5 de Mayo,Amalucan,Puebla,Puebla,72299,222-774-8689,México,Registro Público de Puebla,2026-05-07T20:56:56.242101,ODZ149167AY,1-10,Activo
Puebla Servicios Automotriz,Servicios,825 5 de Mayo,Amalucan,Puebla,Puebla,72602,222-165-5328,México,Registro Público de Puebla,2026-05-07T20:56:56.242111,DTH656010IB,1-10,Activo
Volcano Tecnología S. de R.L.,Tecnología,1636 5 de Mayo,Centro,Puebla,Puebla,72648,222-871-6148,México,Registro Público de Puebla,2026-05-07T20:56:56.242120,EHI300639OC,200+,Activo
Serdán Alimentos Textil,Alimentos,1200 Reforma,Cuautlancingo,Puebla,Puebla,72777,222-689-9934,México,Registro Público de Puebla,2026-05-07T20:56:56.242129,QGD822026QL,1-10,Activo
Tlaxcalteca Servicios Industrial,Servicios,40 16 de Septiembre,Amalucan,Puebla,Puebla,72002,222-672-7604,México,Registro Público de Puebla,2026-05-07T20:56:56.242138,WML598989IJ,1-10,Activo
Angelópolis Textiles Servicios,Textiles,1753 Hidalgo,Angelópolis,Puebla,Puebla,72486,222-887-9670,México,Registro Público de Puebla,2026-05-07T20:56:56.242149,RHA675819ZU,11-50,Activo
Cholulteca Tecnología S.A. de C.V.,Tecnología,430 5 de Mayo,Angelópolis,Puebla,Puebla,72574,222-816-2707,México,Registro Público de Puebla,2026-05-07T20:56:56.242163,WHL855959QX,51-200,Activo
Cholulteca Plásticos S. de R.L.,Plásticos,1356 Allende,La Margarita,Puebla,Puebla,72732,222-876-5500,México,Registro Público de Puebla,2026-05-07T20:56:56.242172,PDZ512419IR,11-50,Activo
Puebla Construcción Industrial,Construcción,178 Independencia,Cholula,Puebla,Puebla,72910,222-106-7581,México,Registro Público de Puebla,2026-05-07T20:56:56.242181,WAL328104QB,51-200,Activo
Serdán Cerámica S.A. de C.V.,Cerámica,591 16 de Septiembre,Cholula,Puebla,Puebla,72100,222-489-8944,México,Registro Público de Puebla,2026-05-07T20:56:56.242193,QEP211374YB,200+,Activo
Angelópolis Química Automotriz,Química,1770 Orizaba,Cholula,Puebla,Puebla,72243,222-411-6637,México,Registro Público de Puebla,2026-05-07T20:56:56.242203,OUU952542OO,1-10,Activo
Angelópolis Química Servicios,Química,1949 Heroes,San Andrés,Puebla,Puebla,72585,222-104-8728,México,Registro Público de Puebla,2026-05-07T20:56:56.242212,EUU535596FZ,11-50,Activo
Serdán Química S. de R.L.,Química,733 Orizaba,Centro,Puebla,Puebla,72633,222-294-7259,México,Registro Público de Puebla,2026-05-07T20:56:56.242224,BWP686411SC,51-200,Activo
Cholulteca Cerámica Textil,Cerámica,632 Reforma,La Paz,Puebla,Puebla,72110,222-590-8624,México,Registro Público de Puebla,2026-05-07T20:56:56.242233,EOV410400AJ,200+,Activo
Tlaxcalteca Química S. de R.L.,Química,1745 Orizaba,La Margarita,Puebla,Puebla,72001,222-752-1793,México,Registro Público de Puebla,2026-05-07T20:56:56.242242,YAF735795SM,1-10,Activo
Volcano Automotriz S.A. de C.V.,Automotriz,808 Hidalgo,San Martín,Puebla,Puebla,72611,222-107-7939,México,Registro Público de Puebla,2026-05-07T20:56:56.242251,KCH768073QR,11-50,Activo
Tlaxcalteca Tecnología Textil,Tecnología,1485 Allende,La Paz,Puebla,Puebla,72761,222-218-1973,México,Registro Público de Puebla,2026-05-07T20:56:56.242260,NQW168549JT,1-10,Activo
Angelópolis Comercio S.A. de C.V.,Comercio,764 Reforma,La Paz,Puebla,Puebla,72224,222-223-3108,México,Registro Público de Puebla,2026-05-07T20:56:56.242269,BNZ457620EM,51-200,Activo
Puebla Alimentos S. de R.L.,Alimentos,1579 Heroes,Cuautlancingo,Puebla,Puebla,72944,222-343-3544,México,Registro Público de Puebla,2026-05-07T20:56:56.242279,RJN697007RP,200+,Activo
Angelópolis Textiles S. de R.L.,Textiles,1929 5 de Mayo,Angelópolis,Puebla,Puebla,72771,222-645-8796,México,Registro Público de Puebla,2026-05-07T20:56:56.242291,YGJ393987ZC,200+,Activo
Cholulteca Servicios Servicios,Servicios,1422 5 de Mayo,La Margarita,Puebla,Puebla,72248,222-418-7290,México,Registro Público de Puebla,2026-05-07T20:56:56.242300,NIM560852SQ,51-200,Activo
Cholulteca Tecnología Servicios,Tecnología,905 Reforma,Cholula,Puebla,Puebla,72003,222-329-3725,México,Registro Público de Puebla,2026-05-07T20:56:56.242312,AFG197429GB,1-10,Activo
Cholulteca Alimentos S.A. de C.V.,Alimentos,1665 16 de Septiembre,La Paz,Puebla,Puebla,72335,222-970-4685,México,Registro Público de Puebla,2026-05-07T20:56:56.242321,QNL845895YL,51-200,Activo
Volcano Cerámica S.A. de C.V.,Cerámica,1681 Juárez,Cholula,Puebla,Puebla,72218,222-790-1683,México,Registro Público de Puebla,2026-05-07T20:56:56.242330,IGR122189BS,11-50,Activo
Angelópolis Servicios Textil,Servicios,1728 Allende,La Margarita,Puebla,Puebla,72425,222-966-1151,México,Registro Público de Puebla,2026-05-07T20:56:56.242339,VGI877078PL,200+,Activo
Tlaxcalteca Alimentos S. de R.L.,Alimentos,1139 Independencia,Centro,Puebla,Puebla,72305,222-859-8884,México,Registro Público de Puebla,2026-05-07T20:56:56.242347,SJB316711AV,51-200,Activo
Volcano Tecnología Automotriz,Tecnología,1312 16 de Septiembre,La Paz,Puebla,Puebla,72687,222-611-9718,México,Registro Público de Puebla,2026-05-07T20:56:56.242353,BAC634065XC,200+,Activo
Volcano Química Textil,Química,715 Morelos,Cuautlancingo,Puebla,Puebla,72829,222-160-8519,México,Registro Público de Puebla,2026-05-07T20:56:56.242360,BZC564226BT,11-50,Activo
Tlaxcalteca Química Textil,Química,365 Heroes,Centro,Puebla,Puebla,72513,222-233-9850,México,Registro Público de Puebla,2026-05-07T20:56:56.242369,IXX844898GE,200+,Activo
Angelópolis Comercio Textil,Comercio,925 16 de Septiembre,La Paz,Puebla,Puebla,72452,222-322-8606,México,Registro Público de Puebla,2026-05-07T20:56:56.242378,WIP422808FH,11-50,Activo
Cholulteca Construcción Automotriz,Construcción,1662 Hidalgo,Amalucan,Puebla,Puebla,72959,222-733-8439,México,Registro Público de Puebla,2026-05-07T20:56:56.242385,OZZ871983YH,11-50,Activo
Serdán Construcción Industrial,Construcción,213 16 de Septiembre,La Margarita,Puebla,Puebla,72661,222-730-3946,México,Registro Público de Puebla,2026-05-07T20:56:56.242394,UPL819568AE,51-200,Activo
Serdán Cerámica S. de R.L.,Cerámica,457 Independencia,Amalucan,Puebla,Puebla,72666,222-655-7398,México,Registro Público de Puebla,2026-05-07T20:56:56.242436,SIA808902DP,1-10,Activo
Tlaxcalteca Textiles Automotriz,Textiles,1563 Juárez,San Martín,Puebla,Puebla,72740,222-142-4626,México,Registro Público de Puebla,2026-05-07T20:56:56.242443,FCA265964MO,1-10,Activo
Tlaxcalteca Alimentos Industrial,Alimentos,761 Allende,Amalucan,Puebla,Puebla,72904,222-813-3370,México,Registro Público de Puebla,2026-05-07T20:56:56.242450,RJC662474BM,51-200,Activo
Cholulteca Servicios Industrial,Servicios,237 16 de Septiembre,La Margarita,Puebla,Puebla,72053,222-134-4637,México,Registro Público de Puebla,2026-05-07T20:56:56.242455,IWG125156OK,51-200,Activo
Puebla Plásticos Industrial,Plásticos,646 Orizaba,La Margarita,Puebla,Puebla,72542,222-346-2956,México,Registro Público de Puebla,2026-05-07T20:56:56.242461,HTO233688SD,51-200,Activo
Tlaxcalteca Comercio S. de R.L.,Comercio,492 5 de Mayo,Cholula,Puebla,Puebla,72115,222-563-1857,México,Registro Público de Puebla,2026-05-07T20:56:56.242467,VRE759186LC,11-50,Activo
Cholulteca Tecnología S. de R.L.,Tecnología,1625 5 de Mayo,San Andrés,Puebla,Puebla,72514,222-393-6802,México,Registro Público de Puebla,2026-05-07T20:56:56.242473,BKV673195WP,51-200,Activo
Volcano Servicios Servicios,Servicios,1894 Morelos,San Andrés,Puebla,Puebla,72849,222-844-1099,México,Registro Público de Puebla,2026-05-07T20:56:56.242482,GQH419767TN,11-50,Activo
Serdán Cerámica S.A. de C.V.,Cerámica,735 Morelos,Cholula,Puebla,Puebla,72702,222-913-8777,México,Registro Público de Puebla,2026-05-07T20:56:56.242488,CJL105302BZ,1-10,Activo
Volcano Construcción Textil,Construcción,507 Hidalgo,Xonaca,Puebla,Puebla,72815,222-827-5390,México,Registro Público de Puebla,2026-05-07T20:56:56.242494,RIG943903WT,11-50,Activo
Puebla Textiles Textil,Textiles,1609 5 de Mayo,San Martín,Puebla,Puebla,72301,222-511-8454,México,Registro Público de Puebla,2026-05-07T20:56:56.242508,QOZ529243GX,51-200,Activo
Volcano Comercio S. de R.L.,Comercio,1772 Juárez,La Margarita,Puebla,Puebla,72500,222-383-1123,México,Registro Público de Puebla,2026-05-07T20:56:56.242522,QCE170924WY,200+,Activo
Angelópolis Servicios Textil,Servicios,1366 5 de Mayo,Amalucan,Puebla,Puebla,72935,222-903-8631,México,Registro Público de Puebla,2026-05-07T20:56:56.242538,CBZ398534TC,1-10,Activo
Serdán Textiles S.A. de C.V.,Textiles,255 Hidalgo,La Margarita,Puebla,Puebla,72857,222-705-4383,México,Registro Público de Puebla,2026-05-07T20:56:56.242548,ZVC147098NR,1-10,Activo
Serdán Cerámica Automotriz,Cerámica,517 Juárez,La Margarita,Puebla,Puebla,72486,222-970-1083,México,Registro Público de Puebla,2026-05-07T20:56:56.242558,JBL131739LR,11-50,Activo
Cholulteca Textiles Textil,Textiles,573 Juárez,La Paz,Puebla,Puebla,72853,222-288-3763,México,Registro Público de Puebla,2026-05-07T20:56:56.242564,MJI759243PY,1-10,Activo
Cholulteca Automotriz Servicios,Automotriz,1504 Allende,La Margarita,Puebla,Puebla,72551,222-352-1032,México,Registro Público de Puebla,2026-05-07T20:56:56.242570,KDH649844GN,51-200,Activo
Cholulteca Plásticos Textil,Plásticos,1546 Allende,Xonaca,Puebla,Puebla,72588,222-758-4744,México,Registro Público de Puebla,2026-05-07T20:56:56.242584,QTJ954123YP,51-200,Activo
Serdán Cerámica S. de R.L.,Cerámica,544 Independencia,La Paz,Puebla,Puebla,72327,222-823-7963,México,Registro Público de Puebla,2026-05-07T20:56:56.242590,OOH825798OC,200+,Activo
Puebla Servicios S. de R.L.,Servicios,1034 Heroes,Xonaca,Puebla,Puebla,72421,222-491-3881,México,Registro Público de Puebla,2026-05-07T20:56:56.242596,WKE959379NV,200+,Activo
Cholulteca Construcción Textil,Construcción,1455 Orizaba,Angelópolis,Puebla,Puebla,72870,222-268-4617,México,Registro Público de Puebla,2026-05-07T20:56:56.242602,JPO840287DX,1-10,Activo
Cholulteca Servicios Industrial,Servicios,1182 Reforma,Cholula,Puebla,Puebla,72161,222-901-6307,México,Registro Público de Puebla,2026-05-07T20:56:56.242608,BKY593441ZV,200+,Activo
Angelópolis Comercio Textil,Comercio,965 5 de Mayo,Xonaca,Puebla,Puebla,72224,222-722-7454,México,Registro Público de Puebla,2026-05-07T20:56:56.242618,WDL849368YP,11-50,Activo
Puebla Cerámica Automotriz,Cerámica,1948 Morelos,San Martín,Puebla,Puebla,72572,222-127-3972,México,Registro Público de Puebla,2026-05-07T20:56:56.242627,DKQ545702ZG,11-50,Activo
Angelópolis Automotriz S.A. de C.V.,Automotriz,1943 Allende,Angelópolis,Puebla,Puebla,72203,222-566-8453,México,Registro Público de Puebla,2026-05-07T20:56:56.242637,MNO352840GK,1-10,Activo
Volcano Plásticos S.A. de C.V.,Plásticos,1982 16 de Septiembre,Cholula,Puebla,Puebla,72021,222-871-9985,México,Registro Público de Puebla,2026-05-07T20:56:56.242645,LUQ895929CJ,200+,Activo
Puebla Alimentos Textil,Alimentos,1067 Juárez,La Margarita,Puebla,Puebla,72596,222-235-1971,México,Registro Público de Puebla,2026-05-07T20:56:56.242653,GRE629050CD,200+,Activo
Volcano Cerámica Automotriz,Cerámica,212 Hidalgo,La Paz,Puebla,Puebla,72068,222-818-8202,México,Registro Público de Puebla,2026-05-07T20:56:56.242666,SWI555061UF,11-50,Activo
Serdán Plásticos Automotriz,Plásticos,1113 Orizaba,Amalucan,Puebla,Puebla,72936,222-399-3821,México,Registro Público de Puebla,2026-05-07T20:56:56.242682,PIE408960OX,51-200,Activo
Puebla Servicios Automotriz,Servicios,24 Reforma,San Martín,Puebla,Puebla,72057,222-973-9055,México,Registro Público de Puebla,2026-05-07T20:56:56.242698,LKJ398067RQ,11-50,Activo
Volcano Automotriz Textil,Automotriz,339 Allende,Xonaca,Puebla,Puebla,72759,222-419-5865,México,Registro Público de Puebla,2026-05-07T20:56:56.242709,DZI798061WS,11-50,Activo
Tlaxcalteca Textiles S.A. de C.V.,Textiles,530 5 de Mayo,Angelópolis,Puebla,Puebla,72026,222-620-3031,México,Registro Público de Puebla,2026-05-07T20:56:56.242725,LQP958097XR,11-50,Activo
Serdán Química S.A. de C.V.,Química,542 5 de Mayo,Centro,Puebla,Puebla,72728,222-144-9098,México,Registro Público de Puebla,2026-05-07T20:56:56.242734,YIN104024ZX,1-10,Activo
Cholulteca Textiles S. de R.L.,Textiles,8 Juárez,Amalucan,Puebla,Puebla,72736,222-201-6371,México,Registro Público de Puebla,2026-05-07T20:56:56.242743,SRQ869476YP,200+,Activo
Serdán Tecnología S.A. de C.V.,Tecnología,1034 Morelos,Cuautlancingo,Puebla,Puebla,72082,222-140-3050,México,Registro Público de Puebla,2026-05-07T20:56:56.242752,GOB647060JW,200+,Activo
Angelópolis Plásticos Automotriz,Plásticos,982 Independencia,Centro,Puebla,Puebla,72761,222-103-6380,México,Registro Público de Puebla,2026-05-07T20:56:56.242761,OXY682249SA,51-200,Activo
Cholulteca Plásticos Automotriz,Plásticos,1394 Allende,San Martín,Puebla,Puebla,72286,222-637-4881,México,Registro Público de Puebla,2026-05-07T20:56:56.242770,SXT412602RP,11-50,Activo
Puebla Textiles S.A. de C.V.,Textiles,1527 Independencia,La Paz,Puebla,Puebla,72913,222-692-5771,México,Registro Público de Puebla,2026-05-07T20:56:56.242782,HAW733404FG,51-200,Activo
Cholulteca Servicios Automotriz,Servicios,832 Hidalgo,La Margarita,Puebla,Puebla,72235,222-385-5617,México,Registro Público de Puebla,2026-05-07T20:56:56.242793,EOF192593QG,11-50,Activo
Cholulteca Química S.A. de C.V.,Química,1992 Reforma,San Martín,Puebla,Puebla,72143,222-405-9479,México,Registro Público de Puebla,2026-05-07T20:56:56.242802,NFG194455EB,11-50,Activo
Cholulteca Construcción Industrial,Construcción,27 Heroes,San Martín,Puebla,Puebla,72850,222-390-8699,México,Registro Público de Puebla,2026-05-07T20:56:56.242812,LND948686SZ,200+,Activo
Tlaxcalteca Construcción Textil,Construcción,942 Reforma,Xonaca,Puebla,Puebla,72648,222-857-2284,México,Registro Público de Puebla,2026-05-07T20:56:56.242821,XAE339987UM,11-50,Activo
Volcano Cerámica Textil,Cerámica,1431 Orizaba,Angelópolis,Puebla,Puebla,72557,222-463-1582,México,Registro Público de Puebla,2026-05-07T20:56:56.242829,IBA520413RS,200+,Activo
Volcano Servicios Industrial,Servicios,1562 Morelos,Cholula,Puebla,Puebla,72751,222-607-9555,México,Registro Público de Puebla,2026-05-07T20:56:56.242838,TAB303157BC,200+,Activo
Angelópolis Química S.A. de C.V.,Química,742 Hidalgo,San Andrés,Puebla,Puebla,72520,222-386-1964,México,Registro Público de Puebla,2026-05-07T20:56:56.242847,BEV843233LT,200+,Activo
Tlaxcalteca Construcción S.A. de C.V.,Construcción,793 Heroes,La Paz,Puebla,Puebla,72064,222-745-5516,México,Registro Público de Puebla,2026-05-07T20:56:56.242860,PTH155549GQ,1-10,Activo
Tlaxcalteca Textiles Industrial,Textiles,271 Heroes,Amalucan,Puebla,Puebla,72387,222-109-4466,México,Registro Público de Puebla,2026-05-07T20:56:56.242868,VUW370442PS,1-10,Activo
Angelópolis Comercio Industrial,Comercio,589 Juárez,Centro,Puebla,Puebla,72350,222-905-5331,México,Registro Público de Puebla,2026-05-07T20:56:56.242883,RQF213897VR,51-200,Activo
Serdán Automotriz Automotriz,Automotriz,1106 Hidalgo,Xonaca,Puebla,Puebla,72714,222-871-6074,México,Registro Público de Puebla,2026-05-07T20:56:56.242892,LBY794732MK,200+,Activo
Volcano Plásticos S.A. de C.V.,Plásticos,106 Morelos,Centro,Puebla,Puebla,72729,222-269-5871,México,Registro Público de Puebla,2026-05-07T20:56:56.242901,SZU922995CF,200+,Activo
Volcano Textiles Servicios,Textiles,1013 Reforma,La Margarita,Puebla,Puebla,72675,222-756-6107,México,Registro Público de Puebla,2026-05-07T20:56:56.242910,BGG505042RZ,200+,Activo
Cholulteca Automotriz S. de R.L.,Automotriz,1689 Juárez,La Margarita,Puebla,Puebla,72875,222-326-8491,México,Registro Público de Puebla,2026-05-07T20:56:56.242918,RHI837580PD,1-10,Activo
Volcano Química Servicios,Química,1140 Reforma,Cholula,Puebla,Puebla,72594,222-453-6411,México,Registro Público de Puebla,2026-05-07T20:56:56.242927,GNG786058EZ,11-50,Activo
Tlaxcalteca Construcción Automotriz,Construcción,1522 16 de Septiembre,Cholula,Puebla,Puebla,72415,222-211-9279,México,Registro Público de Puebla,2026-05-07T20:56:56.242936,IOL953374HS,11-50,Activo
Angelópolis Plásticos Textil,Plásticos,527 16 de Septiembre,La Margarita,Puebla,Puebla,72646,222-904-5369,México,Registro Público de Puebla,2026-05-07T20:56:56.242945,WRC870549QO,200+,Activo
