business_name,category,address,city,province,postal_code,phone,country,source,date_scraped,naics_code,employee_count,status
Tidal Professional Services Services,Professional Services,1843 Main Ave,Moncton,New Brunswick,E1C 4P7,506-799-9722,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201865,48166,200+,Active
Acadian Retail Services,Retail,1290 Mountain Ave,Moncton,New Brunswick,E1C 7B9,506-666-9441,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201872,83008,200+,Active
Saint John Energy Corp,Energy,1319 Water St,Saint John,New Brunswick,E2L 1K6,506-710-4525,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201884,35808,51-200,Active
Fundy IT Services Inc,IT Services,1119 Union St,Saint John,New Brunswick,E2L 2Q2,506-488-3351,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201893,32250,200+,Active
Fundy Manufacturing Enterprises,Manufacturing,19 King St,Saint John,New Brunswick,E2L 4Y4,506-921-8442,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201904,45298,1-10,Active
Port City Fishing Services,Fishing,1342 Prince William St,Saint John,New Brunswick,E2L 7I2,506-514-2741,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201912,40643,11-50,Active
Saint John Forestry Inc,Forestry,1393 Prince William St,Saint John,New Brunswick,E2L 4L7,506-892-8855,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201919,89424,1-10,Active
Fundy Tourism Corp,Tourism,1243 Water St,Saint John,New Brunswick,E2L 9I1,506-250-6843,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201927,63443,200+,Active
Fundy Forestry Enterprises,Forestry,658 Germain St,Saint John,New Brunswick,E2L 7V4,506-629-3104,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201939,62684,51-200,Active
Port City Retail Inc,Retail,1557 Water St,Saint John,New Brunswick,E2L 9D1,506-513-4151,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201947,26490,200+,Active
Fundy Construction Ltd,Construction,824 Water St,Saint John,New Brunswick,E2L 6K9,506-902-2864,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201955,18323,11-50,Active
Fundy Construction Services,Construction,1150 Water St,Saint John,New Brunswick,E2L 6P8,506-387-8565,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201962,16697,200+,Active
Fundy IT Services Enterprises,IT Services,1880 Union St,Saint John,New Brunswick,E2L 1N9,506-636-4918,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201969,20673,1-10,Active
Bay Forestry Ltd,Forestry,625 Prince William St,Saint John,New Brunswick,E2L 7O6,506-501-3625,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201977,90573,200+,Active
Port City Forestry Enterprises,Forestry,1421 Water St,Saint John,New Brunswick,E2L 3K7,506-905-6559,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201987,36429,1-10,Active
Fundy Energy Inc,Energy,1951 Union St,Saint John,New Brunswick,E2L 9M8,506-409-2062,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.201995,98308,51-200,Active
Saint John Manufacturing Services,Manufacturing,546 Germain St,Saint John,New Brunswick,E2L 9F9,506-674-7891,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202012,72805,1-10,Active
Port City Professional Services Enterprises,Professional Services,1773 Union St,Saint John,New Brunswick,E2L 2C7,506-311-7066,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202021,48522,200+,Active
Fundy Professional Services Ltd,Professional Services,1169 Germain St,Saint John,New Brunswick,E2L 5D7,506-206-5420,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202029,65152,1-10,Active
Saint John Energy Ltd,Energy,599 Germain St,Saint John,New Brunswick,E2L 7K1,506-458-6027,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202037,31545,1-10,Active
Saint John IT Services Inc,IT Services,954 Water St,Saint John,New Brunswick,E2L 3E1,506-723-8684,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202045,25478,200+,Active
Fundy Construction Ltd,Construction,1528 Water St,Saint John,New Brunswick,E2L 2H1,506-283-4411,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202052,52117,51-200,Active
Saint John Fishing Inc,Fishing,1643 Germain St,Saint John,New Brunswick,E2L 1P5,506-639-8613,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202060,36022,11-50,Active
Saint John Fishing Ltd,Fishing,1174 Water St,Saint John,New Brunswick,E2L 5M6,506-976-2282,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202067,53337,11-50,Active
Bay Retail Services,Retail,1011 King St,Saint John,New Brunswick,E2L 7J9,506-606-7130,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202082,58776,11-50,Active
Bay Tourism Inc,Tourism,519 Union St,Saint John,New Brunswick,E2L 2A9,506-947-8455,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202089,30786,200+,Active
Bay Forestry Corp,Forestry,1640 Water St,Saint John,New Brunswick,E2L 7P1,506-476-6826,Canada,Service New Brunswick Corporate Registry,2026-05-07T20:56:56.202100,85611,1-10,Active
