business_name,category,address,neighborhood,city,state,postal_code,phone,country,source,date_scraped,rfc,employee_count,status
Metropolitano Manufactura A.C.,Manufactura,270 Medellín,Roma Norte,Ciudad de México,Ciudad de México,01414,55-3460-3147,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.142943,NZX406554XY,200+,Activo
Distrito Construcción S.C.,Construcción,126 Insurgentes,Cuauhtémoc,Ciudad de México,Ciudad de México,01692,55-5265-3833,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.142954,OPN390575CW,1-10,Activo
Reforma Comercio S. de R.L.,Comercio,23 Reforma,Del Valle,Ciudad de México,Ciudad de México,01069,55-1951-7955,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.142968,WHX203437UQ,51-200,Activo
Salud Metropolitano 299,Salud,169 Amsterdam,Cuauhtémoc,Ciudad de México,Ciudad de México,01317,55-6507-6912,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.142979,CJQ216124HE,200+,Activo
Condesa Finanzas Soluciones,Finanzas,158 Insurgentes,Condesa,Ciudad de México,Ciudad de México,01198,55-7353-9645,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.142989,XTX618263HH,1-10,Activo
Polanco Salud A.C.,Salud,19 Álvaro Obregón,Cuauhtémoc,Ciudad de México,Ciudad de México,01037,55-9327-7986,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143010,YSQ506110GW,11-50,Activo
Salud Zócalo 270,Salud,101 Álvaro Obregón,Juárez,Ciudad de México,Ciudad de México,01577,55-1301-6463,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143021,MOQ350886JX,1-10,Activo
Educación Capital 267,Educación,299 Amsterdam,Santa Fe,Ciudad de México,Ciudad de México,01635,55-8834-7338,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143032,QUI115057BB,51-200,Activo
Salud Capital 755,Salud,207 Orizaba,Condesa,Ciudad de México,Ciudad de México,01108,55-2030-1317,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143043,HVL977219HR,200+,Activo
Reforma Tecnología Corporativo,Tecnología,210 Madero,Polanco,Ciudad de México,Ciudad de México,01067,55-7931-6863,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143054,AST292992ME,51-200,Activo
Chilango Salud Grupo,Salud,29 Insurgentes,Condesa,Ciudad de México,Ciudad de México,01094,55-6036-1964,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143065,MXH986587QR,11-50,Activo
Entretenimiento Zócalo 380,Entretenimiento,255 Durango,Coyoacán,Ciudad de México,Ciudad de México,01100,55-5800-4124,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143076,ELX915022JO,200+,Activo
Distrito Educación Grupo,Educación,8 Insurgentes,Centro,Ciudad de México,Ciudad de México,01037,55-6971-6100,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143090,IDF343688JY,11-50,Activo
Condesa Salud S.A.P.I. de C.V.,Salud,153 Amsterdam,Condesa,Ciudad de México,Ciudad de México,01695,55-6195-7600,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143105,HES935474LA,1-10,Activo
Capital Transporte S. de R.L.,Transporte,111 Insurgentes,Roma Norte,Ciudad de México,Ciudad de México,01385,55-5717-4625,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143116,OOR339673HF,200+,Activo
Metropolitano Transporte S.A.P.I. de C.V.,Transporte,283 Amsterdam,Coyoacán,Ciudad de México,Ciudad de México,01655,55-8233-2298,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143126,VYP447788AH,51-200,Activo
Capital Construcción A.C.,Construcción,240 Álvaro Obregón,Nápoles,Ciudad de México,Ciudad de México,01130,55-9732-4078,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143137,HIO878148OC,1-10,Activo
Reforma Finanzas S.C.,Finanzas,78 Álvaro Obregón,Del Valle,Ciudad de México,Ciudad de México,01540,55-2084-8408,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143148,OUH360181JN,11-50,Activo
Educación Reforma 830,Educación,245 Reforma,Coyoacán,Ciudad de México,Ciudad de México,01247,55-2072-2456,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143163,VZW439090HX,200+,Activo
Capital Salud S. de R.L.,Salud,196 Álvaro Obregón,Cuauhtémoc,Ciudad de México,Ciudad de México,01021,55-8021-5778,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143174,KWK693603SO,200+,Activo
Construcción Chilango 592,Construcción,218 Reforma,Centro,Ciudad de México,Ciudad de México,01214,55-6329-8750,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143185,RQU976301VD,51-200,Activo
Reforma Turismo S.A.P.I. de C.V.,Turismo,141 Amsterdam,Coyoacán,Ciudad de México,Ciudad de México,01565,55-9326-2410,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143195,VPL745371QK,200+,Activo
Polanco Manufactura Servicios,Manufactura,168 Álvaro Obregón,Condesa,Ciudad de México,Ciudad de México,01601,55-1421-3204,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143209,CAX982990ZP,11-50,Activo
Condesa Manufactura A.C.,Manufactura,168 Masaryk,Centro,Ciudad de México,Ciudad de México,01262,55-2066-1505,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143227,IBW463754JN,11-50,Activo
Transporte Reforma 912,Transporte,271 Insurgentes,Nápoles,Ciudad de México,Ciudad de México,01074,55-5327-3593,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143236,OQK226535QW,51-200,Activo
Capital Finanzas S. de R.L.,Finanzas,80 Amsterdam,Del Valle,Ciudad de México,Ciudad de México,01272,55-5411-5341,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143245,LOV571848WO,200+,Activo
Restaurantes Roma 811,Restaurantes,137 Masaryk,Juárez,Ciudad de México,Ciudad de México,01093,55-1333-8703,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143253,OIN782676JN,51-200,Activo
Metropolitano Servicios Profesionales A.C.,Servicios Profesionales,190 Durango,Santa Fe,Ciudad de México,Ciudad de México,01185,55-8984-2749,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143266,MSZ965871IE,11-50,Activo
Reforma Manufactura A.C.,Manufactura,249 Reforma,Santa Fe,Ciudad de México,Ciudad de México,01427,55-3735-3361,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143276,NQP743427JO,11-50,Activo
Zócalo Finanzas S. de R.L.,Finanzas,149 Insurgentes,Del Valle,Ciudad de México,Ciudad de México,01607,55-8507-7487,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143287,XRH303235YY,11-50,Activo
Zócalo Construcción S. de R.L.,Construcción,26 Reforma,Condesa,Ciudad de México,Ciudad de México,01025,55-9854-3923,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143300,WIE704767RX,1-10,Activo
Capital Transporte S.A. de C.V.,Transporte,211 Orizaba,Santa Fe,Ciudad de México,Ciudad de México,01248,55-5337-2139,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143310,IPB688194SS,11-50,Activo
Ciudad de México Servicios Profesionales Servicios,Servicios Profesionales,1 Puebla,Polanco,Ciudad de México,Ciudad de México,01027,55-4761-1838,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143325,YPV584003AP,51-200,Activo
Polanco Restaurantes S.A.P.I. de C.V.,Restaurantes,25 Durango,Santa Fe,Ciudad de México,Ciudad de México,01000,55-8684-6964,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143335,RUD157622UR,11-50,Activo
Condesa Finanzas Corporativo,Finanzas,115 Amsterdam,Cuauhtémoc,Ciudad de México,Ciudad de México,01547,55-2235-8214,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143346,OIO402867VZ,11-50,Activo
Comercio Polanco 266,Comercio,88 Medellín,Roma Norte,Ciudad de México,Ciudad de México,01090,55-7636-6912,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143356,MWB562749KD,1-10,Activo
Servicios Profesionales Reforma 319,Servicios Profesionales,152 Masaryk,Polanco,Ciudad de México,Ciudad de México,01341,55-1038-9420,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143367,UFO738345TJ,200+,Activo
Ciudad de México Finanzas S.A. de C.V.,Finanzas,143 Álvaro Obregón,Juárez,Ciudad de México,Ciudad de México,01030,55-6714-6556,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143377,OEW778434HC,200+,Activo
Restaurantes Polanco 279,Restaurantes,282 Amsterdam,Coyoacán,Ciudad de México,Ciudad de México,01060,55-6898-4359,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143389,MEY473508AE,200+,Activo
Turismo Distrito 556,Turismo,228 Durango,Centro,Ciudad de México,Ciudad de México,01383,55-1300-8938,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143414,KAU455987EQ,51-200,Activo
Chilango Educación S.C.,Educación,104 Álvaro Obregón,Roma Norte,Ciudad de México,Ciudad de México,01374,55-7959-5192,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143426,BXS128475YL,51-200,Activo
Distrito Entretenimiento Servicios,Entretenimiento,175 Amsterdam,Del Valle,Ciudad de México,Ciudad de México,01659,55-9176-3534,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143436,KUO732422AW,11-50,Activo
Distrito Salud S.A.P.I. de C.V.,Salud,32 Insurgentes,Cuauhtémoc,Ciudad de México,Ciudad de México,01233,55-3208-1880,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143451,JVD614493VZ,200+,Activo
Educación Distrito 811,Educación,224 Orizaba,Juárez,Ciudad de México,Ciudad de México,01139,55-9733-4283,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143462,KOH853839BT,1-10,Activo
Restaurantes Ciudad de México 605,Restaurantes,9 Madero,Del Valle,Ciudad de México,Ciudad de México,01315,55-6488-5663,México,Registro Público de Comercio CDMX,2026-05-07T20:55:40.143472,UGB833604AS,1-10,Activo
