business_name,category,address,city,province,postal_code,phone,country,source,date_scraped,naics_code,employee_count,status
Kitsilano Retail Corp,Retail,1815 Robson St,Vancouver,British Columbia,V7S 9F2,604-785-8542,Canada,BC Registry Services,2026-05-07T20:56:56.247414,50244,200+,Active
Vancouver Import/Export Solutions,Import/Export,902 Main St,Vancouver,British Columbia,V5Y 5U6,604-541-1686,Canada,BC Registry Services,2026-05-07T20:56:56.247421,80403,1-10,Active
Coastal Healthcare Group,Healthcare,338 Granville St,Vancouver,British Columbia,V5P 6A3,604-243-1126,Canada,BC Registry Services,2026-05-07T20:56:56.254478,91112,51-200,Active
Yaletown Natural Resources Ltd,Natural Resources,4349 Pender St,Vancouver,British Columbia,V6Q 8S7,604-453-8269,Canada,BC Registry Services,2026-05-07T20:56:56.254500,82512,1-10,Active
North Shore Film & Media Solutions,Film & Media,933 Granville St,Vancouver,British Columbia,V7K 6K4,604-590-3220,Canada,BC Registry Services,2026-05-07T20:56:56.254510,48748,200+,Active
BC Technology Corp,Technology,4527 Robson St,Vancouver,British Columbia,V5L 5L8,604-975-8266,Canada,BC Registry Services,2026-05-07T20:56:56.254520,99985,51-200,Active
Granville Natural Resources Ltd,Natural Resources,4645 Cambie St,Vancouver,British Columbia,V7F 5U9,604-532-3533,Canada,BC Registry Services,2026-05-07T20:56:56.254529,95135,51-200,Active
Vancouver Import/Export Ltd,Import/Export,53 W Georgia St,Vancouver,British Columbia,V5I 2K8,604-418-4100,Canada,BC Registry Services,2026-05-07T20:56:56.254545,80402,51-200,Active
Pacific Professional Services Corp,Professional Services,1513 Burrard St,Vancouver,British Columbia,V7F 7D7,604-763-4551,Canada,BC Registry Services,2026-05-07T20:56:56.254558,31733,200+,Active
Pacific Import/Export Solutions,Import/Export,3265 Commercial St,Vancouver,British Columbia,V7I 2E2,604-635-1448,Canada,BC Registry Services,2026-05-07T20:56:56.254567,87731,1-10,Active
Kitsilano Tourism Solutions,Tourism,1336 Pender St,Vancouver,British Columbia,V5S 4D3,604-545-5061,Canada,BC Registry Services,2026-05-07T20:56:56.254576,34057,51-200,Active
Pacific Construction Corp,Construction,4739 Robson St,Vancouver,British Columbia,V5C 2T3,604-354-6258,Canada,BC Registry Services,2026-05-07T20:56:56.254585,12659,11-50,Active
North Shore Healthcare Holdings,Healthcare,4223 Davie St,Vancouver,British Columbia,V6Q 5E5,604-589-2734,Canada,BC Registry Services,2026-05-07T20:56:56.254598,83654,1-10,Active
Yaletown Natural Resources Holdings,Natural Resources,4190 Burrard St,Vancouver,British Columbia,V6J 8K5,604-755-2391,Canada,BC Registry Services,2026-05-07T20:56:56.254606,34600,11-50,Active
Kitsilano Retail Inc,Retail,434 Granville St,Vancouver,British Columbia,V7I 4P6,604-534-6179,Canada,BC Registry Services,2026-05-07T20:56:56.254615,47041,51-200,Active
Vancouver Construction Ltd,Construction,5499 Robson St,Vancouver,British Columbia,V7P 2E4,604-409-6040,Canada,BC Registry Services,2026-05-07T20:56:56.254624,60476,1-10,Active
West Coast Retail Corp,Retail,4530 Cambie St,Vancouver,British Columbia,V7K 5S5,604-864-2549,Canada,BC Registry Services,2026-05-07T20:56:56.254633,77088,1-10,Active
Granville Food Services Holdings,Food Services,3444 Davie St,Vancouver,British Columbia,V7E 6V4,604-998-7407,Canada,BC Registry Services,2026-05-07T20:56:56.254642,67509,200+,Active
BC Professional Services Group,Professional Services,4791 Robson St,Vancouver,British Columbia,V5Q 5P1,604-383-6446,Canada,BC Registry Services,2026-05-07T20:56:56.254650,48820,11-50,Active
Coastal Healthcare Holdings,Healthcare,5536 Robson St,Vancouver,British Columbia,V5I 4O2,604-933-8430,Canada,BC Registry Services,2026-05-07T20:56:56.254659,27939,1-10,Active
Coastal Food Services Inc,Food Services,4446 Burrard St,Vancouver,British Columbia,V6T 3N5,604-884-2839,Canada,BC Registry Services,2026-05-07T20:56:56.254667,18902,11-50,Active
Kitsilano Import/Export Solutions,Import/Export,4417 Pender St,Vancouver,British Columbia,V6P 9N6,604-341-3604,Canada,BC Registry Services,2026-05-07T20:56:56.254675,82178,200+,Active
Pacific Natural Resources Corp,Natural Resources,3164 Main St,Vancouver,British Columbia,V5D 8L4,604-910-8578,Canada,BC Registry Services,2026-05-07T20:56:56.254688,26035,1-10,Active
Pacific Import/Export Corp,Import/Export,4946 Burrard St,Vancouver,British Columbia,V5P 7O8,604-864-9356,Canada,BC Registry Services,2026-05-07T20:56:56.254697,71362,1-10,Active
Yaletown Retail Ltd,Retail,3534 Broadway St,Vancouver,British Columbia,V6K 7H6,604-390-9693,Canada,BC Registry Services,2026-05-07T20:56:56.254706,28592,1-10,Active
Yaletown Construction Solutions,Construction,2341 Davie St,Vancouver,British Columbia,V7U 2Y4,604-449-2288,Canada,BC Registry Services,2026-05-07T20:56:56.254718,94437,11-50,Active
Coastal Technology Inc,Technology,2385 Broadway St,Vancouver,British Columbia,V5B 2U4,604-465-1882,Canada,BC Registry Services,2026-05-07T20:56:56.254727,14329,1-10,Active
Pacific Tourism Inc,Tourism,2020 Main St,Vancouver,British Columbia,V7G 7E8,604-403-7907,Canada,BC Registry Services,2026-05-07T20:56:56.254739,29805,11-50,Active
Pacific Education Solutions,Education,4377 Cambie St,Vancouver,British Columbia,V7O 3K9,604-870-1687,Canada,BC Registry Services,2026-05-07T20:56:56.254747,17258,51-200,Active
Pacific Natural Resources Ltd,Natural Resources,4702 Commercial St,Vancouver,British Columbia,V7U 4P8,604-444-5511,Canada,BC Registry Services,2026-05-07T20:56:56.254756,97367,51-200,Active
West Coast Real Estate Enterprises,Real Estate,4543 Pender St,Vancouver,British Columbia,V6B 5L1,604-200-2912,Canada,BC Registry Services,2026-05-07T20:56:56.254764,28149,1-10,Active
Vancouver Technology Group,Technology,4342 W Georgia St,Vancouver,British Columbia,V6N 9Z8,604-237-5389,Canada,BC Registry Services,2026-05-07T20:56:56.254772,74187,51-200,Active
Vancouver Real Estate Inc,Real Estate,708 Burrard St,Vancouver,British Columbia,V6T 6V4,604-931-6891,Canada,BC Registry Services,2026-05-07T20:56:56.254784,85851,51-200,Active
BC Education Inc,Education,3600 W Georgia St,Vancouver,British Columbia,V7G 5V9,604-417-7265,Canada,BC Registry Services,2026-05-07T20:56:56.254793,31666,1-10,Active
Granville Retail Corp,Retail,4836 W Georgia St,Vancouver,British Columbia,V5N 9E7,604-400-9372,Canada,BC Registry Services,2026-05-07T20:56:56.254801,36103,1-10,Active
Coastal Import/Export Enterprises,Import/Export,2053 Granville St,Vancouver,British Columbia,V6D 8B5,604-958-9717,Canada,BC Registry Services,2026-05-07T20:56:56.254810,52456,1-10,Active
Granville Construction Solutions,Construction,1964 Pender St,Vancouver,British Columbia,V6P 6I3,604-696-9322,Canada,BC Registry Services,2026-05-07T20:56:56.254823,25985,11-50,Active
Yaletown Professional Services Ltd,Professional Services,3398 Robson St,Vancouver,British Columbia,V6T 7S4,604-594-4612,Canada,BC Registry Services,2026-05-07T20:56:56.254833,32059,51-200,Active
North Shore Technology Solutions,Technology,3032 W Georgia St,Vancouver,British Columbia,V5G 4W8,604-716-8987,Canada,BC Registry Services,2026-05-07T20:56:56.254842,35179,11-50,Active
Granville Film & Media Corp,Film & Media,5061 Commercial St,Vancouver,British Columbia,V5J 2Q5,604-866-9767,Canada,BC Registry Services,2026-05-07T20:56:56.254850,98807,200+,Active
BC Natural Resources Group,Natural Resources,5341 Commercial St,Vancouver,British Columbia,V7D 9J9,604-982-7552,Canada,BC Registry Services,2026-05-07T20:56:56.254859,15579,200+,Active
Pacific Construction Corp,Construction,5794 Granville St,Vancouver,British Columbia,V7Y 3L3,604-784-5586,Canada,BC Registry Services,2026-05-07T20:56:56.254867,93776,11-50,Active
Kitsilano Technology Group,Technology,5605 Main St,Vancouver,British Columbia,V6D 3T3,604-356-7606,Canada,BC Registry Services,2026-05-07T20:56:56.254879,72099,51-200,Active
Pacific Real Estate Corp,Real Estate,4168 Granville St,Vancouver,British Columbia,V5X 5A4,604-544-3236,Canada,BC Registry Services,2026-05-07T20:56:56.254888,25322,200+,Active
Kitsilano Healthcare Inc,Healthcare,5272 Robson St,Vancouver,British Columbia,V7H 1O1,604-486-3112,Canada,BC Registry Services,2026-05-07T20:56:56.254897,26200,51-200,Active
Kitsilano Professional Services Corp,Professional Services,4527 Robson St,Vancouver,British Columbia,V6U 9X5,604-893-8873,Canada,BC Registry Services,2026-05-07T20:56:56.254904,50571,1-10,Active
Granville Technology Holdings,Technology,1027 Main St,Vancouver,British Columbia,V7T 8H6,604-560-1028,Canada,BC Registry Services,2026-05-07T20:56:56.254911,83121,1-10,Active
North Shore Food Services Ltd,Food Services,2241 Main St,Vancouver,British Columbia,V5U 6K2,604-737-4792,Canada,BC Registry Services,2026-05-07T20:56:56.254919,90137,51-200,Active
Coastal Healthcare Corp,Healthcare,3947 Commercial St,Vancouver,British Columbia,V7S 8K1,604-452-3159,Canada,BC Registry Services,2026-05-07T20:56:56.254929,49354,51-200,Active
North Shore Film & Media Corp,Film & Media,5147 Main St,Vancouver,British Columbia,V5B 5Y8,604-657-2721,Canada,BC Registry Services,2026-05-07T20:56:56.254936,60545,51-200,Active
West Coast Retail Ltd,Retail,3675 Robson St,Vancouver,British Columbia,V7Y 9W2,604-693-5875,Canada,BC Registry Services,2026-05-07T20:56:56.254942,65631,200+,Active
BC Construction Ltd,Construction,1357 Davie St,Vancouver,British Columbia,V6Z 8J2,604-532-1590,Canada,BC Registry Services,2026-05-07T20:56:56.254954,57759,1-10,Active
Granville Natural Resources Corp,Natural Resources,1266 Pender St,Vancouver,British Columbia,V7B 4G8,604-963-4709,Canada,BC Registry Services,2026-05-07T20:56:56.254964,40326,200+,Active
Vancouver Real Estate Corp,Real Estate,3498 Main St,Vancouver,British Columbia,V7S 8Z2,604-585-1374,Canada,BC Registry Services,2026-05-07T20:56:56.254970,33371,51-200,Active
Granville Healthcare Holdings,Healthcare,5423 Davie St,Vancouver,British Columbia,V6C 2A1,604-418-9680,Canada,BC Registry Services,2026-05-07T20:56:56.254977,51825,51-200,Active
North Shore Food Services Ltd,Food Services,595 Robson St,Vancouver,British Columbia,V6D 8B7,604-383-3792,Canada,BC Registry Services,2026-05-07T20:56:56.254985,62648,51-200,Active
Vancouver Real Estate Corp,Real Estate,4228 Cambie St,Vancouver,British Columbia,V5M 4C8,604-817-7568,Canada,BC Registry Services,2026-05-07T20:56:56.254992,29198,1-10,Active
Coastal Food Services Corp,Food Services,3216 Burrard St,Vancouver,British Columbia,V7S 2S8,604-670-1656,Canada,BC Registry Services,2026-05-07T20:56:56.254998,54022,51-200,Active
North Shore Professional Services Group,Professional Services,3533 Cambie St,Vancouver,British Columbia,V5N 9U1,604-243-8170,Canada,BC Registry Services,2026-05-07T20:56:56.255015,38940,200+,Active
Kitsilano Import/Export Corp,Import/Export,4384 Cambie St,Vancouver,British Columbia,V6P 1J1,604-301-8437,Canada,BC Registry Services,2026-05-07T20:56:56.255023,23885,1-10,Active
Yaletown Healthcare Ltd,Healthcare,269 Davie St,Vancouver,British Columbia,V5Z 4S3,604-215-4877,Canada,BC Registry Services,2026-05-07T20:56:56.255031,91498,51-200,Active
Yaletown Tourism Group,Tourism,4012 Main St,Vancouver,British Columbia,V6T 6Y9,604-506-8216,Canada,BC Registry Services,2026-05-07T20:56:56.255039,89903,200+,Active
Vancouver Education Inc,Education,4316 Main St,Vancouver,British Columbia,V7N 3Y1,604-333-1473,Canada,BC Registry Services,2026-05-07T20:56:56.255054,48673,51-200,Active
BC Tourism Solutions,Tourism,2605 Pender St,Vancouver,British Columbia,V5Z 3B6,604-237-6330,Canada,BC Registry Services,2026-05-07T20:56:56.255063,52214,200+,Active
Coastal Tourism Solutions,Tourism,3069 Robson St,Vancouver,British Columbia,V7X 8R2,604-973-3451,Canada,BC Registry Services,2026-05-07T20:56:56.255071,21320,51-200,Active
North Shore Healthcare Corp,Healthcare,5741 Burrard St,Vancouver,British Columbia,V5S 5W1,604-955-7460,Canada,BC Registry Services,2026-05-07T20:56:56.255083,57979,1-10,Active
Pacific Healthcare Group,Healthcare,3077 Burrard St,Vancouver,British Columbia,V6V 2B5,604-356-8047,Canada,BC Registry Services,2026-05-07T20:56:56.255091,69762,200+,Active
Granville Tourism Corp,Tourism,1752 Cambie St,Vancouver,British Columbia,V5X 9V5,604-372-1509,Canada,BC Registry Services,2026-05-07T20:56:56.255103,14305,51-200,Active
BC Healthcare Ltd,Healthcare,4265 Pender St,Vancouver,British Columbia,V5G 7X8,604-316-6586,Canada,BC Registry Services,2026-05-07T20:56:56.255111,95175,1-10,Active
Vancouver Tourism Solutions,Tourism,3277 Pender St,Vancouver,British Columbia,V7A 2P1,604-775-3500,Canada,BC Registry Services,2026-05-07T20:56:56.255120,19618,51-200,Active
Vancouver Technology Enterprises,Technology,1974 Pender St,Vancouver,British Columbia,V5J 9C1,604-826-6257,Canada,BC Registry Services,2026-05-07T20:56:56.255128,63998,200+,Active
BC Natural Resources Inc,Natural Resources,4308 Main St,Vancouver,British Columbia,V5L 1Z5,604-673-2942,Canada,BC Registry Services,2026-05-07T20:56:56.255135,53897,200+,Active
North Shore Food Services Holdings,Food Services,3135 Granville St,Vancouver,British Columbia,V7W 8A5,604-217-4951,Canada,BC Registry Services,2026-05-07T20:56:56.255148,56431,51-200,Active
Kitsilano Import/Export Ltd,Import/Export,3945 W Georgia St,Vancouver,British Columbia,V6H 4W1,604-812-9134,Canada,BC Registry Services,2026-05-07T20:56:56.255156,86487,11-50,Active
Vancouver Tourism Holdings,Tourism,5493 Pender St,Vancouver,British Columbia,V6W 7P4,604-987-4545,Canada,BC Registry Services,2026-05-07T20:56:56.255164,95044,51-200,Active
Yaletown Retail Group,Retail,5200 Main St,Vancouver,British Columbia,V7G 9E1,604-638-5386,Canada,BC Registry Services,2026-05-07T20:56:56.255172,23370,51-200,Active
West Coast Import/Export Inc,Import/Export,5449 Cambie St,Vancouver,British Columbia,V7W 9U2,604-473-6097,Canada,BC Registry Services,2026-05-07T20:56:56.255185,87423,200+,Active
North Shore Professional Services Solutions,Professional Services,1643 Burrard St,Vancouver,British Columbia,V6Q 3H1,604-905-8664,Canada,BC Registry Services,2026-05-07T20:56:56.255199,52042,200+,Active
Yaletown Import/Export Group,Import/Export,3540 Burrard St,Vancouver,British Columbia,V7A 9U3,604-362-4801,Canada,BC Registry Services,2026-05-07T20:56:56.255212,71751,11-50,Active
Granville Real Estate Inc,Real Estate,4583 W Georgia St,Vancouver,British Columbia,V6Z 1B8,604-417-3584,Canada,BC Registry Services,2026-05-07T20:56:56.255224,96658,11-50,Active
Vancouver Education Enterprises,Education,3211 Granville St,Vancouver,British Columbia,V7C 2Z9,604-890-2937,Canada,BC Registry Services,2026-05-07T20:56:56.255233,36725,51-200,Active
West Coast Healthcare Holdings,Healthcare,5656 W Georgia St,Vancouver,British Columbia,V6R 6J7,604-242-8422,Canada,BC Registry Services,2026-05-07T20:56:56.255242,17933,11-50,Active
Granville Education Holdings,Education,342 Pender St,Vancouver,British Columbia,V7T 8O5,604-284-6420,Canada,BC Registry Services,2026-05-07T20:56:56.255258,13579,1-10,Active
Pacific Import/Export Ltd,Import/Export,4683 W Georgia St,Vancouver,British Columbia,V5K 2O6,604-391-3697,Canada,BC Registry Services,2026-05-07T20:56:56.255267,52728,200+,Active
Coastal Retail Corp,Retail,2701 Robson St,Vancouver,British Columbia,V7W 6D2,604-486-5742,Canada,BC Registry Services,2026-05-07T20:56:56.255275,35010,11-50,Active
Granville Food Services Corp,Food Services,370 W Georgia St,Vancouver,British Columbia,V5K 2S3,604-373-8070,Canada,BC Registry Services,2026-05-07T20:56:56.255282,87429,51-200,Active
BC Film & Media Inc,Film & Media,619 Broadway St,Vancouver,British Columbia,V7M 9X1,604-551-6188,Canada,BC Registry Services,2026-05-07T20:56:56.255292,38653,1-10,Active
Coastal Natural Resources Group,Natural Resources,649 Main St,Vancouver,British Columbia,V7T 6O6,604-949-5827,Canada,BC Registry Services,2026-05-07T20:56:56.255297,54539,51-200,Active
BC Education Inc,Education,1908 Burrard St,Vancouver,British Columbia,V6Q 3Y5,604-436-7414,Canada,BC Registry Services,2026-05-07T20:56:56.255303,15414,51-200,Active
Kitsilano Food Services Holdings,Food Services,5492 Robson St,Vancouver,British Columbia,V6V 1C4,604-495-3237,Canada,BC Registry Services,2026-05-07T20:56:56.255308,31238,200+,Active
North Shore Retail Solutions,Retail,1493 Main St,Vancouver,British Columbia,V7O 2K3,604-737-2484,Canada,BC Registry Services,2026-05-07T20:56:56.255314,64953,200+,Active
Pacific Retail Group,Retail,1518 Burrard St,Vancouver,British Columbia,V7H 4T2,604-824-1548,Canada,BC Registry Services,2026-05-07T20:56:56.255319,99500,51-200,Active
North Shore Healthcare Solutions,Healthcare,123 Robson St,Vancouver,British Columbia,V7J 9X8,604-792-5519,Canada,BC Registry Services,2026-05-07T20:56:56.255329,82008,11-50,Active
Vancouver Natural Resources Solutions,Natural Resources,4892 Commercial St,Vancouver,British Columbia,V5F 8Q7,604-225-5844,Canada,BC Registry Services,2026-05-07T20:56:56.255334,49834,11-50,Active
West Coast Education Ltd,Education,2279 W Georgia St,Vancouver,British Columbia,V6A 3O4,604-441-8925,Canada,BC Registry Services,2026-05-07T20:56:56.255343,15780,200+,Active
Kitsilano Natural Resources Group,Natural Resources,4765 Commercial St,Vancouver,British Columbia,V5P 4X4,604-439-9305,Canada,BC Registry Services,2026-05-07T20:56:56.255349,56567,1-10,Active
West Coast Food Services Solutions,Food Services,599 Robson St,Vancouver,British Columbia,V7B 4Y9,604-563-3138,Canada,BC Registry Services,2026-05-07T20:56:56.255355,85753,11-50,Active
Coastal Retail Enterprises,Retail,3862 Commercial St,Vancouver,British Columbia,V6F 8Z3,604-678-3738,Canada,BC Registry Services,2026-05-07T20:56:56.255360,66768,11-50,Active
BC Construction Inc,Construction,2757 Davie St,Vancouver,British Columbia,V5I 7R5,604-656-4130,Canada,BC Registry Services,2026-05-07T20:56:56.255366,56317,51-200,Active
Pacific Natural Resources Ltd,Natural Resources,5773 Granville St,Vancouver,British Columbia,V6S 3S5,604-269-2941,Canada,BC Registry Services,2026-05-07T20:56:56.255372,95401,51-200,Active
Yaletown Education Corp,Education,5889 Commercial St,Vancouver,British Columbia,V6C 3K2,604-280-8493,Canada,BC Registry Services,2026-05-07T20:56:56.255377,26815,51-200,Active
Vancouver Technology Ltd,Technology,5864 Pender St,Vancouver,British Columbia,V5D 6X3,604-375-5146,Canada,BC Registry Services,2026-05-07T20:56:56.255382,31721,51-200,Active
Vancouver Import/Export Group,Import/Export,3209 W Georgia St,Vancouver,British Columbia,V6Y 9B8,604-431-9253,Canada,BC Registry Services,2026-05-07T20:56:56.255391,40437,200+,Active
BC Education Ltd,Education,5732 Robson St,Vancouver,British Columbia,V6H 6O6,604-365-2641,Canada,BC Registry Services,2026-05-07T20:56:56.259077,26562,1-10,Active
Coastal Film & Media Group,Film & Media,5355 Broadway St,Vancouver,British Columbia,V6W 3X4,604-906-4518,Canada,BC Registry Services,2026-05-07T20:56:56.259098,84099,11-50,Active
West Coast Film & Media Inc,Film & Media,2629 Main St,Vancouver,British Columbia,V7Y 9I5,604-731-6033,Canada,BC Registry Services,2026-05-07T20:56:56.259109,88799,51-200,Active
North Shore Technology Holdings,Technology,5875 Granville St,Vancouver,British Columbia,V6N 2P7,604-604-4633,Canada,BC Registry Services,2026-05-07T20:56:56.259124,62507,1-10,Active
Granville Education Holdings,Education,2181 Davie St,Vancouver,British Columbia,V7R 2L5,604-510-1642,Canada,BC Registry Services,2026-05-07T20:56:56.259133,92190,51-200,Active
Vancouver Professional Services Group,Professional Services,1009 W Georgia St,Vancouver,British Columbia,V6X 6W7,604-589-9619,Canada,BC Registry Services,2026-05-07T20:56:56.259142,73802,51-200,Active
Granville Technology Enterprises,Technology,3602 W Georgia St,Vancouver,British Columbia,V5X 4C7,604-436-3463,Canada,BC Registry Services,2026-05-07T20:56:56.259151,40269,51-200,Active
West Coast Import/Export Group,Import/Export,2787 W Georgia St,Vancouver,British Columbia,V5M 4Q1,604-744-8486,Canada,BC Registry Services,2026-05-07T20:56:56.259168,59762,51-200,Active
West Coast Import/Export Inc,Import/Export,3926 Robson St,Vancouver,British Columbia,V6P 8A2,604-600-6864,Canada,BC Registry Services,2026-05-07T20:56:56.259182,14729,200+,Active
Kitsilano Food Services Corp,Food Services,2637 Granville St,Vancouver,British Columbia,V6I 7C1,604-577-1877,Canada,BC Registry Services,2026-05-07T20:56:56.259196,75512,200+,Active
Yaletown Film & Media Corp,Film & Media,2551 Davie St,Vancouver,British Columbia,V5L 7T2,604-376-8583,Canada,BC Registry Services,2026-05-07T20:56:56.259205,42971,200+,Active
North Shore Education Corp,Education,5610 Commercial St,Vancouver,British Columbia,V7G 6T3,604-929-7271,Canada,BC Registry Services,2026-05-07T20:56:56.259213,49107,1-10,Active
Coastal Retail Solutions,Retail,1312 W Georgia St,Vancouver,British Columbia,V7S 8E7,604-613-5738,Canada,BC Registry Services,2026-05-07T20:56:56.259221,19006,11-50,Active
Granville Natural Resources Solutions,Natural Resources,1964 W Georgia St,Vancouver,British Columbia,V5B 2T2,604-375-9040,Canada,BC Registry Services,2026-05-07T20:56:56.259230,65593,200+,Active
Granville Retail Ltd,Retail,456 Davie St,Vancouver,British Columbia,V6F 8Q4,604-920-2678,Canada,BC Registry Services,2026-05-07T20:56:56.259238,84695,11-50,Active
Coastal Professional Services Ltd,Professional Services,1723 Davie St,Vancouver,British Columbia,V7J 2G1,604-987-8062,Canada,BC Registry Services,2026-05-07T20:56:56.259246,19347,11-50,Active
Kitsilano Technology Enterprises,Technology,5926 Main St,Vancouver,British Columbia,V5N 7D9,604-204-5916,Canada,BC Registry Services,2026-05-07T20:56:56.259254,85001,11-50,Active
