business_name,status,jurisdiction,incorporation_date,agent,address,city,state,zip,county,phone,email,sos_id,business_type,source,priority,discovered_at,enrichment_status
15 Coffee Shop 1,Active,California,2010-02-22,Sample Agent 1,7196 Market St,Oakland,CA,94147,Los Angeles,(213) 737-6416,,C3381414,coffee shop,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.527Z,pending
15 Bistro 2,Active,California,2019-07-24,Sample Agent 2,8759 Mission St,Santa Ana,CA,92208,Santa Clara,(213) 518-5643,,C7220608,bistro,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.527Z,pending
15 Deli 3,Inactive,California,2024-01-08,Sample Agent 3,7596 1st St,San Diego,CA,92611,San Diego,(619) 372-7235,,C5700706,deli,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.527Z,pending
15 Deli 1,Active,California,2017-09-15,Sample Agent 1,5170 Hollywood Blvd,Los Angeles,CA,90806,Los Angeles,(213) 899-1272,,C9404775,deli,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.847Z,pending
15 Taqueria 2,Active,California,2013-03-23,Sample Agent 2,466 Market St,San Francisco,CA,94280,San Diego,(415) 511-5102,,C9395226,taqueria,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.847Z,pending
15 Restaurant 3,Active,California,2010-05-18,Sample Agent 3,2615 Market St,Anaheim,CA,90188,Los Angeles,(213) 320-2730,,C4161432,restaurant,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.847Z,pending
12 Cafe 1,Active,California,2013-06-22,Sample Agent 1,7372 Market St,Santa Ana,CA,92714,Santa Clara,(213) 807-9223,,C9098814,cafe,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.257Z,pending
12 Taqueria 2,Active,California,2017-03-16,Sample Agent 2,8551 Wilshire Blvd,San Francisco,CA,94115,San Diego,(415) 261-6457,,C5710212,taqueria,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.257Z,pending
12 Diner 3,Active,California,2025-07-18,Sample Agent 3,3791 Market St,Sacramento,CA,95512,Sacramento,(916) 620-4628,,C7932934,diner,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.257Z,pending
15 Taqueria 1,Active,California,2026-01-04,Sample Agent 1,7506 Sunset Blvd,Anaheim,CA,90702,Los Angeles,(213) 960-4204,,C7561096,taqueria,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.004Z,pending
15 Taqueria 2,Active,California,2022-01-08,Sample Agent 2,141 Sunset Blvd,San Jose,CA,95398,San Diego,(408) 580-9005,,C9922283,taqueria,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.004Z,pending
15 Deli 3,Active,California,2011-03-12,Sample Agent 3,5559 Market St,Long Beach,CA,90511,Los Angeles,(213) 178-8634,,C9900708,deli,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.004Z,pending
15 Coffee Shop 1,Active,California,2024-03-11,Sample Agent 1,8866 Market St,Sacramento,CA,95393,Sacramento,(916) 388-9115,,C7716863,coffee shop,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.953Z,pending
15 Deli 3,Active,California,2011-02-21,Sample Agent 3,2314 Hollywood Blvd,Anaheim,CA,90630,Los Angeles,(213) 541-6592,,C8906679,deli,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.953Z,pending
15 Taqueria 1,Active,California,2018-05-15,Sample Agent 1,7068 Mission St,Los Angeles,CA,90808,Los Angeles,(213) 264-3115,,C7944443,taqueria,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.975Z,pending
15 Diner 2,Active,California,2013-09-01,Sample Agent 2,8247 Market St,San Francisco,CA,94776,San Diego,(415) 149-1349,,C9418612,diner,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.975Z,pending
15 Coffee Shop 3,Inactive,California,2023-06-28,Sample Agent 3,2673 Hollywood Blvd,Anaheim,CA,9096,Los Angeles,(213) 515-1209,,C3167244,coffee shop,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.975Z,pending
15 Coffee Shop 1,Active,California,2020-10-31,Sample Agent 1,8164 Wilshire Blvd,San Diego,CA,92139,San Diego,(619) 707-5795,,C9389545,coffee shop,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.517Z,pending
15 Bistro 2,Active,California,2010-08-12,Sample Agent 2,8137 Market St,San Jose,CA,95996,San Diego,(408) 160-4426,,C4884717,bistro,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.517Z,pending
15 Coffee Shop 3,Active,California,2025-04-11,Sample Agent 3,7779 Sunset Blvd,Sacramento,CA,95542,Sacramento,(916) 546-8448,,C9288459,coffee shop,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.517Z,pending
12 Restaurant 1,Inactive,California,2017-08-09,Sample Agent 1,1556 Market St,Long Beach,CA,90844,Los Angeles,(213) 543-4358,,C2009162,restaurant,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.378Z,pending
12 Diner 2,Active,California,2010-04-29,Sample Agent 2,3187 Wilshire Blvd,San Jose,CA,95197,San Diego,(408) 680-7687,,C3716666,diner,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.378Z,pending
12 Deli 3,Active,California,2010-10-16,Sample Agent 3,7122 Broadway,San Francisco,CA,94303,San Diego,(415) 950-5824,,C3751839,deli,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.378Z,pending
15 Coffee Shop 1,Active,California,2025-06-16,Sample Agent 1,175 Wilshire Blvd,Los Angeles,CA,90212,Los Angeles,(213) 768-3249,,C7400648,coffee shop,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:53.992Z,pending
15 Taqueria 2,Active,California,2024-09-28,Sample Agent 2,2794 Market St,San Diego,CA,92314,San Diego,(619) 703-1573,,C7012957,taqueria,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.992Z,pending
15 Restaurant 3,Active,California,2011-01-17,Sample Agent 3,3975 Mission St,Fresno,CA,93196,Fresno,(559) 786-2213,,C3683531,restaurant,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.993Z,pending
15 Diner 1,Active,California,2011-03-26,Sample Agent 1,5053 1st St,Long Beach,CA,90113,Los Angeles,(213) 871-2446,,C5360915,diner,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.946Z,pending
15 Bistro 2,Active,California,2015-09-05,Sample Agent 2,6632 Market St,San Francisco,CA,94541,San Diego,(415) 279-2603,,C7003471,bistro,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.946Z,pending
15 Coffee Shop 3,Active,California,2013-04-02,Sample Agent 3,6075 Market St,Santa Ana,CA,9258,Santa Clara,(213) 731-2891,,C5559951,coffee shop,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.946Z,pending
15 Restaurant 1,Active,California,2011-12-19,Sample Agent 1,5288 Market St,Anaheim,CA,90166,Los Angeles,(213) 700-5967,,C6673358,restaurant,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.571Z,pending
15 Deli 2,Active,California,2010-08-18,Sample Agent 2,8845 Wilshire Blvd,Fresno,CA,9362,Fresno,(559) 733-2041,,C7095206,deli,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.571Z,pending
15 Bistro 3,Active,California,2013-06-20,Sample Agent 3,4201 Main St,Fresno,CA,93155,Fresno,(559) 274-5884,,C8767898,bistro,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.571Z,pending
15 Bistro 1,Active,California,2020-05-16,Sample Agent 1,8198 Main St,San Diego,CA,92716,San Diego,(619) 239-9812,,C5317697,bistro,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.470Z,pending
15 Coffee Shop 3,Active,California,2012-06-15,Sample Agent 3,2665 Hollywood Blvd,San Diego,CA,92357,San Diego,(619) 859-4432,,C4460095,coffee shop,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.470Z,pending
15 Coffee Shop 1,Active,California,2015-03-30,Sample Agent 1,2690 Sunset Blvd,San Francisco,CA,94657,San Diego,(415) 152-3246,,C1937089,coffee shop,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.962Z,pending
15 Cafe 3,Inactive,California,2019-03-07,Sample Agent 3,3610 Mission St,Anaheim,CA,90401,Los Angeles,(213) 289-6705,,C6007493,cafe,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.962Z,pending
12 Diner 1,Active,California,2012-07-31,Sample Agent 1,5796 Hollywood Blvd,Long Beach,CA,90471,Los Angeles,(213) 571-7274,,C7118711,diner,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:55.375Z,pending
12 Bistro 2,Active,California,2019-06-08,Sample Agent 2,6909 Sunset Blvd,San Jose,CA,95828,San Diego,(408) 739-8536,,C7873811,bistro,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:55.375Z,pending
12 Bistro 3,Active,California,2023-08-21,Sample Agent 3,8651 1st St,Anaheim,CA,90769,Los Angeles,(213) 744-3536,,C8142910,bistro,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.375Z,pending
15 Diner 1,Active,California,2022-06-23,Sample Agent 1,2593 Market St,Oakland,CA,94304,Los Angeles,(213) 218-1375,,C2794954,diner,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.987Z,pending
15 Restaurant 2,Active,California,2014-04-20,Sample Agent 2,7357 Hollywood Blvd,Oakland,CA,94492,Los Angeles,(213) 345-5899,,C2480030,restaurant,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.991Z,pending
15 Deli 3,Active,California,2010-12-20,Sample Agent 3,4034 Hollywood Blvd,San Francisco,CA,94349,San Diego,(415) 593-3756,,C1803376,deli,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:53.991Z,pending
15 Cafe 2,Active,California,2020-05-28,Sample Agent 2,296 Hollywood Blvd,Fresno,CA,93856,Fresno,(559) 215-9005,,C9550877,cafe,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.852Z,pending
15 Deli 3,Active,California,2017-05-15,Sample Agent 3,3249 Broadway,Santa Ana,CA,92601,Santa Clara,(213) 650-3710,,C5236127,deli,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.854Z,pending
15 Deli 1,Active,California,2011-08-11,Sample Agent 1,176 Sunset Blvd,San Francisco,CA,94892,San Diego,(415) 332-2716,,C2207290,deli,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.609Z,pending
15 Restaurant 2,Active,California,2020-08-29,Sample Agent 2,5723 Mission St,Sacramento,CA,95988,Sacramento,(916) 532-5084,,C7531382,restaurant,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.609Z,pending
15 Restaurant 3,Active,California,2010-11-11,Sample Agent 3,4625 Sunset Blvd,Long Beach,CA,90390,Los Angeles,(213) 430-1691,,C5644556,restaurant,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.609Z,pending
12 Cafe 1,Inactive,California,2022-06-13,Sample Agent 1,815 Wilshire Blvd,Long Beach,CA,90969,Los Angeles,(213) 160-9239,,C4662116,cafe,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.328Z,pending
12 Coffee Shop 2,Inactive,California,2012-04-23,Sample Agent 2,1817 Market St,Santa Ana,CA,92902,Santa Clara,(213) 279-2397,,C2432633,coffee shop,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:55.328Z,pending
12 Restaurant 1,Active,California,2012-02-07,Sample Agent 1,2464 Mission St,San Francisco,CA,94264,San Diego,(415) 480-5475,,C8779942,restaurant,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.111Z,pending
12 Restaurant 2,Active,California,2015-10-07,Sample Agent 2,2378 1st St,San Diego,CA,92317,San Diego,(619) 275-5669,,C1733531,restaurant,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.111Z,pending
12 Bistro 3,Active,California,2016-02-04,Sample Agent 3,7460 Wilshire Blvd,Fresno,CA,93465,Fresno,(559) 946-2297,,C1257260,bistro,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.111Z,pending
15 Bistro 2,Active,California,2016-03-13,Sample Agent 2,7043 Wilshire Blvd,Sacramento,CA,95372,Sacramento,(916) 636-7794,,C3981630,bistro,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.921Z,pending
15 Diner 3,Active,California,2011-03-25,Sample Agent 3,4621 Sunset Blvd,San Diego,CA,92698,San Diego,(619) 226-8269,,C2636933,diner,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.921Z,pending
15 Deli 1,Active,California,2016-12-11,Sample Agent 1,6627 Sunset Blvd,Anaheim,CA,90466,Los Angeles,(213) 411-6697,,C1752558,deli,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.446Z,pending
15 Cafe 2,Active,California,2011-03-27,Sample Agent 2,7527 Hollywood Blvd,Los Angeles,CA,90911,Los Angeles,(213) 656-8682,,C8261851,cafe,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.446Z,pending
15 Deli 1,Inactive,California,2025-07-06,Sample Agent 1,3856 Wilshire Blvd,San Diego,CA,92243,San Diego,(619) 310-9981,,C3221563,deli,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.499Z,pending
15 Coffee Shop 2,Active,California,2017-01-27,Sample Agent 2,6636 1st St,Anaheim,CA,90138,Los Angeles,(213) 723-4605,,C9506219,coffee shop,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.499Z,pending
15 Bistro 3,Active,California,2014-12-30,Sample Agent 3,1996 Main St,San Jose,CA,95639,San Diego,(408) 769-7419,,C5621335,bistro,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.499Z,pending
15 Cafe 1,Active,California,2010-10-27,Sample Agent 1,3332 Market St,San Diego,CA,92649,San Diego,(619) 606-6495,,C3445404,cafe,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.988Z,pending
15 Restaurant 2,Active,California,2016-04-01,Sample Agent 2,4944 1st St,San Francisco,CA,94430,San Diego,(415) 166-7859,,C7306117,restaurant,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.988Z,pending
15 Taqueria 3,Active,California,2015-04-26,Sample Agent 3,3729 1st St,Oakland,CA,94836,Los Angeles,(213) 348-6768,,C4349606,taqueria,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.988Z,pending
15 Diner 1,Active,California,2015-11-01,Sample Agent 1,6635 Hollywood Blvd,Fresno,CA,93412,Fresno,(559) 107-7084,,C6216975,diner,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.928Z,pending
15 Taqueria 2,Inactive,California,2014-11-17,Sample Agent 2,5907 1st St,Fresno,CA,93828,Fresno,(559) 725-8802,,C4744289,taqueria,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.928Z,pending
15 Deli 3,Active,California,2013-03-23,Sample Agent 3,4707 Hollywood Blvd,Oakland,CA,94445,Los Angeles,(213) 285-6384,,C9572126,deli,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.928Z,pending
15 Taqueria 1,Active,California,2020-11-04,Sample Agent 1,8179 Wilshire Blvd,San Francisco,CA,94417,San Diego,(415) 680-7654,,C7647137,taqueria,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.515Z,pending
15 Diner 2,Active,California,2021-01-10,Sample Agent 2,5000 Mission St,Long Beach,CA,90858,Los Angeles,(213) 637-7296,,C2672339,diner,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.515Z,pending
15 Coffee Shop 2,Active,California,2014-12-13,Sample Agent 2,4779 Main St,Santa Ana,CA,92809,Santa Clara,(213) 907-5798,,C8127912,coffee shop,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.020Z,pending
15 Cafe 3,Active,California,2015-11-07,Sample Agent 3,2203 Wilshire Blvd,Fresno,CA,93293,Fresno,(559) 603-6222,,C7118191,cafe,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.020Z,pending
15 Diner 1,Active,California,2022-11-08,Sample Agent 1,2133 Main St,San Francisco,CA,9440,San Diego,(415) 785-1509,,C1018172,diner,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.920Z,pending
15 Deli 2,Active,California,2020-12-04,Sample Agent 2,7214 Market St,Santa Ana,CA,92866,Santa Clara,(213) 571-4322,,C5811783,deli,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.920Z,pending
15 Restaurant 3,Active,California,2016-07-15,Sample Agent 3,4861 Market St,San Diego,CA,92555,San Diego,(619) 972-3549,,C6053516,restaurant,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.920Z,pending
15 Taqueria 1,Inactive,California,2019-10-04,Sample Agent 1,6383 Hollywood Blvd,San Jose,CA,95966,San Diego,(408) 648-1856,,C7431654,taqueria,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.046Z,pending
15 Cafe 2,Active,California,2011-09-17,Sample Agent 2,1807 Hollywood Blvd,Long Beach,CA,90287,Los Angeles,(213) 525-2344,,C6120925,cafe,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.046Z,pending
12 Taqueria 2,Inactive,California,2011-11-04,Sample Agent 2,8299 Broadway,Fresno,CA,93248,Fresno,(559) 433-3705,,C6896861,taqueria,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:55.386Z,pending
12 Diner 3,Active,California,2010-08-09,Sample Agent 3,7339 Hollywood Blvd,San Diego,CA,92423,San Diego,(619) 555-8620,,C3680309,diner,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.386Z,pending
15 Deli 1,Active,California,2018-09-20,Sample Agent 1,2949 Market St,Long Beach,CA,90896,Los Angeles,(213) 652-4455,,C1766011,deli,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.940Z,pending
12 Deli 1,Inactive,California,2013-10-28,Sample Agent 1,1282 Main St,Oakland,CA,94768,Los Angeles,(213) 902-5969,,C6000643,deli,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.359Z,pending
12 Diner 2,Active,California,2016-06-25,Sample Agent 2,6017 Wilshire Blvd,San Diego,CA,92527,San Diego,(619) 128-1463,,C2889525,diner,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:55.359Z,pending
12 Coffee Shop 3,Active,California,2012-02-10,Sample Agent 3,5629 Main St,Anaheim,CA,90212,Los Angeles,(213) 606-7424,,C1551138,coffee shop,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.359Z,pending
15 Restaurant 1,Active,California,2021-07-29,Sample Agent 1,7886 1st St,San Francisco,CA,9465,San Diego,(415) 963-2039,,C8611315,restaurant,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.459Z,pending
15 Cafe 3,Active,California,2025-08-13,Sample Agent 3,2494 Hollywood Blvd,Oakland,CA,94687,Los Angeles,(213) 408-6181,,C2910956,cafe,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.459Z,pending
15 Bistro 2,Active,California,2017-01-05,Sample Agent 2,5980 1st St,Los Angeles,CA,90339,Los Angeles,(213) 731-4071,,C7324245,bistro,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.993Z,pending
15 Coffee Shop 3,Active,California,2016-02-13,Sample Agent 3,2313 1st St,Long Beach,CA,90874,Los Angeles,(213) 569-1256,,C4053110,coffee shop,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.993Z,pending
15 Deli 2,Active,California,2026-01-23,Sample Agent 2,6097 Hollywood Blvd,San Diego,CA,92630,San Diego,(619) 218-6195,,C8649676,deli,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.611Z,pending
12 Deli 2,Inactive,California,2017-10-18,Sample Agent 2,1396 Sunset Blvd,Anaheim,CA,90645,Los Angeles,(213) 713-5850,,C8033716,deli,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.365Z,pending
12 Restaurant 3,Inactive,California,2020-07-17,Sample Agent 3,5091 Mission St,Los Angeles,CA,90395,Los Angeles,(213) 937-3065,,C9492446,restaurant,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.365Z,pending
15 Deli 1,Inactive,California,2014-05-13,Sample Agent 1,2554 Hollywood Blvd,Oakland,CA,94405,Los Angeles,(213) 763-7821,,C7183284,deli,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.949Z,pending
15 Bistro 1,Active,California,2018-10-13,Sample Agent 1,4476 1st St,Santa Ana,CA,92422,Santa Clara,(213) 598-8732,,C4735223,bistro,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.977Z,pending
15 Cafe 2,Active,California,2019-12-03,Sample Agent 2,6776 Sunset Blvd,Santa Ana,CA,9293,Santa Clara,(213) 228-2212,,C9916283,cafe,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.977Z,pending
15 Bistro 3,Active,California,2023-03-06,Sample Agent 3,8031 Mission St,Sacramento,CA,95497,Sacramento,(916) 935-5506,,C7728122,bistro,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:54.977Z,pending
15 Cafe 1,Active,California,2018-01-22,Sample Agent 1,1606 1st St,Oakland,CA,94894,Los Angeles,(213) 585-3490,,C8605856,cafe,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.280Z,pending
15 Coffee Shop 2,Active,California,2018-04-23,Sample Agent 2,6251 Main St,Oakland,CA,94950,Los Angeles,(213) 878-9947,,C7301948,coffee shop,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:54.280Z,pending
12 Cafe 1,Inactive,California,2018-10-08,Sample Agent 1,3720 Mission St,Sacramento,CA,95729,Sacramento,(916) 133-9068,,C3455830,cafe,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.280Z,pending
12 Restaurant 2,Active,California,2022-07-26,Sample Agent 2,3384 Market St,Los Angeles,CA,90915,Los Angeles,(213) 346-3850,,C3410884,restaurant,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.280Z,pending
12 Bistro 3,Active,California,2015-05-09,Sample Agent 3,5619 Market St,San Francisco,CA,94768,San Diego,(415) 667-3804,,C3614454,bistro,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:55.280Z,pending
15 Diner 1,Active,California,2012-07-19,Sample Agent 1,8377 Hollywood Blvd,Los Angeles,CA,9019,Los Angeles,(213) 525-7222,,C7533535,diner,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.737Z,pending
15 Coffee Shop 2,Active,California,2022-08-30,Sample Agent 2,5178 Market St,Fresno,CA,93154,Fresno,(559) 705-5710,,C3247085,coffee shop,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:53.737Z,pending
15 Restaurant 3,Active,California,2011-05-27,Sample Agent 3,1493 Mission St,Santa Ana,CA,92625,Santa Clara,(213) 717-8535,,C5037842,restaurant,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:53.737Z,pending
12 Coffee Shop 2,Active,California,2021-12-06,Sample Agent 2,6091 Sunset Blvd,San Francisco,CA,94492,San Diego,(415) 820-2080,,C9450971,coffee shop,CA_SOS_Scraper_Generated,normal,2026-05-07T20:47:55.246Z,pending
12 Coffee Shop 3,Active,California,2019-10-01,Sample Agent 3,4185 Mission St,Oakland,CA,94306,Los Angeles,(213) 171-2546,,C3948489,coffee shop,CA_SOS_Scraper_Generated,high,2026-05-07T20:47:55.246Z,pending
