business_name,category,address,neighborhood,city,state,postal_code,phone,country,source,date_scraped,rfc,employee_count,status
Providencia Agroindustria Grupo,Agroindustria,255 Av. Glorieta,Ciudad del Sol,Guadalajara,Jalisco,44764,33-5249-1066,México,Registro Público de Jalisco,2026-05-07T20:56:56.222754,RLJ409547OS,11-50,Activo
Guadalajara Servicios Grupo,Servicios,450 Av. Olimpica,El Bajío,Guadalajara,Jalisco,44703,33-3747-7100,México,Registro Público de Jalisco,2026-05-07T20:56:56.222762,WDY818115WF,11-50,Activo
Omnilife Construcción Servicios,Construcción,281 Av. Glorieta,Americana,Guadalajara,Jalisco,44470,33-8119-4137,México,Registro Público de Jalisco,2026-05-07T20:56:56.222772,QHT737637SB,1-10,Activo
Guadalajara Textiles Servicios,Textiles,276 Av. Patria,El Bajío,Guadalajara,Jalisco,44400,33-9831-7158,México,Registro Público de Jalisco,2026-05-07T20:56:56.222781,LUF633002TN,1-10,Activo
Jalisco Agroindustria Soluciones,Agroindustria,265 Av. Lázaro Cárdenas,Americana,Guadalajara,Jalisco,44631,33-4599-8542,México,Registro Público de Jalisco,2026-05-07T20:56:56.222797,BZO277145CH,51-200,Activo
Tapatía Turismo S.C.,Turismo,238 Av. Minerva,Monraz,Guadalajara,Jalisco,44211,33-1563-3596,México,Registro Público de Jalisco,2026-05-07T20:56:56.222809,ZSB114521RC,11-50,Activo
Omnilife Tecnología Grupo,Tecnología,25 Av. Américas,Chapultepec,Guadalajara,Jalisco,44293,33-6434-9166,México,Registro Público de Jalisco,2026-05-07T20:56:56.222820,LPL253934JH,11-50,Activo
Guadalajara Logística Soluciones,Logística,287 Av. Vallarta,Chapultepec,Guadalajara,Jalisco,44858,33-7860-5108,México,Registro Público de Jalisco,2026-05-07T20:56:56.222830,MBH343800MH,51-200,Activo
Minerva Comercio S.C.,Comercio,71 Av. López Mateos,Monraz,Guadalajara,Jalisco,44607,33-7120-8436,México,Registro Público de Jalisco,2026-05-07T20:56:56.222837,NRF511035BI,1-10,Activo
Andares Agroindustria Soluciones,Agroindustria,373 Av. Glorieta,Minerva,Guadalajara,Jalisco,44417,33-5691-6351,México,Registro Público de Jalisco,2026-05-07T20:56:56.222853,ZFC319605LG,200+,Activo
Omnilife Agroindustria Soluciones,Agroindustria,498 Av. Lázaro Cárdenas,Chapultepec,Guadalajara,Jalisco,44848,33-3530-9689,México,Registro Público de Jalisco,2026-05-07T20:56:56.222868,XXM498231YE,11-50,Activo
Tequila Servicios S.A. de C.V.,Servicios,408 Av. Glorieta,El Bajío,Guadalajara,Jalisco,44554,33-7084-9356,México,Registro Público de Jalisco,2026-05-07T20:56:56.222879,KLU711957PY,51-200,Activo
Omnilife Manufactura Servicios,Manufactura,56 Av. Glorieta,Chapultepec,Guadalajara,Jalisco,44949,33-5149-6388,México,Registro Público de Jalisco,2026-05-07T20:56:56.222888,VPL936274CU,200+,Activo
Omnilife Tecnología Soluciones,Tecnología,194 Av. Tepeyac,Lomas del Valle,Guadalajara,Jalisco,44681,33-3243-2372,México,Registro Público de Jalisco,2026-05-07T20:56:56.222903,QXR140740CU,51-200,Activo
Tapatío Agroindustria S.C.,Agroindustria,54 Av. Américas,Minerva,Guadalajara,Jalisco,44231,33-5139-2577,México,Registro Público de Jalisco,2026-05-07T20:56:56.222913,EKL647355IP,51-200,Activo
Minerva Logística S.C.,Logística,181 Av. Minerva,Americana,Guadalajara,Jalisco,44209,33-5525-3127,México,Registro Público de Jalisco,2026-05-07T20:56:56.222927,RKJ876283QN,51-200,Activo
Guadalajara Turismo S.C.,Turismo,174 Av. Glorieta,Ciudad del Sol,Guadalajara,Jalisco,44451,33-8041-7191,México,Registro Público de Jalisco,2026-05-07T20:56:56.222940,HUZ190088FB,200+,Activo
Jalisco Comercio S. de R.L.,Comercio,56 Av. Glorieta,Providencia,Guadalajara,Jalisco,44137,33-9594-6266,México,Registro Público de Jalisco,2026-05-07T20:56:56.222949,BOZ924116MB,11-50,Activo
Guadalajara Turismo Servicios,Turismo,262 Av. Minerva,Ciudad del Sol,Guadalajara,Jalisco,44220,33-6269-7989,México,Registro Público de Jalisco,2026-05-07T20:56:56.222958,DDK825413AF,200+,Activo
Tapatío Construcción Grupo,Construcción,90 Av. Tepeyac,Providencia,Guadalajara,Jalisco,44372,33-6391-7057,México,Registro Público de Jalisco,2026-05-07T20:56:56.222971,VPJ409974QW,11-50,Activo
Minerva Manufactura S.C.,Manufactura,22 Av. Patria,El Bajío,Guadalajara,Jalisco,44148,33-4608-7182,México,Registro Público de Jalisco,2026-05-07T20:56:56.222981,NPH410474KL,1-10,Activo
Omnilife Servicios S. de R.L.,Servicios,388 Av. Vallarta,Minerva,Guadalajara,Jalisco,44187,33-5257-9592,México,Registro Público de Jalisco,2026-05-07T20:56:56.222990,IZU263855MC,51-200,Activo
Tapatío Manufactura Servicios,Manufactura,332 Av. Vallarta,Americana,Guadalajara,Jalisco,44785,33-5090-1229,México,Registro Público de Jalisco,2026-05-07T20:56:56.222999,LBU188137XR,200+,Activo
Tequila Alimentos S. de R.L.,Alimentos,31 Av. Tepeyac,Americana,Guadalajara,Jalisco,44624,33-1453-9531,México,Registro Público de Jalisco,2026-05-07T20:56:56.223017,GZB289764QE,1-10,Activo
Tapatía Manufactura S.A. de C.V.,Manufactura,82 Av. Patria,Monraz,Guadalajara,Jalisco,44963,33-4361-6293,México,Registro Público de Jalisco,2026-05-07T20:56:56.223026,MQT881881QN,1-10,Activo
Jalisco Turismo S.C.,Turismo,97 Av. Patria,Minerva,Guadalajara,Jalisco,44458,33-4914-2828,México,Registro Público de Jalisco,2026-05-07T20:56:56.223035,AKI369094RA,11-50,Activo
Omnilife Textiles S.C.,Textiles,480 Av. Olimpica,Del Valle,Guadalajara,Jalisco,44723,33-6993-2097,México,Registro Público de Jalisco,2026-05-07T20:56:56.223043,MIF694268QH,51-200,Activo
Guadalajara Comercio Soluciones,Comercio,367 Av. Américas,Lomas del Valle,Guadalajara,Jalisco,44492,33-4402-2312,México,Registro Público de Jalisco,2026-05-07T20:56:56.223052,XUR214837WS,11-50,Activo
Guadalajara Logística S.C.,Logística,272 Av. Vallarta,Ciudad del Sol,Guadalajara,Jalisco,44342,33-7876-5743,México,Registro Público de Jalisco,2026-05-07T20:56:56.223061,MVX652148HI,200+,Activo
Andares Alimentos S.A. de C.V.,Alimentos,438 Av. Américas,Del Valle,Guadalajara,Jalisco,44472,33-2405-3448,México,Registro Público de Jalisco,2026-05-07T20:56:56.223073,QEE841564OT,11-50,Activo
Omnilife Textiles S.C.,Textiles,41 Av. Américas,Lomas del Valle,Guadalajara,Jalisco,44526,33-9522-3214,México,Registro Público de Jalisco,2026-05-07T20:56:56.223083,CML357184ZH,51-200,Activo
Tapatía Alimentos Servicios,Alimentos,496 Av. Tepeyac,Del Valle,Guadalajara,Jalisco,44900,33-2896-5826,México,Registro Público de Jalisco,2026-05-07T20:56:56.223098,WCN531020DT,51-200,Activo
Guadalajara Manufactura Servicios,Manufactura,265 Av. Glorieta,Americana,Guadalajara,Jalisco,44103,33-8214-3878,México,Registro Público de Jalisco,2026-05-07T20:56:56.223107,FQY291277YT,1-10,Activo
Tequila Construcción S.C.,Construcción,95 Av. López Mateos,Lomas del Valle,Guadalajara,Jalisco,44157,33-4990-3702,México,Registro Público de Jalisco,2026-05-07T20:56:56.223116,THA685578NY,11-50,Activo
Tapatío Agroindustria S.A. de C.V.,Agroindustria,104 Av. Glorieta,Americana,Guadalajara,Jalisco,44477,33-5840-3016,México,Registro Público de Jalisco,2026-05-07T20:56:56.223125,TYB293098FQ,11-50,Activo
Guadalajara Construcción Grupo,Construcción,135 Av. Minerva,Del Valle,Guadalajara,Jalisco,44655,33-6184-3472,México,Registro Público de Jalisco,2026-05-07T20:56:56.223135,OZT955247QN,1-10,Activo
Tapatío Agroindustria Soluciones,Agroindustria,395 Av. Vallarta,Del Valle,Guadalajara,Jalisco,44701,33-6846-8724,México,Registro Público de Jalisco,2026-05-07T20:56:56.223144,YSX344503XJ,51-200,Activo
Omnilife Construcción Soluciones,Construcción,146 Av. Américas,Lomas del Valle,Guadalajara,Jalisco,44105,33-2077-1667,México,Registro Público de Jalisco,2026-05-07T20:56:56.223154,LIA869965VO,11-50,Activo
Guadalajara Agroindustria Soluciones,Agroindustria,212 Av. Olimpica,Americana,Guadalajara,Jalisco,44225,33-2829-9121,México,Registro Público de Jalisco,2026-05-07T20:56:56.223163,DYL772191CN,51-200,Activo
Providencia Turismo S. de R.L.,Turismo,388 Av. Vallarta,El Bajío,Guadalajara,Jalisco,44576,33-6633-1849,México,Registro Público de Jalisco,2026-05-07T20:56:56.223176,MBJ734083DE,11-50,Activo
Tapatío Alimentos Grupo,Alimentos,10 Av. Glorieta,Americana,Guadalajara,Jalisco,44241,33-2972-1589,México,Registro Público de Jalisco,2026-05-07T20:56:56.223185,NZR637874FI,51-200,Activo
Minerva Alimentos Grupo,Alimentos,242 Av. Lázaro Cárdenas,Providencia,Guadalajara,Jalisco,44714,33-4443-6682,México,Registro Público de Jalisco,2026-05-07T20:56:56.223194,LWX823347ZW,51-200,Activo
Andares Logística S.A. de C.V.,Logística,440 Av. Minerva,Providencia,Guadalajara,Jalisco,44973,33-5912-7040,México,Registro Público de Jalisco,2026-05-07T20:56:56.223209,KOE281655MC,51-200,Activo
Providencia Turismo Grupo,Turismo,353 Av. Vallarta,Americana,Guadalajara,Jalisco,44653,33-4644-6396,México,Registro Público de Jalisco,2026-05-07T20:56:56.223219,GHH996573UW,200+,Activo
Minerva Manufactura S.A. de C.V.,Manufactura,132 Av. Patria,Americana,Guadalajara,Jalisco,44473,33-9460-4166,México,Registro Público de Jalisco,2026-05-07T20:56:56.223227,NSR252315AB,11-50,Activo
Guadalajara Construcción S.A. de C.V.,Construcción,331 Av. López Mateos,Lomas del Valle,Guadalajara,Jalisco,44878,33-5029-4318,México,Registro Público de Jalisco,2026-05-07T20:56:56.223237,GHW665489AK,1-10,Activo
Jalisco Manufactura Soluciones,Manufactura,193 Av. Glorieta,Chapultepec,Guadalajara,Jalisco,44645,33-7992-1523,México,Registro Público de Jalisco,2026-05-07T20:56:56.223248,TLQ964391GX,200+,Activo
Tapatía Turismo Grupo,Turismo,99 Av. Américas,Americana,Guadalajara,Jalisco,44321,33-4796-2717,México,Registro Público de Jalisco,2026-05-07T20:56:56.223256,VZD196725WV,51-200,Activo
Omnilife Alimentos Soluciones,Alimentos,142 Av. Tepeyac,Del Valle,Guadalajara,Jalisco,44133,33-9693-3224,México,Registro Público de Jalisco,2026-05-07T20:56:56.223268,YSX358781BT,1-10,Activo
Providencia Manufactura S. de R.L.,Manufactura,30 Av. Américas,Americana,Guadalajara,Jalisco,44266,33-7366-9885,México,Registro Público de Jalisco,2026-05-07T20:56:56.223278,LRK684331PT,11-50,Activo
Andares Alimentos S.C.,Alimentos,382 Av. Glorieta,Ciudad del Sol,Guadalajara,Jalisco,44686,33-7237-3771,México,Registro Público de Jalisco,2026-05-07T20:56:56.223287,SXJ909033GB,200+,Activo
Tequila Alimentos Servicios,Alimentos,271 Av. Glorieta,Del Valle,Guadalajara,Jalisco,44430,33-1295-1351,México,Registro Público de Jalisco,2026-05-07T20:56:56.223295,AVB724779BC,1-10,Activo
Providencia Alimentos S.C.,Alimentos,134 Av. Olimpica,Ciudad del Sol,Guadalajara,Jalisco,44363,33-1310-2287,México,Registro Público de Jalisco,2026-05-07T20:56:56.223302,UPK202884NA,200+,Activo
Tapatía Logística S. de R.L.,Logística,336 Av. Américas,Chapultepec,Guadalajara,Jalisco,44207,33-6805-4550,México,Registro Público de Jalisco,2026-05-07T20:56:56.223309,UEC906035BE,1-10,Activo
Andares Agroindustria S.C.,Agroindustria,254 Av. Américas,Del Valle,Guadalajara,Jalisco,44200,33-1298-8064,México,Registro Público de Jalisco,2026-05-07T20:56:56.223317,MNJ886761GO,1-10,Activo
