business_name,category,address,city,province,postal_code,phone,country,source,date_scraped,naics_code,employee_count,status
River Agriculture Inc,Agriculture,1494 Circle St,Saskatoon,Saskatchewan,S6K 9D6,306-579-6503,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.188245,66639,51-200,Active
Bridge City Technology Inc,Technology,4858 Circle St,Saskatoon,Saskatchewan,S6K 2S4,306-886-4592,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.188253,59374,1-10,Active
Saskatoon Construction Group,Construction,706 22nd St,Saskatoon,Saskatchewan,S6K 7N6,306-708-6249,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.188269,42899,11-50,Active
River Transportation Ltd,Transportation,3981 22nd St,Saskatoon,Saskatchewan,S7K 1F1,306-325-9974,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.188277,80082,200+,Active
Bridge City Professional Services Ltd,Professional Services,1876 2nd St,Saskatoon,Saskatchewan,S7K 2A9,306-922-5580,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.188285,54791,200+,Active
River Energy Group,Energy,4251 22nd St,Saskatoon,Saskatchewan,S6K 9X3,306-254-9979,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.188293,84790,11-50,Active
River Transportation Ltd,Transportation,1183 8th St,Saskatoon,Saskatchewan,S7K 4Q6,306-218-7898,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.188306,49416,200+,Active
Bridge City Retail Services,Retail,4853 22nd St,Saskatoon,Saskatchewan,S7K 3G8,306-539-1532,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.188318,47340,1-10,Active
Bridge City Agriculture Solutions,Agriculture,4630 Idylwyld St,Saskatoon,Saskatchewan,S7K 7N5,306-768-4101,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.188326,30782,200+,Active
River Technology Solutions,Technology,4267 2nd St,Saskatoon,Saskatchewan,S7K 2S7,306-862-5761,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.188334,82676,1-10,Active
Saskatoon Mining Solutions,Mining,3641 2nd St,Saskatoon,Saskatchewan,S6K 6E9,306-339-6743,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.188342,92542,1-10,Active
Sask Retail Services,Retail,2348 Circle St,Saskatoon,Saskatchewan,S6K 4B2,306-651-3760,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.188349,74204,200+,Active
Bridge City Construction Ltd,Construction,333 8th St,Saskatoon,Saskatchewan,S7K 9A5,306-953-2182,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.188357,65061,51-200,Active
River Construction Group,Construction,1562 Idylwyld St,Saskatoon,Saskatchewan,S6K 4T8,306-673-8024,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.188364,44144,11-50,Active
Bridge City Mining Services,Mining,1403 Circle St,Saskatoon,Saskatchewan,S6K 6T8,306-595-7261,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.188372,14699,51-200,Active
River Agriculture Inc,Agriculture,4900 Circle St,Saskatoon,Saskatchewan,S7K 7P9,306-655-1179,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.188379,91335,1-10,Active
Saskatoon Transportation Inc,Transportation,1787 8th St,Saskatoon,Saskatchewan,S7K 7B3,306-884-2415,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.188391,60901,200+,Active
Bridge City Construction Services,Construction,4104 22nd St,Saskatoon,Saskatchewan,S6K 8C8,306-712-4220,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202756,78497,51-200,Active
Saskatoon Construction Services,Construction,763 8th St,Saskatoon,Saskatchewan,S7K 3T4,306-864-9815,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202780,54085,11-50,Active
Bridge City Transportation Ltd,Transportation,269 Idylwyld St,Saskatoon,Saskatchewan,S7K 1V3,306-539-4433,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202791,56616,11-50,Active
Saskatoon Agriculture Services,Agriculture,4847 Idylwyld St,Saskatoon,Saskatchewan,S6K 7K9,306-579-5760,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202800,82567,51-200,Active
River Transportation Solutions,Transportation,211 22nd St,Saskatoon,Saskatchewan,S7K 4L2,306-707-3247,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202808,31197,200+,Active
Sask Agriculture Solutions,Agriculture,3734 2nd St,Saskatoon,Saskatchewan,S7K 6V5,306-300-7007,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202817,65288,1-10,Active
Saskatoon Mining Group,Mining,2331 Circle St,Saskatoon,Saskatchewan,S6K 9I9,306-381-4321,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202825,24760,200+,Active
Sask Mining Ltd,Mining,1556 22nd St,Saskatoon,Saskatchewan,S6K 4J2,306-915-5340,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202834,79393,1-10,Active
Sask Technology Ltd,Technology,525 Idylwyld St,Saskatoon,Saskatchewan,S6K 1E4,306-618-5347,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202841,49542,200+,Active
River Manufacturing Group,Manufacturing,2136 2nd St,Saskatoon,Saskatchewan,S7K 2Q3,306-234-9070,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202861,26215,51-200,Active
Sask Agriculture Ltd,Agriculture,4731 Circle St,Saskatoon,Saskatchewan,S6K 2C8,306-966-5158,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202875,27916,11-50,Active
River Transportation Ltd,Transportation,3387 22nd St,Saskatoon,Saskatchewan,S7K 3T7,306-879-2179,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202884,68614,51-200,Active
Saskatoon Manufacturing Solutions,Manufacturing,692 8th St,Saskatoon,Saskatchewan,S7K 9N7,306-970-5645,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202892,75147,1-10,Active
Sask Retail Group,Retail,1667 22nd St,Saskatoon,Saskatchewan,S6K 3H4,306-927-6857,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202900,86283,11-50,Active
Sask Agriculture Ltd,Agriculture,2222 Idylwyld St,Saskatoon,Saskatchewan,S7K 4Y8,306-754-9106,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202912,46558,11-50,Active
Saskatoon Agriculture Group,Agriculture,4241 Idylwyld St,Saskatoon,Saskatchewan,S7K 7N1,306-586-9958,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202920,73088,200+,Active
Sask Transportation Services,Transportation,1226 Idylwyld St,Saskatoon,Saskatchewan,S6K 9H7,306-462-3721,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202928,87320,200+,Active
River Transportation Ltd,Transportation,4293 2nd St,Saskatoon,Saskatchewan,S7K 8W9,306-338-7345,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202936,23765,11-50,Active
Sask Mining Group,Mining,1216 Idylwyld St,Saskatoon,Saskatchewan,S7K 7B1,306-867-1475,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202945,25531,51-200,Active
River Energy Solutions,Energy,3755 2nd St,Saskatoon,Saskatchewan,S7K 3Q4,306-428-1582,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202958,49287,200+,Active
Bridge City Agriculture Services,Agriculture,2907 Idylwyld St,Saskatoon,Saskatchewan,S6K 2D2,306-901-3413,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202966,62831,11-50,Active
Sask Construction Solutions,Construction,1180 2nd St,Saskatoon,Saskatchewan,S7K 2A4,306-695-8052,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202974,12674,200+,Active
Bridge City Manufacturing Solutions,Manufacturing,3363 22nd St,Saskatoon,Saskatchewan,S7K 5Q7,306-441-5355,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202983,60326,11-50,Active
Bridge City Retail Inc,Retail,3126 2nd St,Saskatoon,Saskatchewan,S6K 3D2,306-514-8981,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.202992,73270,1-10,Active
Bridge City Energy Solutions,Energy,4846 2nd St,Saskatoon,Saskatchewan,S6K 2H8,306-363-4852,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.203000,81372,51-200,Active
Bridge City Energy Solutions,Energy,407 Circle St,Saskatoon,Saskatchewan,S7K 3Z4,306-300-8395,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.203015,71229,200+,Active
Bridge City Mining Inc,Mining,2890 Idylwyld St,Saskatoon,Saskatchewan,S6K 1P4,306-718-1507,Canada,Saskatchewan Corporate Registry,2026-05-07T20:56:56.203022,92192,11-50,Active
