business_name,category,address,city,province,postal_code,phone,country,source,date_scraped,naics_code,employee_count,status
Nova Construction Corp,Construction,2959 Barrington St,Halifax,Nova Scotia,B4J 1X8,902-752-1581,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271639,52710,11-50,Active
Nova Tourism Services,Tourism,2980 Barrington St,Halifax,Nova Scotia,B4J 8Z2,902-755-8334,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271646,98639,200+,Active
Atlantic Tourism Services,Tourism,2529 Barrington St,Halifax,Nova Scotia,B4J 6G9,902-340-9676,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271655,41867,11-50,Active
Nova Retail Group,Retail,179 Argyle St,Halifax,Nova Scotia,B3J 6I2,902-634-8629,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271662,61875,11-50,Active
Maritime Tourism Group,Tourism,1188 Blowers St,Halifax,Nova Scotia,B4J 1V4,902-755-2613,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271670,34420,51-200,Active
Maritime Healthcare Inc,Healthcare,1259 Barrington St,Halifax,Nova Scotia,B4J 2K7,902-426-8457,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271678,22050,11-50,Active
Nova Professional Services Services,Professional Services,1553 Barrington St,Halifax,Nova Scotia,B4J 8F8,902-346-4256,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271685,97232,11-50,Active
Halifax Education Services,Education,2413 Argyle St,Halifax,Nova Scotia,B4J 9V7,902-515-5047,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271693,24002,1-10,Active
Nova Professional Services Inc,Professional Services,576 Barrington St,Halifax,Nova Scotia,B3J 5K8,902-229-9659,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271704,90564,11-50,Active
Atlantic Fishing Ltd,Fishing,1235 Barrington St,Halifax,Nova Scotia,B4J 1E5,902-922-3430,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271715,96063,1-10,Active
Scotia Construction Corp,Construction,944 Spring Garden St,Halifax,Nova Scotia,B3J 9D9,902-656-5071,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271725,30935,11-50,Active
Nova Shipbuilding Inc,Shipbuilding,2618 Barrington St,Halifax,Nova Scotia,B4J 4F9,902-492-7121,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271732,87639,11-50,Active
Scotia Technology Services,Technology,576 Water St,Halifax,Nova Scotia,B3J 5D4,902-326-9240,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271741,16052,200+,Active
Nova Retail Enterprises,Retail,2411 Argyle St,Halifax,Nova Scotia,B3J 1E1,902-918-2359,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271751,58288,1-10,Active
Scotia Education Corp,Education,1448 Spring Garden St,Halifax,Nova Scotia,B4J 3N2,902-286-8836,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271764,92644,1-10,Active
Maritime Tourism Inc,Tourism,1761 Blowers St,Halifax,Nova Scotia,B4J 2W2,902-257-1718,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271773,78638,200+,Active
Scotia Fishing Group,Fishing,1473 Duke St,Halifax,Nova Scotia,B4J 9F5,902-651-8162,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271781,49503,11-50,Active
Atlantic Healthcare Corp,Healthcare,2153 Argyle St,Halifax,Nova Scotia,B3J 9D5,902-709-7807,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271788,84007,200+,Active
Nova Tourism Enterprises,Tourism,2582 Blowers St,Halifax,Nova Scotia,B3J 9U8,902-808-3657,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271795,67344,51-200,Active
Maritime Construction Ltd,Construction,1994 Spring Garden St,Halifax,Nova Scotia,B3J 4Q9,902-616-3299,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271807,96949,200+,Active
Nova Technology Group,Technology,2600 Water St,Halifax,Nova Scotia,B3J 7E2,902-426-5855,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271814,48970,200+,Active
Scotia Tourism Inc,Tourism,1486 Argyle St,Halifax,Nova Scotia,B4J 7M2,902-636-2969,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271821,15380,200+,Active
Halifax Technology Group,Technology,1271 Blowers St,Halifax,Nova Scotia,B3J 6H1,902-981-2944,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271828,62853,11-50,Active
Halifax Education Enterprises,Education,1971 Duke St,Halifax,Nova Scotia,B3J 8C2,902-576-9667,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271834,75585,200+,Active
Maritime Construction Group,Construction,2738 Barrington St,Halifax,Nova Scotia,B3J 2D1,902-737-8336,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271841,64672,11-50,Active
Maritime Tourism Ltd,Tourism,1401 Barrington St,Halifax,Nova Scotia,B4J 4S1,902-535-1585,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271848,37172,11-50,Active
Nova Professional Services Group,Professional Services,1185 Barrington St,Halifax,Nova Scotia,B4J 1H9,902-977-6941,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271855,35834,1-10,Active
Scotia Construction Ltd,Construction,2584 Duke St,Halifax,Nova Scotia,B3J 2R4,902-290-5443,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271863,62549,51-200,Active
Nova Healthcare Corp,Healthcare,2363 Barrington St,Halifax,Nova Scotia,B4J 7O1,902-227-5293,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271874,58426,200+,Active
Maritime Healthcare Ltd,Healthcare,904 Water St,Halifax,Nova Scotia,B3J 7B7,902-578-8329,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271884,43450,200+,Active
Nova Retail Inc,Retail,642 Blowers St,Halifax,Nova Scotia,B4J 7Y1,902-693-3882,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271891,75701,1-10,Active
Atlantic Education Services,Education,262 Argyle St,Halifax,Nova Scotia,B3J 4I4,902-875-7780,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271898,49642,11-50,Active
Scotia Construction Corp,Construction,1396 Spring Garden St,Halifax,Nova Scotia,B3J 5K4,902-328-4836,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271906,15163,1-10,Active
Maritime Education Enterprises,Education,2277 Spring Garden St,Halifax,Nova Scotia,B4J 6Q1,902-693-6283,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271913,50154,11-50,Active
Nova Tourism Services,Tourism,2740 Argyle St,Halifax,Nova Scotia,B3J 2K8,902-967-7852,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271921,66349,1-10,Active
Scotia Fishing Group,Fishing,2255 Water St,Halifax,Nova Scotia,B3J 2I4,902-376-1991,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271929,34461,11-50,Active
Scotia Technology Group,Technology,551 Duke St,Halifax,Nova Scotia,B3J 7C7,902-548-4880,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271936,23559,11-50,Active
Atlantic Healthcare Group,Healthcare,2983 Argyle St,Halifax,Nova Scotia,B4J 6P9,902-256-6868,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271943,17676,1-10,Active
Maritime Healthcare Group,Healthcare,2061 Duke St,Halifax,Nova Scotia,B3J 6T1,902-705-1868,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271949,60570,1-10,Active
Halifax Tourism Enterprises,Tourism,2557 Argyle St,Halifax,Nova Scotia,B4J 4Q3,902-427-5303,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271960,82150,51-200,Active
Atlantic Technology Inc,Technology,597 Duke St,Halifax,Nova Scotia,B4J 4K5,902-813-9990,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271967,39162,11-50,Active
Scotia Technology Inc,Technology,1838 Spring Garden St,Halifax,Nova Scotia,B4J 7I9,902-431-3920,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271973,82049,1-10,Active
Halifax Technology Enterprises,Technology,1019 Spring Garden St,Halifax,Nova Scotia,B3J 9X5,902-338-8953,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.271981,21420,200+,Active
Nova Professional Services Services,Professional Services,8 Barrington St,Halifax,Nova Scotia,B4J 4V7,902-597-5044,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272077,14155,11-50,Active
Maritime Education Ltd,Education,1564 Spring Garden St,Halifax,Nova Scotia,B4J 8F3,902-627-6405,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272089,65830,51-200,Active
Halifax Healthcare Services,Healthcare,399 Barrington St,Halifax,Nova Scotia,B4J 2V7,902-809-9415,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272098,43245,11-50,Active
Halifax Technology Services,Technology,1903 Argyle St,Halifax,Nova Scotia,B3J 9F6,902-694-1866,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272109,89288,1-10,Active
Atlantic Education Corp,Education,652 Barrington St,Halifax,Nova Scotia,B4J 1K6,902-229-2849,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272117,29475,1-10,Active
Maritime Healthcare Services,Healthcare,1506 Water St,Halifax,Nova Scotia,B4J 3H5,902-736-6889,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272124,75845,1-10,Active
Nova Retail Group,Retail,1585 Barrington St,Halifax,Nova Scotia,B3J 5L5,902-932-2412,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272141,12332,51-200,Active
Nova Retail Group,Retail,1416 Barrington St,Halifax,Nova Scotia,B3J 4Y1,902-830-9108,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272150,54446,51-200,Active
Maritime Healthcare Enterprises,Healthcare,227 Blowers St,Halifax,Nova Scotia,B3J 9R8,902-915-2024,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272160,40684,1-10,Active
Maritime Fishing Services,Fishing,83 Water St,Halifax,Nova Scotia,B3J 2L6,902-722-3264,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272173,42305,1-10,Active
Atlantic Professional Services Inc,Professional Services,2277 Water St,Halifax,Nova Scotia,B3J 3G4,902-335-2774,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272181,16318,11-50,Active
Scotia Healthcare Corp,Healthcare,713 Duke St,Halifax,Nova Scotia,B4J 2J8,902-639-6671,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272188,67956,11-50,Active
Maritime Construction Ltd,Construction,148 Water St,Halifax,Nova Scotia,B4J 1B1,902-445-5420,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272196,83466,200+,Active
Halifax Construction Group,Construction,2260 Duke St,Halifax,Nova Scotia,B4J 4E7,902-707-7531,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272202,45915,200+,Active
Atlantic Technology Services,Technology,2889 Water St,Halifax,Nova Scotia,B4J 3N9,902-732-1759,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272210,39566,51-200,Active
Nova Education Enterprises,Education,463 Spring Garden St,Halifax,Nova Scotia,B4J 6J2,902-781-9872,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272218,93795,1-10,Active
Atlantic Shipbuilding Corp,Shipbuilding,2891 Spring Garden St,Halifax,Nova Scotia,B4J 2W4,902-664-2889,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272231,57058,200+,Active
Atlantic Shipbuilding Inc,Shipbuilding,274 Barrington St,Halifax,Nova Scotia,B4J 2U4,902-666-3964,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272242,71286,1-10,Active
Atlantic Technology Group,Technology,420 Argyle St,Halifax,Nova Scotia,B4J 7Y3,902-873-5579,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272248,66576,11-50,Active
Scotia Shipbuilding Group,Shipbuilding,1502 Argyle St,Halifax,Nova Scotia,B4J 1X8,902-543-3759,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272255,33261,200+,Active
Atlantic Technology Group,Technology,2756 Spring Garden St,Halifax,Nova Scotia,B3J 9S9,902-849-7996,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272262,17347,11-50,Active
Scotia Professional Services Group,Professional Services,2731 Barrington St,Halifax,Nova Scotia,B4J 8T2,902-807-2382,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272269,97499,200+,Active
Atlantic Professional Services Group,Professional Services,244 Argyle St,Halifax,Nova Scotia,B4J 1S7,902-656-5244,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272277,61512,1-10,Active
Atlantic Construction Services,Construction,2134 Blowers St,Halifax,Nova Scotia,B4J 4P8,902-852-3152,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272288,23954,1-10,Active
Atlantic Technology Corp,Technology,2592 Argyle St,Halifax,Nova Scotia,B3J 6Q9,902-216-9197,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272297,55885,200+,Active
Scotia Fishing Services,Fishing,329 Spring Garden St,Halifax,Nova Scotia,B4J 5P9,902-284-5768,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272304,64965,1-10,Active
Halifax Education Enterprises,Education,2871 Barrington St,Halifax,Nova Scotia,B4J 5P2,902-692-8902,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272315,97919,11-50,Active
Nova Fishing Ltd,Fishing,2333 Water St,Halifax,Nova Scotia,B4J 3C7,902-835-8371,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272327,86604,1-10,Active
Scotia Education Ltd,Education,2095 Argyle St,Halifax,Nova Scotia,B4J 6I8,902-822-1060,Canada,Nova Scotia Registry of Joint Stock Companies,2026-05-07T20:56:56.272337,46902,11-50,Active
