business_name,category,address,neighborhood,city,state,postal_code,phone,country,source,date_scraped,rfc,employee_count,status
Constitución Servicios Financieros Corporativo,Servicios Financieros,143 Revolución,Carrizalejo,Monterrey,Nuevo León,64914,81-9724-1122,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300519,LDV486655CL,51-200,Activo
Paseo Logística Corporativo,Logística,124 Constitución,Tecnológico,Monterrey,Nuevo León,64681,81-7240-2519,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300530,XRW698185SC,51-200,Activo
San Pedro Logística Grupo Industrial,Logística,104 Garza Sada,Contry,Monterrey,Nuevo León,64635,81-8465-6505,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300539,BQV527666AF,51-200,Activo
Sultana Tecnología S. de R.L.,Tecnología,157 Lázaro Cárdenas,Carrizalejo,Monterrey,Nuevo León,64434,81-7778-1668,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300550,ILJ879962ZS,11-50,Activo
San Pedro Tecnología S. de R.L.,Tecnología,5 Vasconcelos,Cumbres,Monterrey,Nuevo León,64351,81-6898-6638,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300565,ROY179412NV,200+,Activo
San Pedro Manufactura Grupo Industrial,Manufactura,191 Gómez Morín,Cumbres,Monterrey,Nuevo León,64988,81-2922-6768,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300577,JRO671929AT,51-200,Activo
Sultana Construcción Corporativo,Construcción,539 Revolución,Del Valle,Monterrey,Nuevo León,64292,81-3316-2602,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300587,AWQ413086TO,1-10,Activo
Regiomontano Acero Servicios,Acero,107 Chipinque,Apodaca,Monterrey,Nuevo León,64589,81-5364-5365,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300617,DEX184388EI,11-50,Activo
San Pedro Manufactura S. de R.L.,Manufactura,169 Revolución,Tecnológico,Monterrey,Nuevo León,64659,81-3170-5878,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300627,ADR974137MT,200+,Activo
Valle Oriente Comercio Grupo Industrial,Comercio,420 Lázaro Cárdenas,San Pedro,Monterrey,Nuevo León,64955,81-4354-3171,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300642,LIS174824ZW,11-50,Activo
Monterrey Automotriz Grupo Industrial,Automotriz,458 Vasconcelos,Apodaca,Monterrey,Nuevo León,64181,81-2885-2986,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300652,SQQ317733YN,11-50,Activo
Regiomontano Energía Servicios,Energía,59 Revolución,Obispado,Monterrey,Nuevo León,64776,81-5928-6987,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300666,PZG609425RB,51-200,Activo
Sultana Tecnología Corporativo,Tecnología,160 Revolución,Del Valle,Monterrey,Nuevo León,64165,81-2605-2219,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300681,CLT371985IZ,51-200,Activo
Regiomontano Logística Corporativo,Logística,434 Chipinque,Tecnológico,Monterrey,Nuevo León,64990,81-7641-9247,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300693,KTB784260GN,51-200,Activo
Paseo Electrónica S.A. de C.V.,Electrónica,64 Gonzalitos,Centro,Monterrey,Nuevo León,64199,81-5537-4100,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300702,ROW223946PJ,51-200,Activo
San Pedro Electrónica S. de R.L.,Electrónica,322 Vasconcelos,Centro,Monterrey,Nuevo León,64590,81-4675-9516,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300711,BQU718613XH,200+,Activo
Constitución Acero Grupo Industrial,Acero,584 Chipinque,Tecnológico,Monterrey,Nuevo León,64218,81-6824-5859,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300730,TSM142582JZ,11-50,Activo
Constitución Logística S. de R.L.,Logística,137 Fundidora,Tecnológico,Monterrey,Nuevo León,64846,81-7113-7388,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300740,NKY665333LQ,11-50,Activo
Sultana Acero Grupo Industrial,Acero,110 Gonzalitos,Del Valle,Monterrey,Nuevo León,64456,81-6515-8916,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300749,MWY529651FD,200+,Activo
Sultana Manufactura S. de R.L.,Manufactura,282 Lázaro Cárdenas,Cumbres,Monterrey,Nuevo León,64861,81-9258-7728,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300762,LZC662243IS,200+,Activo
Nuevo León Electrónica S. de R.L.,Electrónica,100 Lázaro Cárdenas,Cumbres,Monterrey,Nuevo León,64797,81-4475-2148,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300771,DGH107571DD,200+,Activo
Paseo Automotriz Servicios,Automotriz,260 Vasconcelos,Valle Oriente,Monterrey,Nuevo León,64629,81-1808-2098,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300780,SPG360846FH,200+,Activo
Constitución Construcción Servicios,Construcción,201 Fundidora,Centro,Monterrey,Nuevo León,64718,81-1115-4871,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300794,DAJ415298IC,200+,Activo
Regiomontano Electrónica Servicios,Electrónica,537 Fundidora,Contry,Monterrey,Nuevo León,64086,81-5627-6522,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300806,HQU491524OH,51-200,Activo
Paseo Tecnología S. de R.L.,Tecnología,127 Revolución,Tecnológico,Monterrey,Nuevo León,64286,81-2379-9731,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300817,NCI874413LD,200+,Activo
Cerro de la Silla Comercio Servicios,Comercio,62 Chipinque,Centro,Monterrey,Nuevo León,64770,81-3303-9706,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300826,QNC362684DB,1-10,Activo
Nuevo León Acero Servicios,Acero,481 Gonzalitos,Tecnológico,Monterrey,Nuevo León,64167,81-5611-2289,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300834,ZGD850788UF,200+,Activo
Monterrey Servicios Financieros S. de R.L.,Servicios Financieros,253 Chipinque,Centro,Monterrey,Nuevo León,64797,81-3699-3690,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300842,ECM867976ID,11-50,Activo
Cerro de la Silla Electrónica Grupo Industrial,Electrónica,151 Washington,Carrizalejo,Monterrey,Nuevo León,64117,81-7696-9756,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300849,QHB668252HB,1-10,Activo
Cerro de la Silla Automotriz Grupo Industrial,Automotriz,58 Gómez Morín,Tecnológico,Monterrey,Nuevo León,64106,81-5620-5007,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300866,JLA891576GJ,51-200,Activo
San Pedro Automotriz Servicios,Automotriz,510 Gómez Morín,Obispado,Monterrey,Nuevo León,64584,81-4129-3689,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300880,OZP593104XT,1-10,Activo
San Pedro Comercio S.A. de C.V.,Comercio,222 Revolución,Carrizalejo,Monterrey,Nuevo León,64952,81-2279-4944,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300891,TTU858211IJ,51-200,Activo
Nuevo León Energía Grupo Industrial,Energía,555 Gonzalitos,Tecnológico,Monterrey,Nuevo León,64297,81-2352-5720,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300900,NRV653933MJ,51-200,Activo
Sultana Construcción Corporativo,Construcción,15 Vasconcelos,Contry,Monterrey,Nuevo León,64497,81-9857-5717,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300914,TSL775481PR,1-10,Activo
Cerro de la Silla Energía Corporativo,Energía,578 Vasconcelos,Valle Oriente,Monterrey,Nuevo León,64987,81-7379-2520,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300923,SER564006RZ,200+,Activo
Constitución Automotriz S.A. de C.V.,Automotriz,263 Fundidora,San Pedro,Monterrey,Nuevo León,64786,81-3416-4850,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300933,UMO914352KX,11-50,Activo
Regiomontano Servicios Financieros Grupo Industrial,Servicios Financieros,268 Gómez Morín,Valle Oriente,Monterrey,Nuevo León,64013,81-3133-6263,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300942,CVT377244VC,11-50,Activo
Sultana Acero S.A. de C.V.,Acero,572 Revolución,Centro,Monterrey,Nuevo León,64027,81-8759-7304,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300951,BFM271995JS,1-10,Activo
Sultana Servicios Financieros Servicios,Servicios Financieros,249 Chipinque,Valle Oriente,Monterrey,Nuevo León,64654,81-1143-8563,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300959,SNG437316AS,51-200,Activo
San Pedro Electrónica Servicios,Electrónica,491 Gómez Morín,Valle Oriente,Monterrey,Nuevo León,64221,81-7271-8051,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300972,FNP921659NV,11-50,Activo
San Pedro Acero S. de R.L.,Acero,177 Chipinque,Valle Oriente,Monterrey,Nuevo León,64980,81-6847-1283,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300981,LBI415890YV,51-200,Activo
Constitución Manufactura Grupo Industrial,Manufactura,359 Fundidora,Cumbres,Monterrey,Nuevo León,64409,81-5704-4764,México,Registro Público de Nuevo León,2026-05-07T20:56:56.300992,HET377313AD,200+,Activo
Paseo Tecnología Corporativo,Tecnología,498 Lázaro Cárdenas,Tecnológico,Monterrey,Nuevo León,64213,81-8413-5001,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301016,QKB689110GZ,1-10,Activo
San Pedro Manufactura S. de R.L.,Manufactura,121 Gonzalitos,Cumbres,Monterrey,Nuevo León,64607,81-6477-7514,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301026,OWK999288WB,200+,Activo
Cerro de la Silla Construcción Grupo Industrial,Construcción,312 Constitución,Contry,Monterrey,Nuevo León,64344,81-6725-6774,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301035,MYW479262GA,200+,Activo
Regiomontano Automotriz Servicios,Automotriz,37 Chipinque,Carrizalejo,Monterrey,Nuevo León,64818,81-1847-7257,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301054,QEK124117LJ,51-200,Activo
Cerro de la Silla Tecnología Corporativo,Tecnología,530 Fundidora,Del Valle,Monterrey,Nuevo León,64633,81-3522-2876,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301063,VZR938493IW,11-50,Activo
Valle Oriente Acero S. de R.L.,Acero,359 Lázaro Cárdenas,Contry,Monterrey,Nuevo León,64057,81-8598-4381,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301072,XDA610569JJ,51-200,Activo
Sultana Energía S. de R.L.,Energía,68 Lázaro Cárdenas,Valle Oriente,Monterrey,Nuevo León,64076,81-1830-9734,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301080,UQZ123570NP,1-10,Activo
San Pedro Comercio S.A. de C.V.,Comercio,122 Gómez Morín,Obispado,Monterrey,Nuevo León,64433,81-9601-7616,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301096,VZF338424WA,11-50,Activo
Nuevo León Manufactura S. de R.L.,Manufactura,163 Gonzalitos,Obispado,Monterrey,Nuevo León,64795,81-1001-4093,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301111,NKD563167AL,51-200,Activo
Sultana Electrónica Corporativo,Electrónica,326 Vasconcelos,Apodaca,Monterrey,Nuevo León,64398,81-9123-9051,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301127,RAF393084BE,11-50,Activo
Regiomontano Electrónica S. de R.L.,Electrónica,303 Gómez Morín,San Pedro,Monterrey,Nuevo León,64401,81-3597-7176,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301136,OFM110086TQ,200+,Activo
Sultana Construcción Grupo Industrial,Construcción,77 Garza Sada,Carrizalejo,Monterrey,Nuevo León,64661,81-1221-8937,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301144,QJJ432663XU,200+,Activo
Paseo Electrónica Servicios,Electrónica,176 Constitución,Tecnológico,Monterrey,Nuevo León,64049,81-8347-4800,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301152,QLS777523PW,200+,Activo
Sultana Servicios Financieros Servicios,Servicios Financieros,495 Washington,Tecnológico,Monterrey,Nuevo León,64976,81-4967-7982,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301161,JYY564808IH,51-200,Activo
Paseo Manufactura Corporativo,Manufactura,383 Gonzalitos,Valle Oriente,Monterrey,Nuevo León,64033,81-8626-9833,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301171,EJN106389LI,200+,Activo
Valle Oriente Manufactura Corporativo,Manufactura,423 Garza Sada,San Pedro,Monterrey,Nuevo León,64811,81-6387-9819,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301180,BAU253100SR,200+,Activo
Sultana Comercio S.A. de C.V.,Comercio,71 Constitución,Carrizalejo,Monterrey,Nuevo León,64922,81-1302-6964,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301189,EEG854015LI,200+,Activo
Nuevo León Automotriz Grupo Industrial,Automotriz,287 Fundidora,Del Valle,Monterrey,Nuevo León,64200,81-4161-3621,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301208,CKM271466DP,200+,Activo
Paseo Manufactura Servicios,Manufactura,396 Gonzalitos,Apodaca,Monterrey,Nuevo León,64217,81-4633-1347,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301224,ZHA936375EB,11-50,Activo
Nuevo León Energía Grupo Industrial,Energía,591 Revolución,Centro,Monterrey,Nuevo León,64927,81-3288-8683,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301234,IZB905228ZI,1-10,Activo
Paseo Acero Corporativo,Acero,539 Gómez Morín,Valle Oriente,Monterrey,Nuevo León,64480,81-9271-5522,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301243,XOP366287QZ,51-200,Activo
Constitución Energía S.A. de C.V.,Energía,157 Chipinque,Del Valle,Monterrey,Nuevo León,64375,81-4797-6182,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301253,GEK521781EE,1-10,Activo
Sultana Logística Corporativo,Logística,352 Chipinque,Tecnológico,Monterrey,Nuevo León,64551,81-1819-4305,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301262,FUR236809WC,11-50,Activo
Regiomontano Energía S. de R.L.,Energía,288 Fundidora,San Pedro,Monterrey,Nuevo León,64693,81-1593-3473,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301271,XQV226542TM,1-10,Activo
Regiomontano Manufactura Grupo Industrial,Manufactura,514 Gonzalitos,Contry,Monterrey,Nuevo León,64246,81-7387-1429,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301280,SET656804FI,51-200,Activo
Cerro de la Silla Electrónica Grupo Industrial,Electrónica,76 Lázaro Cárdenas,Obispado,Monterrey,Nuevo León,64157,81-2751-2152,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301295,IOL718356GI,11-50,Activo
Nuevo León Energía Grupo Industrial,Energía,17 Chipinque,San Pedro,Monterrey,Nuevo León,64731,81-3705-8740,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301303,RJT474728FU,51-200,Activo
Nuevo León Acero Servicios,Acero,464 Constitución,Contry,Monterrey,Nuevo León,64356,81-8320-8597,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301318,QKS732468OM,1-10,Activo
Nuevo León Energía Grupo Industrial,Energía,473 Garza Sada,Contry,Monterrey,Nuevo León,64827,81-2177-2817,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301327,JRT952865YE,11-50,Activo
Cerro de la Silla Logística S.A. de C.V.,Logística,484 Constitución,Cumbres,Monterrey,Nuevo León,64609,81-4998-1680,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301335,WJF942286GG,51-200,Activo
San Pedro Energía Grupo Industrial,Energía,208 Constitución,Centro,Monterrey,Nuevo León,64521,81-4425-9696,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301343,KYC813145DN,1-10,Activo
Paseo Energía Corporativo,Energía,299 Gómez Morín,Carrizalejo,Monterrey,Nuevo León,64392,81-1862-6022,México,Registro Público de Nuevo León,2026-05-07T20:56:56.301351,CSQ888159KO,200+,Activo
