business_name,category,address,neighborhood,city,state,postal_code,phone,country,source,date_scraped,rfc,employee_count,status
Veracruz Logística Petrolero,Logística,1024 5 de Mayo,Mocambo,Veracruz,Veracruz,91519,229-838-1753,México,Registro Público de Veracruz,2026-05-07T20:56:56.278431,FFM110920IJ,200+,Activo
Boca del Río Manufactura Logístico,Manufactura,1792 Zaragoza,Carranza,Veracruz,Veracruz,91592,229-968-3748,México,Registro Público de Veracruz,2026-05-07T20:56:56.278447,SUI542408SS,200+,Activo
Jarocho Servicios S. de R.L.,Servicios,1048 Lerdo,Centro,Veracruz,Veracruz,91571,229-448-6827,México,Registro Público de Veracruz,2026-05-07T20:56:56.278457,OYZ765643GT,51-200,Activo
Costa Manufactura S.A. de C.V.,Manufactura,490 Díaz Mirón,Centro,Veracruz,Veracruz,91649,229-139-8723,México,Registro Público de Veracruz,2026-05-07T20:56:56.278466,CHJ492002AD,200+,Activo
Costa Pesquero S. de R.L.,Pesquero,825 5 de Mayo,Mocambo,Veracruz,Veracruz,91855,229-749-9082,México,Registro Público de Veracruz,2026-05-07T20:56:56.278476,MYP754419OI,200+,Activo
Jarocho Logística Marítimo,Logística,468 Díaz Mirón,Carranza,Veracruz,Veracruz,91069,229-950-2247,México,Registro Público de Veracruz,2026-05-07T20:56:56.278485,VKH236925ND,11-50,Activo
Veracruz Petróleo Petrolero,Petróleo,1016 Lerdo,Centro,Veracruz,Veracruz,91860,229-410-7839,México,Registro Público de Veracruz,2026-05-07T20:56:56.278494,SXC775067KY,51-200,Activo
Puerto Comercio Marítimo,Comercio,1319 Independencia,Mocambo,Veracruz,Veracruz,91407,229-356-2150,México,Registro Público de Veracruz,2026-05-07T20:56:56.278503,UAS738922GQ,11-50,Activo
Veracruz Pesquero Servicios,Pesquero,1163 Zaragoza,Centro,Veracruz,Veracruz,91167,229-618-5972,México,Registro Público de Veracruz,2026-05-07T20:56:56.278512,DOS552239TI,11-50,Activo
Boca del Río Agrícola Logístico,Agrícola,777 Independencia,Portales,Veracruz,Veracruz,91412,229-738-4553,México,Registro Público de Veracruz,2026-05-07T20:56:56.278521,VBT944807TX,200+,Activo
Puerto Química S. de R.L.,Química,718 Independencia,Centro,Veracruz,Veracruz,91668,229-412-7080,México,Registro Público de Veracruz,2026-05-07T20:56:56.278530,UNX752455ZH,1-10,Activo
Costa Portuario S. de R.L.,Portuario,1124 Díaz Mirón,Reforma,Veracruz,Veracruz,91457,229-653-7334,México,Registro Público de Veracruz,2026-05-07T20:56:56.278543,NAC179444HB,11-50,Activo
Portuario Química Logístico,Química,424 Díaz Mirón,Mocambo,Veracruz,Veracruz,91673,229-197-8234,México,Registro Público de Veracruz,2026-05-07T20:56:56.278551,IQX893868VW,51-200,Activo
Veracruz Turismo Petrolero,Turismo,294 Independencia,Playa,Veracruz,Veracruz,91298,229-275-4809,México,Registro Público de Veracruz,2026-05-07T20:56:56.278560,JRI230123XV,51-200,Activo
Portuario Química Logístico,Química,1894 Lerdo,Carranza,Veracruz,Veracruz,91657,229-823-4557,México,Registro Público de Veracruz,2026-05-07T20:56:56.278569,UMX242699FJ,200+,Activo
Veracruz Portuario S.A. de C.V.,Portuario,93 Zaragoza,Carranza,Veracruz,Veracruz,91273,229-925-6379,México,Registro Público de Veracruz,2026-05-07T20:56:56.278578,WHF945134SQ,200+,Activo
Puerto Pesquero Logístico,Pesquero,781 Gómez Farías,Portales,Veracruz,Veracruz,91497,229-212-3555,México,Registro Público de Veracruz,2026-05-07T20:56:56.278587,IXR873855AK,200+,Activo
Costa Logística Servicios,Logística,1363 Gómez Farías,Reforma,Veracruz,Veracruz,91981,229-246-1048,México,Registro Público de Veracruz,2026-05-07T20:56:56.278613,HCX500440KZ,11-50,Activo
Veracruz Logística Logístico,Logística,1346 5 de Mayo,Mocambo,Veracruz,Veracruz,91475,229-964-5479,México,Registro Público de Veracruz,2026-05-07T20:56:56.278625,VIC428175XW,1-10,Activo
Veracruz Servicios Logístico,Servicios,1082 Gómez Farías,Mocambo,Veracruz,Veracruz,91710,229-725-3898,México,Registro Público de Veracruz,2026-05-07T20:56:56.278634,NML717536TH,11-50,Activo
Boca del Río Química Petrolero,Química,278 Independencia,Reforma,Veracruz,Veracruz,91407,229-733-8965,México,Registro Público de Veracruz,2026-05-07T20:56:56.278643,PKE774061EE,11-50,Activo
Jarocho Manufactura Logístico,Manufactura,1777 5 de Mayo,Playa,Veracruz,Veracruz,91017,229-905-5199,México,Registro Público de Veracruz,2026-05-07T20:56:56.278655,RFK482729EL,11-50,Activo
Jarocho Turismo Servicios,Turismo,1406 Zaragoza,Centro,Veracruz,Veracruz,91205,229-931-9315,México,Registro Público de Veracruz,2026-05-07T20:56:56.278664,VDT255482AY,200+,Activo
Boca del Río Agrícola Logístico,Agrícola,1446 Díaz Mirón,Portales,Veracruz,Veracruz,91165,229-376-4171,México,Registro Público de Veracruz,2026-05-07T20:56:56.278673,FBS683096DT,200+,Activo
Jarocho Servicios S.A. de C.V.,Servicios,1423 5 de Mayo,Carranza,Veracruz,Veracruz,91245,229-237-3684,México,Registro Público de Veracruz,2026-05-07T20:56:56.278683,PBM556048OO,11-50,Activo
Veracruz Pesquero Servicios,Pesquero,1966 Lerdo,Playa,Veracruz,Veracruz,91272,229-113-6060,México,Registro Público de Veracruz,2026-05-07T20:56:56.278691,JLU198470XW,1-10,Activo
Puerto Química Logístico,Química,1970 Zaragoza,Portales,Veracruz,Veracruz,91388,229-414-1966,México,Registro Público de Veracruz,2026-05-07T20:56:56.278700,ZGB912654ZC,200+,Activo
Costa Servicios Servicios,Servicios,430 Zaragoza,Centro,Veracruz,Veracruz,91657,229-984-5183,México,Registro Público de Veracruz,2026-05-07T20:56:56.278709,OYA402531WP,51-200,Activo
Costa Logística S. de R.L.,Logística,1723 Independencia,Mocambo,Veracruz,Veracruz,91595,229-533-2446,México,Registro Público de Veracruz,2026-05-07T20:56:56.278718,EUJ162500SE,51-200,Activo
Boca del Río Petróleo S.A. de C.V.,Petróleo,322 Zaragoza,Centro,Veracruz,Veracruz,91110,229-460-8123,México,Registro Público de Veracruz,2026-05-07T20:56:56.278731,QFH141250UH,11-50,Activo
Veracruz Portuario Logístico,Portuario,1466 Gómez Farías,Playa,Veracruz,Veracruz,91458,229-483-3584,México,Registro Público de Veracruz,2026-05-07T20:56:56.278740,NVW948556BV,200+,Activo
Portuario Pesquero Servicios,Pesquero,730 Díaz Mirón,Carranza,Veracruz,Veracruz,91457,229-110-5428,México,Registro Público de Veracruz,2026-05-07T20:56:56.278756,EWE465334GX,51-200,Activo
Puerto Manufactura S.A. de C.V.,Manufactura,1368 Díaz Mirón,Reforma,Veracruz,Veracruz,91033,229-418-4206,México,Registro Público de Veracruz,2026-05-07T20:56:56.278764,VZV799415HI,51-200,Activo
Veracruz Servicios S.A. de C.V.,Servicios,450 Lerdo,Carranza,Veracruz,Veracruz,91601,229-780-7778,México,Registro Público de Veracruz,2026-05-07T20:56:56.278773,ODN831225BQ,51-200,Activo
Jarocho Turismo Marítimo,Turismo,1129 Lerdo,Portales,Veracruz,Veracruz,91800,229-298-5981,México,Registro Público de Veracruz,2026-05-07T20:56:56.278782,QXQ638491IR,200+,Activo
Costa Manufactura S.A. de C.V.,Manufactura,76 Independencia,Carranza,Veracruz,Veracruz,91263,229-846-4353,México,Registro Público de Veracruz,2026-05-07T20:56:56.278793,UGG727244JD,200+,Activo
Portuario Turismo Logístico,Turismo,256 Lerdo,Centro,Veracruz,Veracruz,91592,229-924-7812,México,Registro Público de Veracruz,2026-05-07T20:56:56.278802,XKF162126HH,200+,Activo
Veracruz Agrícola Marítimo,Agrícola,159 Díaz Mirón,Centro,Veracruz,Veracruz,91252,229-677-7714,México,Registro Público de Veracruz,2026-05-07T20:56:56.278811,LAG414228KL,1-10,Activo
Costa Agrícola S. de R.L.,Agrícola,375 5 de Mayo,Playa,Veracruz,Veracruz,91153,229-492-2296,México,Registro Público de Veracruz,2026-05-07T20:56:56.278820,EPU375744JP,200+,Activo
Costa Logística S. de R.L.,Logística,346 Díaz Mirón,Mocambo,Veracruz,Veracruz,91912,229-105-7530,México,Registro Público de Veracruz,2026-05-07T20:56:56.278829,ZOI569568XZ,11-50,Activo
Jarocho Comercio Logístico,Comercio,1524 Díaz Mirón,Playa,Veracruz,Veracruz,91059,229-662-3840,México,Registro Público de Veracruz,2026-05-07T20:56:56.278838,ITR987036FT,200+,Activo
Veracruz Comercio Servicios,Comercio,855 Independencia,Centro,Veracruz,Veracruz,91902,229-662-5114,México,Registro Público de Veracruz,2026-05-07T20:56:56.278850,SCO305458DH,1-10,Activo
Puerto Química Petrolero,Química,1705 Zaragoza,Carranza,Veracruz,Veracruz,91460,229-343-1717,México,Registro Público de Veracruz,2026-05-07T20:56:56.278859,ZBO274358KB,11-50,Activo
Puerto Agrícola S.A. de C.V.,Agrícola,49 Lerdo,Carranza,Veracruz,Veracruz,91384,229-146-8051,México,Registro Público de Veracruz,2026-05-07T20:56:56.278868,CWR155165IO,1-10,Activo
Jalapa Química S. de R.L.,Química,304 Xalapeños Ilustres,Centro,Xalapa,Veracruz,91148,228-872-6807,México,Registro Público de Veracruz,2026-05-07T20:56:56.278881,QFC857785DA,51-200,Activo
Las Ánimas Servicios S.A. de C.V.,Servicios,1120 Xalapeños Ilustres,Centro,Xalapa,Veracruz,91138,228-733-4571,México,Registro Público de Veracruz,2026-05-07T20:56:56.278893,GPZ695949ML,200+,Activo
Macuiltepetl Portuario S. de R.L.,Portuario,132 Enríquez,Centro,Xalapa,Veracruz,91095,228-531-5064,México,Registro Público de Veracruz,2026-05-07T20:56:56.278904,RLE546772PA,1-10,Activo
Xalapa Agrícola Café,Agrícola,975 Xalapeños Ilustres,Centro,Xalapa,Veracruz,91123,228-868-4700,México,Registro Público de Veracruz,2026-05-07T20:56:56.278913,KKM774950OZ,51-200,Activo
Jalapa Química S. de R.L.,Química,321 Múzquiz,Centro,Xalapa,Veracruz,91012,228-940-7782,México,Registro Público de Veracruz,2026-05-07T20:56:56.278921,GID190418DR,11-50,Activo
Coatepec Petróleo S. de R.L.,Petróleo,269 Revolution,Centro,Xalapa,Veracruz,91099,228-587-3789,México,Registro Público de Veracruz,2026-05-07T20:56:56.278930,HTT860238OL,11-50,Activo
Veracruz Pesquero Servicios,Pesquero,577 Juárez,Centro,Xalapa,Veracruz,91048,228-593-8806,México,Registro Público de Veracruz,2026-05-07T20:56:56.278939,QBH564814TQ,200+,Activo
Macuiltepetl Logística S. de R.L.,Logística,65 Enríquez,Centro,Xalapa,Veracruz,91188,228-267-9365,México,Registro Público de Veracruz,2026-05-07T20:56:56.278951,ZQX996570FX,1-10,Activo
Xalapa Agrícola S.A. de C.V.,Agrícola,50 Xalapeños Ilustres,Centro,Xalapa,Veracruz,91153,228-257-6524,México,Registro Público de Veracruz,2026-05-07T20:56:56.278960,LVV698229JH,200+,Activo
Jalapa Servicios S. de R.L.,Servicios,652 Juárez,Centro,Xalapa,Veracruz,91076,228-539-4610,México,Registro Público de Veracruz,2026-05-07T20:56:56.278969,SUL387757NL,11-50,Activo
Coatepec Pesquero Servicios,Pesquero,747 Enríquez,Centro,Xalapa,Veracruz,91011,228-118-2902,México,Registro Público de Veracruz,2026-05-07T20:56:56.278981,JBT202820XD,1-10,Activo
Xalapa Pesquero S.A. de C.V.,Pesquero,1425 Xalapeños Ilustres,Centro,Xalapa,Veracruz,91010,228-196-9943,México,Registro Público de Veracruz,2026-05-07T20:56:56.278989,GLI341801EU,200+,Activo
Jalapa Servicios S. de R.L.,Servicios,540 Múzquiz,Centro,Xalapa,Veracruz,91110,228-829-6736,México,Registro Público de Veracruz,2026-05-07T20:56:56.279001,RSD861128BW,11-50,Activo
Las Ánimas Química S. de R.L.,Química,783 Enríquez,Centro,Xalapa,Veracruz,91081,228-684-6734,México,Registro Público de Veracruz,2026-05-07T20:56:56.279019,MQT863432OF,51-200,Activo
Veracruz Comercio Café,Comercio,1500 Juárez,Centro,Xalapa,Veracruz,91070,228-959-2582,México,Registro Público de Veracruz,2026-05-07T20:56:56.279028,GFM831378QP,11-50,Activo
Xalapa Manufactura Café,Manufactura,989 Múzquiz,Centro,Xalapa,Veracruz,91177,228-560-4800,México,Registro Público de Veracruz,2026-05-07T20:56:56.279040,PYJ755716NR,51-200,Activo
Coatepec Agrícola Servicios,Agrícola,1010 Enríquez,Centro,Xalapa,Veracruz,91046,228-519-3027,México,Registro Público de Veracruz,2026-05-07T20:56:56.279049,NOZ886399OG,1-10,Activo
Coatepec Agrícola S.A. de C.V.,Agrícola,586 Enríquez,Centro,Xalapa,Veracruz,91084,228-675-1585,México,Registro Público de Veracruz,2026-05-07T20:56:56.279064,BWV432204XQ,11-50,Activo
Xalapa Agrícola Café,Agrícola,872 Múzquiz,Centro,Xalapa,Veracruz,91027,228-288-7935,México,Registro Público de Veracruz,2026-05-07T20:56:56.279072,BBC112732MH,51-200,Activo
Macuiltepetl Logística Servicios,Logística,1265 Enríquez,Centro,Xalapa,Veracruz,91120,228-462-6827,México,Registro Público de Veracruz,2026-05-07T20:56:56.279080,DOC514710PJ,1-10,Activo
Las Ánimas Química S. de R.L.,Química,1283 Revolution,Centro,Xalapa,Veracruz,91036,228-499-7714,México,Registro Público de Veracruz,2026-05-07T20:56:56.279089,UBO742659AW,11-50,Activo
Veracruz Química S. de R.L.,Química,118 Múzquiz,Centro,Xalapa,Veracruz,91180,228-742-2489,México,Registro Público de Veracruz,2026-05-07T20:56:56.279097,GAH846402UD,11-50,Activo
Jalapa Turismo S.A. de C.V.,Turismo,314 Xalapeños Ilustres,Centro,Xalapa,Veracruz,91162,228-472-3737,México,Registro Público de Veracruz,2026-05-07T20:56:56.279106,ZHQ879832ZZ,200+,Activo
Veracruz Química Servicios,Química,840 Juárez,Centro,Xalapa,Veracruz,91061,228-452-2095,México,Registro Público de Veracruz,2026-05-07T20:56:56.279115,JUB303074JO,200+,Activo
Coatepec Portuario S.A. de C.V.,Portuario,1225 Revolution,Centro,Xalapa,Veracruz,91086,228-723-7564,México,Registro Público de Veracruz,2026-05-07T20:56:56.279123,PQL437770CF,11-50,Activo
Macuiltepetl Agrícola Café,Agrícola,1452 Enríquez,Centro,Xalapa,Veracruz,91064,228-835-3567,México,Registro Público de Veracruz,2026-05-07T20:56:56.279132,OKZ390497DE,1-10,Activo
Macuiltepetl Química S. de R.L.,Química,842 Enríquez,Centro,Xalapa,Veracruz,91171,228-915-5545,México,Registro Público de Veracruz,2026-05-07T20:56:56.279140,YGQ371149YD,1-10,Activo
Coatepec Logística Industrial,Logística,68 Enríquez,Centro,Xalapa,Veracruz,91004,228-277-6496,México,Registro Público de Veracruz,2026-05-07T20:56:56.279152,TLB369077YT,11-50,Activo
Jalapa Logística Café,Logística,1014 Juárez,Centro,Xalapa,Veracruz,91134,228-847-4960,México,Registro Público de Veracruz,2026-05-07T20:56:56.279161,WBO988507HG,11-50,Activo
Xalapa Servicios S.A. de C.V.,Servicios,720 Múzquiz,Centro,Xalapa,Veracruz,91060,228-255-1946,México,Registro Público de Veracruz,2026-05-07T20:56:56.279169,ZBL363429DZ,200+,Activo
Las Ánimas Manufactura Café,Manufactura,782 Revolution,Centro,Xalapa,Veracruz,91021,228-493-3127,México,Registro Público de Veracruz,2026-05-07T20:56:56.279182,HVB412661YU,1-10,Activo
Jalapa Portuario Servicios,Portuario,998 Revolution,Centro,Xalapa,Veracruz,91138,228-534-1552,México,Registro Público de Veracruz,2026-05-07T20:56:56.279191,ECF132665DD,200+,Activo
Xalapa Pesquero Servicios,Pesquero,70 Múzquiz,Centro,Xalapa,Veracruz,91033,228-283-1012,México,Registro Público de Veracruz,2026-05-07T20:56:56.279201,QER533723CN,1-10,Activo
Jalapa Petróleo S. de R.L.,Petróleo,623 Enríquez,Centro,Xalapa,Veracruz,91159,228-575-3478,México,Registro Público de Veracruz,2026-05-07T20:56:56.279210,PWP918584CX,11-50,Activo
Veracruz Portuario S. de R.L.,Portuario,761 Revolution,Centro,Xalapa,Veracruz,91003,228-391-6214,México,Registro Público de Veracruz,2026-05-07T20:56:56.279223,JQU792503HW,200+,Activo
