Store_ID,Store_Name,Address,City,State,ZIP,Phone,Status,Latitude,Longitude,Timezone,Order_URL
13210509,CA - Teriyaki Madness Blossom Hill,"850 Blossom Hill Rd, San Jose, CA 95123, USA",San Jose,California,95123,,COMING SOON,37.2502744,-121.8581576,America/Los_Angeles,
4639262,CA - Teriyaki Madness Chatsworth,"9851 Mason Ave, Chatsworth, CA 91311, USA",Los Angeles,California,91311,818-812-9779,OPEN,34.2493038,-118.5802300,America/Los_Angeles,https://order.teriyakimadness.com/menu/chatsworth
14273052,CA - Teriyaki Madness Citrus Heights,"Citrus Heights, CA, USA",Citrus Heights,California,,,COMING SOON,38.6830822,-121.2976028,America/Los_Angeles,
4309054,CA - Teriyaki Madness Columbus,"1525 Columbus St ste 100, Bakersfield, CA 93305, USA",Bakersfield,California,93305,661-742-1650,OPEN,35.3972141,-118.9739729,America/Los_Angeles,https://order.teriyakimadness.com/menu/teriyaki-madness-columbus
4309055,CA - Teriyaki Madness DTLA,"1120 W 6th St Unit #105 Los Angeles, CA",,CA,,213-265-7290,OPEN,34.0534480,-118.2628158,America/Los_Angeles,https://order.teriyakimadness.com/menu/los-angeles
10422911,CA - Teriyaki Madness El Dorado Hills,"4060 Town Center Blvd, El Dorado Hills, CA 95762, USA",El Dorado Hills,California,95762,,COMING SOON,38.6484692,-121.0721605,America/Los_Angeles,
10628258,CA - Teriyaki Madness Fresno,"6587 N Riverside Dr, Fresno, CA 93722, USA",Fresno,California,93722,,COMING SOON,36.8345019,-119.9092400,America/Los_Angeles,
14517188,CA - Teriyaki Madness Huntington Beach,"Huntington Beach, CA, USA",Huntington Beach,California,,,COMING SOON,33.6594835,-117.9988026,America/Los_Angeles,
8489198,CA - Teriyaki Madness Imperial Beach,"2511 Coronado Ave, San Diego, CA 92154, USA",San Diego,California,92154,(619) 500-5393,OPEN,32.5760842,-117.0793623,America/Tijuana,https://order.teriyakimadness.com/menu/coronado
4309049,CA - Teriyaki Madness Lake Forest,"23647 El Toro Rd Suite D, Lake Forest, CA 92630",,CA,,949-273-3949,OPEN,33.6186086,-117.7033458,America/Los_Angeles,https://order.teriyakimadness.com/menu/lake-forest
4306988,CA - Teriyaki Madness Marina,"110 General Stilwell Building B, #102, Marina, CA 93933",,CA,,(831) 324-4932,OPEN,36.6653805,-121.8112864,America/Los_Angeles,https://order.teriyakimadness.com/menu/dunes-on-monterey-bay
4309050,CA - Teriyaki Madness Otay Center,"2535 Otay Center Dr Suite C, San Diego, CA 92154",,CA,,(619) 349-3544,OPEN,32.5538811,-116.9416394,America/Tijuana,https://order.teriyakimadness.com/menu/batistas-llc
11438024,CA - Teriyaki Madness Palmdale,"Palmdale, CA, USA",Palmdale,California,,,COMING SOON,34.5794343,-118.1164613,America/Los_Angeles,
10628259,CA - Teriyaki Madness Redwood City,"875 Middlefield Rd, Redwood City, CA 94063, USA",Redwood City,California,94063,,COMING SOON,37.4857963,-122.2288925,America/Los_Angeles,
4309710,CA - Teriyaki Madness Sacramento,"289 3rd St, West Sacramento, CA 95605, USA",West Sacramento,California,95605,9165720006,OPEN,38.5886050,-121.5097226,America/Los_Angeles,https://order.teriyakimadness.com/menu/west-sacramento
4981079,CA - Teriyaki Madness Salinas,"1606 N Main St, Salinas, CA 93906, USA",Salinas,California,93906,(831) 272-3196,OPEN,36.7137202,-121.6541939,America/Los_Angeles,https://order.teriyakimadness.com/
4307088,CA - Teriyaki Madness San Fernando,"1240 Truman St #165, San Fernando, CA 91340",,CA,,(818) 900-0978,OPEN,34.2854551,-118.4439877,America/Los_Angeles,https://order.teriyakimadness.com/menu/san-fernando-station
4309709,CA - Teriyaki Madness San Jose,"5297 Prospect Rd, San Jose, CA 95129, USA",San Jose,California,95129,4085640975,OPEN,37.2926542,-121.9960246,America/Los_Angeles,https://order.teriyakimadness.com/menu/teriyaki-madness-san-jose
4309707,CA - Teriyaki Madness Santa Clara,"2020 Wyatt Drive, Suite 120, Santa Clara, CA",,CA,,(408) 352-5148,OPEN,37.3880394,-121.9596697,America/Los_Angeles,https://order.teriyakimadness.com/menu/santa-clara
13210508,CA - Teriyaki Madness Santa Teresa,"Santa Teresa, S Pasadena, CA 91030, USA",South Pasadena,California,91030,,COMING SOON,34.1072064,-118.1703608,America/Los_Angeles,
14512998,CA - Teriyaki Madness Simi Valley,"Simi Valley, CA, USA",Simi Valley,California,,,COMING SOON,34.2694474,-118.7814820,America/Los_Angeles,
4308397,CA - Teriyaki Madness Sylmar,"13762 Foothill Blvd, Sylmar, CA 91342",,CA,,(818) 928-7202,OPEN,34.3091379,-118.4338436,America/Los_Angeles,https://order.teriyakimadness.com/menu/sylmar-square
14273230,CA - Teriyaki Madness Torrance,"21227 Hawthorne Blvd suite 130, Torrance, CA 90503, USA",Torrance,California,90503,,COMING SOON,33.8366744,-118.3565588,America/Los_Angeles,
4374619,CANADA - Teriyaki Madness Lethbridge,"19 Southgate Blvd. South #20   Lethbridge, AB T1K 6S5",Lethbridge,Alberta,T1K 2R6,(587) 425-1003,OPEN,49.6607212,-112.7931074,America/Creston,https://order.teriyakimadness.com/menu/teriyaki-madness-lethbridge-south
4374638,CANADA - Teriyaki Madness Regina,"5966 Rochdale Blvd, Regina, SK S4X, Canada",Regina,Saskatchewan,,306-559-4594,OPEN,50.4960766,-104.6675192,America/Regina,https://order.teriyakimadness.com/menu/regina
4142708,CO - Teriyaki Madness Applewood,"3500 Youngfield St, Wheat Ridge, CO 80033, USA",Wheat Ridge,Colorado,80033,(720) 583-0280,OPEN,39.7656738,-105.1420224,America/Denver,https://order.teriyakimadness.com/menu/teriyaki-madness-denver
4309711,CO - Teriyaki Madness Arapahoe Marketplace,"8547 E Arapahoe Rd Unit F, Greenwood Village, CO 80112",,CO,,(303) 771-5280,OPEN,39.5963345,-104.8915243,America/Denver,https://order.teriyakimadness.com/menu/arapahoe-marketplace
5457095,CO - Teriyaki Madness Broomfield,"4700 W 121st Ave, Broomfield, CO 80020, USA",Broomfield,Colorado,80020,7205736921,OPEN,39.9145861,-105.0485953,America/Denver,https://order.teriyakimadness.com/menu/broomfield-corners
8489303,CO - Teriyaki Madness Colorado Springs,"7895 Silicon Hts Unit 150, Colorado Springs, CO 80922, USA",Colorado Springs,Colorado,80922,719-900-5848,OPEN,38.8684538,-104.6816037,America/Denver,https://order.teriyakimadness.com/menu/colorado-springs
13210513,CO - Teriyaki Madness Colorado Springs,"534 Garden of the Gods Rd, Colorado Springs, CO 80907, USA",Colorado Springs,Colorado,80907,,COMING SOON,38.8971523,-104.8336559,America/Denver,
4309713,CO - Teriyaki Madness Denver Tech Center,"8080 E Union Ave Suite 130, Denver, CO 80237​",,CO,,720-519-0107,OPEN,39.6285835,-104.8952601,America/Denver,https://order.teriyakimadness.com/menu/teriyaki-madness-denver-tech-center-at-union-ulster
4309718,CO - Teriyaki Madness Firestone,"4275 City Centre Rd Unit 500, Firestone, CO 80504",,CO,,(720) 684-6484,OPEN,40.1595715,-104.9745496,America/Denver,https://order.teriyakimadness.com/menu/teriyaki-madness-7
8330331,CO - Teriyaki Madness Fort Collins,"1880 N College Ave ste 130, Fort Collins, CO 80524, USA",Fort Collins,Colorado,80524,(970) 631-8409,OPEN,40.6128090,-105.0748890,America/Denver,https://order.teriyakimadness.com/menu/north-college-marketplace-fort-collins
4309722,CO - Teriyaki Madness Greeley,"111 Centerplace Dr Ste 104, Greeley, CO 80634",Greeley,Colorado,,9703014485,OPEN,40.4233142,-104.7091322,America/Denver,https://order.teriyakimadness.com/menu/teriyaki-madness-bear-paw
8259931,CO - Teriyaki Madness Highlands Ranch,"1525 Park Central Dr, Highlands Ranch, CO 80129, USA",Highlands Ranch,Colorado,80129,3039529391,OPEN,39.5534497,-105.0070230,America/Denver,https://order.teriyakimadness.com/menu/highlands-ranch
4309719,CO - Teriyaki Madness Johnstown,"4944 Thompson Pkwy., Johnstown, CO",,CO,,970-663-9154,OPEN,40.4054254,-104.9827072,America/Denver,https://order.teriyakimadness.com/menu/johnstown
4309720,CO - Teriyaki Madness Littleton,"5866 S. Wadsworth Blvd, Suite 3600, Littleton, CO",,CO,,303-955-6334,OPEN,39.6101672,-105.0900653,America/Denver,https://order.teriyakimadness.com/menu/littleton
4309721,CO - Teriyaki Madness Longmont,"1232 S Hover St, Longmont, CO 80501, USA",Longmont,Colorado,80501,(303) 532-5232,OPEN,40.1473207,-105.1289563,America/Denver,https://order.teriyakimadness.com/menu/longmont
12166179,CO - Teriyaki Madness Parker,"Parker, CO, USA",Parker,Colorado,,,COMING SOON,39.5186002,-104.7613633,America/Denver,
13647375,CT - Teriyaki Madness Avon,"186 W Main St, Avon, CT 06001, USA",Avon,Connecticut,06001,,COMING SOON,41.8119297,-72.8471240,America/New_York,
13210512,CT - Teriyaki Madness Enfield,"Enfield, CT 06082, USA",Enfield,Connecticut,06082,,COMING SOON,42.0027181,-72.5441445,America/New_York,
4309723,DE - Teriyaki Madness Concord Pike,"3311 Concord Pike, Wilmington, DE",,,,302-570-7124,OPEN,39.8017185,-75.5478444,America/New_York,https://order.teriyakimadness.com/menu/wilmington-concord-pike
4309727,FL - Teriyaki Madness Clearwater,"23894 US highway 19 N., Suite 30, Clearwater, FL",,FL,,727-408-5558,OPEN,27.9890528,-82.7308933,America/Havana,https://order.teriyakimadness.com/menu/teriyaki-madness-5
4309725,FL - Teriyaki Madness Country Walk,"13775 SW 152nd St, Miami, FL 33177",,FL,,(786) 250-5028,OPEN,25.6268677,-80.4167211,America/Nassau,https://order.teriyakimadness.com/menu/country
8369484,FL - Teriyaki Madness Feather Sound Place,"2657 Ulmerton Rd Clearwater, FL 33762",Clearwater,Florida,33762,,OPEN,27.8945474,-82.6693647,America/Havana,https://order.teriyakimadness.com/menu/feather-sound
4309724,FL - Teriyaki Madness Lakeland,"304 N Kentucky Ave, Lakeland, FL 33801",,FL,,(863) 500-8623,OPEN,28.0471883,-81.9553781,America/Havana,https://order.teriyakimadness.com/menu/teriyaki-madness-2
5094368,FL - Teriyaki Madness Melbourne,"2338 Citadel Way, Melbourne, FL 32940, USA",Melbourne,Florida,32940,3213054116,OPEN,28.2452334,-80.7293673,America/Nassau,https://order.teriyakimadness.com/menu/melbourne
4314386,FL - Teriyaki Madness Miami,"Keystone | 13581 Biscayne Blvd. North Miami, 33181",Miami,Florida,,,COMING SOON,25.7616798,-80.1917902,America/Nassau,
10422811,FL - Teriyaki Madness Milton,"5844 Dogwood Dr building 200 unit 214, Milton, FL 32570, USA",Milton,Florida,32570,,COMING SOON,30.6474376,-87.0544596,America/Chicago,
4314382,FL - Teriyaki Madness Miramar,"Miramar, FL, USA",Miramar,Florida,,,COMING SOON,25.9860762,-80.3035602,America/Nassau,
4309731,FL - Teriyaki Madness Mission Bay Plaza,"0437 FL-7 B6, Boca Raton, FL",,FL,,(561) 409-2977,OPEN,26.7096323,-80.2010064,America/Nassau,https://order.teriyakimadness.com/menu/boca-raton
4314383,FL - Teriyaki Madness North Miami,"North Miami, FL, USA",North Miami,Florida,,,COMING SOON,25.8900949,-80.1867138,America/Nassau,
4314377,FL - Teriyaki Madness Oviedo,"441 E Mitchell Hammock Rd, Suite 1101 Oviedo, FL, 32765",,FL,,407-542-5645,OPEN,28.6560065,-81.2004959,America/Nassau,https://order.teriyakimadness.com/menu/oviedo
8256776,FL - Teriyaki Madness Pinellas Park,"7253 Park Blvd, Pinellas Park, FL 33781, USA",Pinellas Park,Florida,33781,727-371-9244,OPEN,27.8396941,-82.7384303,America/New_York,https://order.teriyakimadness.com/menu/teriyaki-madness-park-boulevard
8375564,FL - Teriyaki Madness St Johns,"140 Little Cypress Dr ste 106, St Johns, FL 32259, USA",Saint Johns,Florida,32259,9046747271,OPEN,30.1038959,-81.4811070,America/New_York,https://order.teriyakimadness.com/menu/st-johns
10628260,FL - Teriyaki Madness Tampa,"4027 S Dale Mabry Hwy, Tampa, FL 33611, USA",Tampa,Florida,33611,,COMING SOON,27.9054438,-82.5068003,America/New_York,
4314387,FL - Teriyaki Madness Winter Haven,"Winter Haven, FL, USA",Winter Haven,Florida,,,COMING SOON,28.0222435,-81.7328567,America/Nassau,
5610704,HI - Teriyaki Madness Honolulu,"1240 Ala Moana Blvd #200, Honolulu, HI 96814, USA",Honolulu,Hawaii,96814,,COMING SOON,21.2929665,-157.8516140,Pacific/Honolulu,
4175741,HI - Teriyaki Madness Kapolei Commons,"4450 Kapolei Pkwy c 204, Kapolei, HI 96707, USA",Kapolei,Hawaii,96707,(808) 600-5999,OPEN,21.3295688,-158.0914868,Pacific/Honolulu,https://order.teriyakimadness.com/menu/kapolei-hi
4314399,HI - Teriyaki Madness O‘ahu,"O‘ahu, Hawaii, USA",,Hawaii,,,COMING SOON,21.4389123,-158.0000565,Pacific/Honolulu,
6268387,HI - Teriyaki Madness Pearl City,"Parking lot, 1000 Kamehameha Hwy, Pearl City, HI 96782, USA",Pearl City,Hawaii,96782,(808) 744-4800,OPEN,21.3969095,-157.9757905,Pacific/Honolulu,https://order.teriyakimadness.com/menu/tmad-pearl-city
4314400,IA - Teriyaki Madness Bettendorf,"3721 State Street Bettendorf, IA, 52722",,,,563-888-1187,OPEN,41.5287957,-90.4816979,America/Chicago,https://order.teriyakimadness.com/menu/bettendorf
5980971,IA - Teriyaki Madness Fort Dodge,"3rd Ave S, Fort Dodge, IA 50501, USA",Fort Dodge,Iowa,50501,5152061179,OPEN,42.5030524,-94.1810414,America/Chicago,https://order.teriyakimadness.com/menu/fort-dodge
4315056,ID - Teriyaki Madness Meridian,"1653 W Island Green, Suite 301 Meridian, ID, 83646",,ID,,(208) 855-9026,OPEN,43.6637902,-116.4143370,America/Boise,https://order.teriyakimadness.com/menu/meridian
4315715,IL - Teriyaki Madness Gurnee,"6409 Grand Ave Gurnee, IL, 60031",,IL,,(224) 656-5282,OPEN,42.3830909,-87.9623482,America/Chicago,https://order.teriyakimadness.com/menu/teriyaki-madness-gurnee
4323740,IL - Teriyaki Madness Lombard,"795 Butterfield Rd, Lombard, IL 60148, USA",Lombard,Illinois,60148,630-468-2707,OPEN,41.8398117,-87.9972886,America/Chicago,https://order.teriyakimadness.com/menu/teriyaki-madness-lombard
10422910,IL - Teriyaki Madness North Mayfair,"4601 W Foster Ave, Chicago, IL 60630, USA",Chicago,Illinois,60630,,COMING SOON,41.9752842,-87.7437937,America/Chicago,
4323742,IL - Teriyaki Madness Rolling Meadows,"1319 West Golf Road Rolling Meadows, IL, 60008",,IL,,847-258-5761,OPEN,42.0472353,-87.9562025,America/Chicago,https://order.teriyakimadness.com/menu/rolling-meadows
11438004,IL - Teriyaki Madness Springfield,"Springfield, IL, USA",Springfield,Illinois,,,COMING SOON,39.7817213,-89.6501481,America/Chicago,
5465697,IL - Teriyaki Madness St. Charles,"1840 W Main St, St. Charles, IL 60174, USA",St. Charles,Illinois,60174,(630) 940-2141,OPEN,41.9131623,-88.3361705,America/Chicago,https://order.teriyakimadness.com/menu/teriyaki-madness-st-charles
4323744,IL - Teriyaki Madness Vernon Hills,"875 N Milwaukee Ave unit 700, Vernon Hills, IL 60061, USA",Vernon Hills,Illinois,60061,224-513-5071,OPEN,42.2418469,-87.9442792,America/Chicago,https://order.teriyakimadness.com/menu/vernon-hills
6063431,IN - Teriyaki Madness Newburgh,"8833 High Pointe Dr, Newburgh, IN 47630, USA",Newburgh,Indiana,47630,8124900048,OPEN,37.9780658,-87.4104091,America/Indiana/Tell_City,https://order.teriyakimadness.com/menu/newburgh
4323970,IN - Teriyaki Madness Valparaiso,"2502 Calumet Ave, Valparaiso, IN 46383, USA",Valparaiso,Indiana,46383,2195105218,OPEN,41.4911819,-87.0470074,America/Indiana/Knox,https://order.teriyakimadness.com/menu/teriyaki-madness-valparaiso
4323973,KS - Teriyaki Madness Overland Park,"7074 W 105th St. Overland Park, KS, 66212",,KS,,913-701-6983,OPEN,38.9384176,-94.6672065,America/Indiana/Vincennes,https://order.teriyakimadness.com/menu/overland-park
4323974,KY - Teriyaki Madness Ft Knox,"Ft Knox Military Base - Main Exchange 127 Gold Vault Rd Ft Knox, KY, 40121",,KY,,,COMING SOON,37.8851664,-85.9505259,America/Kentucky/Louisville,
5886767,LA - Teriyaki Madness Baton Rouge,"6725 Siegen Ln, Baton Rouge, LA 70809, USA",Baton Rouge,Louisiana,70809,(225) 408-6098,OPEN,30.3874451,-91.0611185,America/Matamoros,https://order.teriyakimadness.com/menu/baton-rouge
4323975,LA - Teriyaki Madness Gonzales,"Gonzales, LA 70737, USA",Gonzales,Louisiana,70737,,COMING SOON,30.2385294,-90.9200987,America/Matamoros,
4323976,MA - Teriyaki Madness Burlington,"68 Burlington Mall Road, Burlington, MA 01803, USA",Burlington,Massachusetts,01803,781-365-1687,OPEN,42.4852527,-71.2164682,America/New_York,https://order.teriyakimadness.com/menu/laws-7-inc-dba-teriyaki-madness-burlington
13210506,MA - Teriyaki Madness Methuen,"90 Pleasant Valley St suite 140, Methuen, MA 01844, USA",Methuen,Massachusetts,01844,,COMING SOON,42.7434896,-71.1547849,America/New_York,
4374639,MEXICO - Teriyaki Madness SLP Plaza Lomas,"Pl. Lomas, Lomas del Tecnologico, San Luis, S.L.P., Mexico",San Luis Potosí,San Luis Potosí,,4445359841,OPEN,22.1285539,-101.0329522,America/Mexico_City,https://www.teriyakislp.com/
4374640,MEXICO - Teriyaki Madness SLP Valle Dorado,"Blvd. Benito Juárez 1282-A, Fracc. Valle Dorado, San Luis Potosí, San Luis Potosí, 78399, MX",San Luis Potosí,San Luis Potosí,78399,4446813684,OPEN,22.1395037,-100.9418502,America/Mexico_City,https://www.teriyakislp.com/
5172489,MI - Teriyaki Madness Flint,"3283 Miller Rd, Flint, MI 48503, USA",Flint,Michigan,48503,(810) 339-6476,OPEN,42.9940643,-83.7282546,America/Detroit,https://order.teriyakimadness.com/menu/tmad-flint
4323978,MI - Teriyaki Madness Holland,"3155 W Shr Dr ste 30, Holland, MI 49424, USA",Holland,Michigan,49424,(616) 796-8077,OPEN,42.8253958,-86.0927184,America/Detroit,https://order.teriyakimadness.com/menu/teriyaki-madness-holland
4323979,MI - Teriyaki Madness Lapeer,"509 S Main St, Lapeer, MI 48446, USA",Lapeer,Michigan,48446,810-969-4260,OPEN,43.0452376,-83.3190329,America/Detroit,https://order.teriyakimadness.com/menu/teriyaki-madness-3
4323980,MI - Teriyaki Madness Macomb,"15619 Hall Road Macomb, MI, 48044",,MI,,586-566-6288,OPEN,42.6283671,-82.9673493,America/Detroit,https://order.teriyakimadness.com/menu/hall-tilch-crossing
4323982,MI - Teriyaki Madness Wixom,"28880 Wixom Rd Wixom, MI, 48393",,MI,,734-892-6850,OPEN,42.5026151,-83.5351112,America/Detroit,https://order.teriyakimadness.com/menu/wixom
4329466,MN - Teriyaki Madness Oakdale,"8366 Third Street North Oakdale, MN, 55218",,MN,,651-340-9285,OPEN,44.9517401,-92.9350176,America/Menominee,https://order.teriyakimadness.com/menu/oakdale
14513000,MO - Teriyaki Madness Cape Girardeau,"Cape Girardeau, MO, USA",Cape Girardeau,Missouri,,,COMING SOON,37.3058839,-89.5181476,America/Chicago,
4639263,MO - Teriyaki Madness Kansas City,"Kansas City, MO, USA",Kansas City,Missouri,,,COMING SOON,39.0997265,-94.5785667,America/Indiana/Vincennes,
8934807,MO - Teriyaki Madness Liberty,"10408 NE Cookingham Dr, Kansas City, MO 64157, USA",Kansas City,Missouri,64157,8164766528,OPEN,39.2667060,-94.4483433,America/Indiana/Vincennes,https://order.teriyakimadness.com/menu/kansas-city
4329467,MO - Teriyaki Madness Springfield,"1155 East Battlefield, Suite 100 Springfield, MO, 65807",,MO,,,COMING SOON,37.1600917,-93.2779715,America/Indiana/Vincennes,
7825688,MT - Teriyaki Madness Billings,"1008 Shiloh Crossing Blvd, Billings, MT 59102, USA",Billings,Montana,59102,(406) 409-3388,OPEN,45.7517947,-108.6157920,America/Swift_Current,https://order.teriyakimadness.com/menu/billings-shiloh
4329468,MT - Teriyaki Madness Great Falls,"1710 10th Avenue South Great Falls, MT, 59405",,MT,,406-315-3388,OPEN,47.4938856,-111.2773294,America/Swift_Current,https://order.teriyakimadness.com/menu/great-falls
4329469,NC - Teriyaki Madness Midtown Metropolitan,"1100 Metropolitan Ave, Unit 130 Charlotte, NC, 28204",,NC,,704-910-2076,OPEN,35.2127601,-80.8357012,America/Kentucky/Monticello,https://order.teriyakimadness.com/menu/midtown-metropolitan
7033948,NC - Teriyaki Madness Mooresville Crossing,"591 River Hwy unit r, Mooresville, NC 28117, USA",Mooresville,North Carolina,28117,(704) 504-7160,OPEN,35.5938016,-80.8721101,America/New_York,https://order.teriyakimadness.com/menu/mooresville
10422909,NJ - Teriyaki Madness Elizabeth,"505 N Broad St, Elizabeth, NJ 07208, USA",Elizabeth,New Jersey,07208,,COMING SOON,40.6739364,-74.2127360,America/New_York,
4329471,NJ - Teriyaki Madness Harrison,"Harrison, NJ, USA",Harrison,New Jersey,,,COMING SOON,40.7464901,-74.1562551,America/New_York,
4362935,NJ - Teriyaki Madness Marlton,"101 Route 73 South, Suite 165 Marlton, NJ, 08053",,NJ,,856-446-6239,OPEN,39.8903662,-74.9269969,America/New_York,https://order.teriyakimadness.com/menu/marlton
4175740,NJ - Teriyaki Madness Newark,"137 Halsey St, Newark, NJ 07102",,NJ,,(973) 991-1247,OPEN,40.7378981,-74.1729654,America/New_York,https://order.teriyakimadness.com/menu/teriyaki-madness-newark
4362936,NJ - Teriyaki Madness Newark,"137 Halsey St Newark, NJ, 07102",,NJ,,(973) 991-1247,OPEN,40.7378981,-74.1729654,America/New_York,https://order.teriyakimadness.com/menu/teriyaki-madness-newark
5982568,NJ - Teriyaki Madness Old Bridge,"1050 U.S. 9, Parlin, NJ 08859, USA",Old Bridge,New Jersey,08859,732-313-6043,OPEN,40.4529080,-74.2999880,America/New_York,https://order.teriyakimadness.com/menu/teriyaki-madness-old-bridge
13210514,NJ - Teriyaki Madness Rockaway,"395 Mt Hope Ave #600, Rockaway, NJ 07866, USA",Rockaway,New Jersey,07866,,COMING SOON,40.9071031,-74.5482048,America/New_York,
7800597,NM - Teriyaki Madness Albuquerque,"11032 Montgomery Blvd NE, Albuquerque, NM 87111, USA",Albuquerque,New Mexico,87111,505-275-8272,OPEN,35.1302025,-106.5170517,America/Denver,https://order.teriyakimadness.com/menu/albuquerque
4374489,NV - Teriyaki Madness AM-PM Russell Road,"5749 E Russell Rd, Henderson, NV 89011, USA",Henderson,Nevada,89011,702-202-2744,OPEN,36.0839085,-115.0435195,America/Los_Angeles,https://order.teriyakimadness.com/menu/am-pm-russell-road
4374590,NV - Teriyaki Madness Blue Diamond,"4870 Blue Diamond Road Suite 110 Las Vegas, NV, 89139",,,,702-586-7600,OPEN,36.0335900,-115.2074700,America/Los_Angeles,http://order.teriyakimadness.com/menu/blue-diamond
4885229,NV - Teriyaki Madness Boulder Station,"4111 Boulder Hwy, Las Vegas, NV 89121, USA",Las Vegas,Nevada,89121,,COMING SOON,36.1338171,-115.0843906,America/Los_Angeles,
8999931,NV - Teriyaki Madness Boulder Station Casino,"4111 Boulder Hwy, Las Vegas, NV 89121, USA",Las Vegas,Nevada,89121,7024893007,OPEN,36.1329636,-115.0842631,America/Los_Angeles,https://order.teriyakimadness.com/menu/teriyaki-madness-boulder-station-casino
4374591,NV - Teriyaki Madness Centennial,"5705 Centennial Ctr Blvd. Suite 190 Las Vegas, NV, 89149",,NV,,702-331-0999,OPEN,36.2648721,-115.2582446,America/Los_Angeles,https://order.teriyakimadness.com/menu/centennial
4374605,NV - Teriyaki Madness Center Point Plaza,"10300 West Charleston Blvd. Ste. #6 & #7 Las Vegas, NV, 89135",,NV,,702-478-9964,OPEN,36.1605691,-115.3208852,America/Los_Angeles,https://order.teriyakimadness.com/menu/center-point-plaza-lv
4374608,NV - Teriyaki Madness Charleston Commons,"21 N Nellis Blvd Las Vegas, NV, 89110",,NV,,702-410-9020,OPEN,36.1595873,-115.0640678,America/Los_Angeles,https://order.teriyakimadness.com/menu/charleston-las-vegas
4374609,NV - Teriyaki Madness Craig,"725 W Craig Rd. Suite 132 North Las Vegas, NV, 89032",,NV,,702-341-8623,OPEN,36.2381007,-115.1514434,America/Los_Angeles,http://order.teriyakimadness.com/menu/craig
4374610,NV - Teriyaki Madness Decatur,"6171 N Decatur Blvd Suite #110 Las Vegas, NV, 89130",,NV,,702-816-4000,OPEN,36.2711625,-115.2073032,America/Los_Angeles,http://order.teriyakimadness.com/menu/decatur
